gene.id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,design,comparison,flag
Rmnd5a,6093.1815,-0.10252089,0.088211563,-1.162216003,0.245147736,0.999946781,~cohort + diet,old ID vs CD,
Cars,862.7928495,-0.102601561,0.070385224,-1.457714477,0.14491926,0.999946781,~cohort + diet,old ID vs CD,
Shoc2,1113.294276,-0.102609476,0.098094335,-1.046028557,0.295547848,0.999946781,~cohort + diet,old ID vs CD,
Wdpcp,85.59713301,-0.102612363,0.180230098,-0.569340883,0.569124827,0.999946781,~cohort + diet,old ID vs CD,
Skp1a,7495.486084,-0.102620234,0.097892985,-1.048289968,0.29450503,0.999946781,~cohort + diet,old ID vs CD,
Rnf113a2,315.6057178,-0.102626192,0.108672654,-0.944360773,0.34498532,0.999946781,~cohort + diet,old ID vs CD,
Angel1,210.6059873,-0.102637349,0.134662591,-0.7621816,0.445951626,0.999946781,~cohort + diet,old ID vs CD,
Uxs1,437.4691648,-0.102699805,0.089088238,-1.152787478,0.248997625,0.999946781,~cohort + diet,old ID vs CD,
Tcaim,1192.562992,-0.102722384,0.078082266,-1.315566117,0.188319712,0.999946781,~cohort + diet,old ID vs CD,
Eef2k,1622.199175,-0.102792044,0.117385751,-0.875677354,0.38120546,0.999946781,~cohort + diet,old ID vs CD,
Slc16a3,5078.340306,-0.102794498,0.127990748,-0.803140063,0.421893784,0.999946781,~cohort + diet,old ID vs CD,
Rnf25,238.8431016,-0.102794695,0.106037738,-0.969416144,0.332337601,0.999946781,~cohort + diet,old ID vs CD,
Tmem56,3231.767838,-0.102841765,0.155600618,-0.660934168,0.508654533,0.999946781,~cohort + diet,old ID vs CD,
A130010J15Rik,205.0963196,-0.102843974,0.1189365,-0.864696494,0.387205395,0.999946781,~cohort + diet,old ID vs CD,
Ube2k,1696.679578,-0.102875665,0.088749195,-1.159172942,0.246385698,0.999946781,~cohort + diet,old ID vs CD,
Cd38,278.8555526,-0.102918756,0.196828063,-0.522886598,0.601053171,0.999946781,~cohort + diet,old ID vs CD,
Trak1,3515.080122,-0.102944038,0.082771714,-1.243710349,0.213606186,0.999946781,~cohort + diet,old ID vs CD,
Ankrd24,124.6686837,-0.102964441,0.152947654,-0.673200521,0.50081973,0.999946781,~cohort + diet,old ID vs CD,
Fsbp,84.39703817,-0.102982645,0.267297009,-0.385274213,0.700034265,0.999946781,~cohort + diet,old ID vs CD,
Zfp180,713.6348015,-0.103071757,0.108334922,-0.951417652,0.341392403,0.999946781,~cohort + diet,old ID vs CD,
Fzr1,327.6415246,-0.103092799,0.102273658,-1.008009304,0.313449996,0.999946781,~cohort + diet,old ID vs CD,
Zfp667,207.7617223,-0.103129413,0.138422927,-0.745031295,0.456252801,0.999946781,~cohort + diet,old ID vs CD,
Bmpr1a,2980.662623,-0.103167096,0.070911804,-1.454864922,0.145706661,0.999946781,~cohort + diet,old ID vs CD,
Nt5m,202.7702656,-0.103171174,0.136885719,-0.753702979,0.451027593,0.999946781,~cohort + diet,old ID vs CD,
Ighm,8480.316417,-0.103244483,0.66110952,-0.156168501,0.875900205,0.999946781,~cohort + diet,old ID vs CD,
Trim68,173.6434924,-0.10325854,0.140456087,-0.735166002,0.462238401,0.999946781,~cohort + diet,old ID vs CD,
Mblac2,79.64083852,-0.103264356,0.169432233,-0.609472912,0.542211022,0.999946781,~cohort + diet,old ID vs CD,
Oraov1,305.7688549,-0.103288776,0.097193323,-1.062714739,0.287911335,0.999946781,~cohort + diet,old ID vs CD,
Zfp944,339.3867092,-0.103303202,0.138130827,-0.747864932,0.454541632,0.999946781,~cohort + diet,old ID vs CD,
Fam192a,749.2011647,-0.103309052,0.113331514,-0.911565093,0.361997705,0.999946781,~cohort + diet,old ID vs CD,
Exoc6,3081.973144,-0.103338979,0.105112436,-0.983127999,0.325544446,0.999946781,~cohort + diet,old ID vs CD,
Set,2311.854709,-0.103344034,0.056444614,-1.830892735,0.067116555,0.999946781,~cohort + diet,old ID vs CD,
Ccdc25,905.4694564,-0.103375403,0.084662541,-1.221028832,0.222075104,0.999946781,~cohort + diet,old ID vs CD,
Mettl8,208.1979295,-0.103380107,0.135026237,-0.765629775,0.443896623,0.999946781,~cohort + diet,old ID vs CD,
Gca,253.5862257,-0.103392991,0.119261459,-0.866943871,0.385972765,0.999946781,~cohort + diet,old ID vs CD,
Plk2,330.1147264,-0.103397224,0.16802663,-0.615362122,0.5383156,0.999946781,~cohort + diet,old ID vs CD,
Pmp2,14.85604904,-0.103426462,0.543729067,-0.190216908,0.849139162,0.999946781,~cohort + diet,old ID vs CD,
Pdhx,2198.459838,-0.103598587,0.057006719,-1.817304853,0.069170447,0.999946781,~cohort + diet,old ID vs CD,
Hyal2,231.9393242,-0.10362865,0.124320467,-0.833560654,0.404528605,0.999946781,~cohort + diet,old ID vs CD,
Ash2l,599.4259904,-0.103638265,0.077797034,-1.332162168,0.182806905,0.999946781,~cohort + diet,old ID vs CD,
Pomt2,268.5948274,-0.103715654,0.127388606,-0.814167436,0.415549038,0.999946781,~cohort + diet,old ID vs CD,
Ift122,259.2532646,-0.103722385,0.148003048,-0.700812491,0.483420042,0.999946781,~cohort + diet,old ID vs CD,
Rnf2,624.8207665,-0.103774106,0.089926799,-1.153984217,0.24850664,0.999946781,~cohort + diet,old ID vs CD,
Jkamp,282.8366202,-0.103796021,0.137927358,-0.752541216,0.451725653,0.999946781,~cohort + diet,old ID vs CD,
Stx6,279.27481,-0.103802486,0.09370621,-1.107743937,0.267972418,0.999946781,~cohort + diet,old ID vs CD,
Ywhah,1175.852733,-0.103854018,0.092053577,-1.128191009,0.25923926,0.999946781,~cohort + diet,old ID vs CD,
Vma21,2004.608862,-0.103910244,0.069359219,-1.498146111,0.134095293,0.999946781,~cohort + diet,old ID vs CD,
Mon1a,225.615335,-0.10391188,0.11358278,-0.914855932,0.360267267,0.999946781,~cohort + diet,old ID vs CD,
Cdk5,222.5755148,-0.103920283,0.127871874,-0.812690699,0.416395415,0.999946781,~cohort + diet,old ID vs CD,
Usp12,804.9305386,-0.103971528,0.071571221,-1.452700199,0.146307012,0.999946781,~cohort + diet,old ID vs CD,
Asb5,6615.25236,-0.104050374,0.152447566,-0.682532208,0.494902484,0.999946781,~cohort + diet,old ID vs CD,
Acyp2,3459.016776,-0.104054769,0.161235576,-0.645358618,0.518694814,0.999946781,~cohort + diet,old ID vs CD,
Pycr2,197.0908279,-0.104140211,0.104544036,-0.99613727,0.319183453,0.999946781,~cohort + diet,old ID vs CD,
Ythdc2,520.1381508,-0.104198828,0.099670461,-1.045433386,0.295822713,0.999946781,~cohort + diet,old ID vs CD,
Ttl,367.6934202,-0.104229815,0.106999642,-0.974113684,0.330000096,0.999946781,~cohort + diet,old ID vs CD,
Cd164,5143.530436,-0.104242305,0.07586218,-1.3741011,0.169410298,0.999946781,~cohort + diet,old ID vs CD,
Cdipt,591.2720381,-0.104302,0.090584269,-1.151436136,0.249552855,0.999946781,~cohort + diet,old ID vs CD,
Cgrrf1,907.0833564,-0.104322517,0.130975461,-0.796504295,0.42573898,0.999946781,~cohort + diet,old ID vs CD,
Optn,1864.427231,-0.104431118,0.11034427,-0.946411788,0.343938595,0.999946781,~cohort + diet,old ID vs CD,
Rps6ka5,442.8068646,-0.104445707,0.112528891,-0.92816792,0.353320472,0.999946781,~cohort + diet,old ID vs CD,
Zfp326,385.5054708,-0.104458043,0.087846248,-1.189100786,0.234400009,0.999946781,~cohort + diet,old ID vs CD,
Ankmy2,197.536209,-0.10448905,0.121340559,-0.861122214,0.389170736,0.999946781,~cohort + diet,old ID vs CD,
Rwdd2b,87.56834803,-0.104490594,0.194573274,-0.537024388,0.591250768,0.999946781,~cohort + diet,old ID vs CD,
Kif21a,1111.803921,-0.104504028,0.075118969,-1.391180267,0.16417077,0.999946781,~cohort + diet,old ID vs CD,
Dus1l,483.2553475,-0.104548479,0.088923305,-1.175715181,0.23970871,0.999946781,~cohort + diet,old ID vs CD,
Ccs,231.9152272,-0.10456811,0.112200791,-0.931973023,0.351350467,0.999946781,~cohort + diet,old ID vs CD,
Ogg1,95.60831711,-0.104598637,0.155734758,-0.671646062,0.501809047,0.999946781,~cohort + diet,old ID vs CD,
Mrps21,1780.07638,-0.104611107,0.149079948,-0.701711457,0.482859126,0.999946781,~cohort + diet,old ID vs CD,
Zfp521,373.8700639,-0.104624207,0.146554294,-0.713893839,0.475292827,0.999946781,~cohort + diet,old ID vs CD,
Srp54b,2054.84568,-0.104636603,0.087404996,-1.197146702,0.23124938,0.999946781,~cohort + diet,old ID vs CD,
Ptprf,98.24804598,-0.104739884,0.237480787,-0.441045718,0.6591799,0.999946781,~cohort + diet,old ID vs CD,
Eif1ad,578.1739913,-0.104850629,0.06945021,-1.509723722,0.131113936,0.999946781,~cohort + diet,old ID vs CD,
Tstd3,581.7398349,-0.104896677,0.113739462,-0.922254032,0.356396085,0.999946781,~cohort + diet,old ID vs CD,
Traf3,570.3415426,-0.104966667,0.128796075,-0.814983428,0.415081796,0.999946781,~cohort + diet,old ID vs CD,
Wbp1,295.9934224,-0.1049723,0.139889862,-0.750392479,0.45301836,0.999946781,~cohort + diet,old ID vs CD,
Yrdc,183.2997656,-0.105019054,0.100856797,-1.041268977,0.297750731,0.999946781,~cohort + diet,old ID vs CD,
1700112E06Rik,74.91571985,-0.10506292,0.196720141,-0.534073021,0.593291015,0.999946781,~cohort + diet,old ID vs CD,
Serpinb6b,28.95804498,-0.105082118,0.386551218,-0.271845265,0.785740999,0.999946781,~cohort + diet,old ID vs CD,
Bcl2l2,978.7820252,-0.105095268,0.066026422,-1.591715321,0.111448684,0.999946781,~cohort + diet,old ID vs CD,
Dnajc12,448.7468733,-0.105142082,0.173965251,-0.604385539,0.545587348,0.999946781,~cohort + diet,old ID vs CD,
Zbtb8os,330.7548145,-0.105176184,0.129486609,-0.812255297,0.416645156,0.999946781,~cohort + diet,old ID vs CD,
Ythdf2,688.0601989,-0.105181114,0.073345118,-1.434057476,0.151555861,0.999946781,~cohort + diet,old ID vs CD,
Med24,1027.068364,-0.105183369,0.096675763,-1.088001441,0.276594471,0.999946781,~cohort + diet,old ID vs CD,
Mgat4b,543.3268706,-0.105185525,0.112909093,-0.931594809,0.351545967,0.999946781,~cohort + diet,old ID vs CD,
Ccnd2,592.5822527,-0.105307844,0.188688011,-0.558105644,0.576772247,0.999946781,~cohort + diet,old ID vs CD,
Serf2,5486.071919,-0.10532253,0.084405076,-1.247822219,0.21209617,0.999946781,~cohort + diet,old ID vs CD,
Naa38,347.09465,-0.105331216,0.139078034,-0.757353358,0.448838191,0.999946781,~cohort + diet,old ID vs CD,
Aarsd1,625.8268525,-0.105378668,0.098593669,-1.068817793,0.28515178,0.999946781,~cohort + diet,old ID vs CD,
Phf20,1079.834388,-0.105383896,0.085593083,-1.231219767,0.21824068,0.999946781,~cohort + diet,old ID vs CD,
2010107G23Rik,42.88898496,-0.1053955,0.251378074,-0.419270857,0.675018193,0.999946781,~cohort + diet,old ID vs CD,
Stmn2,109.177003,-0.105546127,0.214092118,-0.492993988,0.622016836,0.999946781,~cohort + diet,old ID vs CD,
Foxn3,2977.969193,-0.105562248,0.098160018,-1.075409826,0.282191284,0.999946781,~cohort + diet,old ID vs CD,
Zfand2a,318.9512317,-0.105610989,0.09749583,-1.083235962,0.278703701,0.999946781,~cohort + diet,old ID vs CD,
Tmem68,205.3610051,-0.105639794,0.113705644,-0.92906376,0.352856044,0.999946781,~cohort + diet,old ID vs CD,
Gsto1,642.5928869,-0.105654816,0.151844003,-0.69581158,0.486546836,0.999946781,~cohort + diet,old ID vs CD,
Zbtb22,293.4724682,-0.105696472,0.106440596,-0.993009022,0.320705558,0.999946781,~cohort + diet,old ID vs CD,
1700052K11Rik,81.01574631,-0.105729086,0.172099394,-0.614348974,0.538984747,0.999946781,~cohort + diet,old ID vs CD,
Mgat5,90.34808125,-0.105789963,0.192480541,-0.549613808,0.582584286,0.999946781,~cohort + diet,old ID vs CD,
Ergic2,1988.534976,-0.105823367,0.110401891,-0.95852857,0.337796292,0.999946781,~cohort + diet,old ID vs CD,
Sema3c,2877.997851,-0.105833902,0.07522262,-1.40694251,0.159444437,0.999946781,~cohort + diet,old ID vs CD,
Tusc2,738.4231403,-0.10592457,0.084504449,-1.253479207,0.210031362,0.999946781,~cohort + diet,old ID vs CD,
Lsm3,315.2586013,-0.106043761,0.179230221,-0.591662275,0.554076763,0.999946781,~cohort + diet,old ID vs CD,
Slc52a2,80.44676971,-0.106062383,0.178364628,-0.594637985,0.552085484,0.999946781,~cohort + diet,old ID vs CD,
Actl6a,497.4954406,-0.106122154,0.078462815,-1.352515256,0.176210542,0.999946781,~cohort + diet,old ID vs CD,
Gm9929,23.20696331,-0.106139761,0.396999811,-0.267354688,0.789196083,0.999946781,~cohort + diet,old ID vs CD,
Dph6,184.8894977,-0.106143212,0.155462182,-0.682759053,0.494759108,0.999946781,~cohort + diet,old ID vs CD,
Larp1b,1692.092107,-0.106184901,0.099865142,-1.063282926,0.287653666,0.999946781,~cohort + diet,old ID vs CD,
Elp5,565.4850064,-0.10619248,0.090706475,-1.170726575,0.2417087,0.999946781,~cohort + diet,old ID vs CD,
Trim41,520.3054875,-0.106242727,0.099116936,-1.071892775,0.283768196,0.999946781,~cohort + diet,old ID vs CD,
Lrif1,479.3187148,-0.106282876,0.113267729,-0.938333241,0.348073182,0.999946781,~cohort + diet,old ID vs CD,
Tdg,482.2395358,-0.106315832,0.098097264,-1.08377979,0.278462448,0.999946781,~cohort + diet,old ID vs CD,
Ube2n,1893.255942,-0.106434397,0.066299405,-1.605359759,0.108414655,0.999946781,~cohort + diet,old ID vs CD,
Cetn2,750.5877653,-0.106472254,0.120224251,-0.885613788,0.375825679,0.999946781,~cohort + diet,old ID vs CD,
Ctdspl,187.5276658,-0.106497421,0.174649762,-0.609777072,0.542009492,0.999946781,~cohort + diet,old ID vs CD,
Tpp1,1670.987753,-0.106513358,0.085098296,-1.251650895,0.210697101,0.999946781,~cohort + diet,old ID vs CD,
Fam174a,1633.552163,-0.106581093,0.145955491,-0.7302301,0.465249547,0.999946781,~cohort + diet,old ID vs CD,
Dyrk1a,2260.983644,-0.106584772,0.072973026,-1.460605076,0.144123853,0.999946781,~cohort + diet,old ID vs CD,
Scand1,196.0733742,-0.106619589,0.136975881,-0.778382212,0.436343722,0.999946781,~cohort + diet,old ID vs CD,
Tubb2a,338.6732791,-0.106622536,0.169162657,-0.630295937,0.528500981,0.999946781,~cohort + diet,old ID vs CD,
Myoz3,5721.462841,-0.106641601,0.114050792,-0.935036042,0.349769725,0.999946781,~cohort + diet,old ID vs CD,
Hspb6,13848.59418,-0.106641761,0.144381902,-0.738608926,0.460144502,0.999946781,~cohort + diet,old ID vs CD,
Cyld,1686.837025,-0.106709767,0.113496342,-0.940204459,0.347112695,0.999946781,~cohort + diet,old ID vs CD,
Rnf128,1280.707978,-0.106721691,0.07298059,-1.462329779,0.143650862,0.999946781,~cohort + diet,old ID vs CD,
Pink1,12887.05547,-0.106727346,0.082609963,-1.291942793,0.196376957,0.999946781,~cohort + diet,old ID vs CD,
Gm12942,29.32130314,-0.106772144,0.318893702,-0.334820485,0.737760507,0.999946781,~cohort + diet,old ID vs CD,
Itpa,511.464839,-0.106779685,0.124406719,-0.85831124,0.390720624,0.999946781,~cohort + diet,old ID vs CD,
4930522L14Rik,29.18462447,-0.106804679,0.300181649,-0.355800163,0.721990227,0.999946781,~cohort + diet,old ID vs CD,
Ppp1r3a,16068.06458,-0.106858045,0.091768785,-1.164426932,0.244251039,0.999946781,~cohort + diet,old ID vs CD,
Fam19a5,128.6158269,-0.106865884,0.182951021,-0.584122914,0.559137619,0.999946781,~cohort + diet,old ID vs CD,
Tm9sf2,2821.900276,-0.106905198,0.05579747,-1.915950644,0.055371378,0.999946781,~cohort + diet,old ID vs CD,
Dpy19l4,1383.182178,-0.106907457,0.087647099,-1.219748954,0.222560057,0.999946781,~cohort + diet,old ID vs CD,
Xbp1,2699.429886,-0.106931089,0.115599887,-0.925010329,0.354960535,0.999946781,~cohort + diet,old ID vs CD,
Rrm2b,1438.686233,-0.106950442,0.090729703,-1.17878091,0.238485428,0.999946781,~cohort + diet,old ID vs CD,
Fig4,401.1341071,-0.106953126,0.083227805,-1.285064844,0.198769626,0.999946781,~cohort + diet,old ID vs CD,
Gm10638,45.22583325,-0.106999622,0.29797472,-0.359089598,0.719528063,0.999946781,~cohort + diet,old ID vs CD,
Nudt5,165.2174497,-0.107022616,0.159387248,-0.671462849,0.501925719,0.999946781,~cohort + diet,old ID vs CD,
Opa3,1467.209473,-0.10705876,0.086231121,-1.241532746,0.214409009,0.999946781,~cohort + diet,old ID vs CD,
Commd3,1678.528196,-0.107067812,0.123220211,-0.868914365,0.384893972,0.999946781,~cohort + diet,old ID vs CD,
Gripap1,586.2206386,-0.107084092,0.103570841,-1.033921229,0.30117299,0.999946781,~cohort + diet,old ID vs CD,
Rad17,619.851381,-0.107126833,0.089819047,-1.192696168,0.232988387,0.999946781,~cohort + diet,old ID vs CD,
Tpd52,1156.574089,-0.107143669,0.100660194,-1.06440952,0.287143223,0.999946781,~cohort + diet,old ID vs CD,
Cacybp,2216.607419,-0.10716703,0.083751506,-1.279583317,0.20069172,0.999946781,~cohort + diet,old ID vs CD,
Nol12,418.8426251,-0.107261833,0.121352693,-0.883885063,0.376758261,0.999946781,~cohort + diet,old ID vs CD,
Nostrin,29.89127403,-0.107405386,0.356078487,-0.30163402,0.762931071,0.999946781,~cohort + diet,old ID vs CD,
Habp4,705.4004507,-0.107425395,0.091106764,-1.179115472,0.238352198,0.999946781,~cohort + diet,old ID vs CD,
Vmp1,1997.782895,-0.107480838,0.111927022,-0.960276045,0.336916303,0.999946781,~cohort + diet,old ID vs CD,
Pex11a,403.9856699,-0.107486148,0.123085851,-0.873261603,0.382520504,0.999946781,~cohort + diet,old ID vs CD,
Ddost,858.2504306,-0.107516032,0.087920932,-1.222871837,0.221378107,0.999946781,~cohort + diet,old ID vs CD,
Rbm25,2206.869714,-0.107596058,0.101808223,-1.056850373,0.29057988,0.999946781,~cohort + diet,old ID vs CD,
Oma1,678.6682527,-0.107600013,0.106924221,-1.006320283,0.314261526,0.999946781,~cohort + diet,old ID vs CD,
Pde7a,4461.411671,-0.107670384,0.092035086,-1.169884107,0.24204761,0.999946781,~cohort + diet,old ID vs CD,
Tubgcp4,483.7946066,-0.107712587,0.095389532,-1.129186661,0.258819099,0.999946781,~cohort + diet,old ID vs CD,
Asph,6911.116253,-0.107796917,0.099583769,-1.082474763,0.279041623,0.999946781,~cohort + diet,old ID vs CD,
Pdzd8,538.8159263,-0.107853422,0.10141682,-1.063466818,0.287570305,0.999946781,~cohort + diet,old ID vs CD,
Vcpip1,828.0444502,-0.107981244,0.103443619,-1.043865679,0.296547539,0.999946781,~cohort + diet,old ID vs CD,
Ccdc127,2044.458429,-0.108077997,0.06845193,-1.578888957,0.114361529,0.999946781,~cohort + diet,old ID vs CD,
Ndufa7,1769.605517,-0.108097112,0.145314561,-0.743883552,0.456946927,0.999946781,~cohort + diet,old ID vs CD,
Tmem51,25.77327391,-0.10816257,0.328731565,-0.32903007,0.74213296,0.999946781,~cohort + diet,old ID vs CD,
Tmem242,1907.238227,-0.108203139,0.121130899,-0.893274464,0.371710209,0.999946781,~cohort + diet,old ID vs CD,
Plekha1,1479.069011,-0.108227403,0.085393145,-1.267401531,0.205011753,0.999946781,~cohort + diet,old ID vs CD,
Impad1,4039.740844,-0.1082594,0.082255703,-1.316132446,0.188129592,0.999946781,~cohort + diet,old ID vs CD,
Rab11a,2024.436382,-0.108294601,0.097467577,-1.111083336,0.26653248,0.999946781,~cohort + diet,old ID vs CD,
Naa16,607.1540819,-0.10832321,0.113131911,-0.957494742,0.338317599,0.999946781,~cohort + diet,old ID vs CD,
Slc25a12,10318.6338,-0.108335757,0.092568125,-1.170335434,0.241866008,0.999946781,~cohort + diet,old ID vs CD,
Otud3,319.1509983,-0.10834363,0.110216014,-0.983011691,0.325601685,0.999946781,~cohort + diet,old ID vs CD,
Sh2b1,1247.329726,-0.108439309,0.12920879,-0.839256442,0.401325421,0.999946781,~cohort + diet,old ID vs CD,
Ptpn3,1333.558041,-0.108453269,0.19553018,-0.554662556,0.579125492,0.999946781,~cohort + diet,old ID vs CD,
A930005H10Rik,141.5327253,-0.108636937,0.164055101,-0.662197864,0.507844423,0.999946781,~cohort + diet,old ID vs CD,
Suox,1126.419626,-0.108659897,0.106969151,-1.015805926,0.309721813,0.999946781,~cohort + diet,old ID vs CD,
Ggact,136.0379541,-0.108687863,0.15814049,-0.687286749,0.491902047,0.999946781,~cohort + diet,old ID vs CD,
Bloc1s6,619.5659961,-0.108729306,0.075909561,-1.432353254,0.15204275,0.999946781,~cohort + diet,old ID vs CD,
Slc25a38,237.9916034,-0.108776677,0.096662855,-1.125320345,0.260453312,0.999946781,~cohort + diet,old ID vs CD,
5730409E04Rik,499.4742769,-0.108824466,0.115639305,-0.941068147,0.346669937,0.999946781,~cohort + diet,old ID vs CD,
Pptc7,4307.784632,-0.108867375,0.097029771,-1.121999705,0.261862565,0.999946781,~cohort + diet,old ID vs CD,
Mlkl,44.99134983,-0.108890392,0.23762887,-0.458237218,0.646782024,0.999946781,~cohort + diet,old ID vs CD,
Ndufa1,1426.031583,-0.108936022,0.113924679,-0.956210921,0.338965684,0.999946781,~cohort + diet,old ID vs CD,
Uba3,1996.660662,-0.108948892,0.086705892,-1.256533896,0.208922465,0.999946781,~cohort + diet,old ID vs CD,
Agtr1a,83.3006048,-0.108975562,0.203021911,-0.536767495,0.591428227,0.999946781,~cohort + diet,old ID vs CD,
Rnd3,253.4494258,-0.10898927,0.133823884,-0.814423158,0.415402576,0.999946781,~cohort + diet,old ID vs CD,
Dip2c,601.0594572,-0.109005927,0.115736492,-0.941845781,0.346271603,0.999946781,~cohort + diet,old ID vs CD,
Alkbh8,903.9892272,-0.109011904,0.076994998,-1.415830982,0.156824996,0.999946781,~cohort + diet,old ID vs CD,
Wwp1,10817.70148,-0.109053651,0.068402553,-1.594292109,0.110870624,0.999946781,~cohort + diet,old ID vs CD,
Romo1,745.7960196,-0.109081052,0.196626784,-0.554761918,0.579057518,0.999946781,~cohort + diet,old ID vs CD,
Fam178a,652.4892987,-0.109103233,0.068308198,-1.597220198,0.110216632,0.999946781,~cohort + diet,old ID vs CD,
Tmem8b,350.7192051,-0.109220714,0.113708749,-0.960530434,0.336788321,0.999946781,~cohort + diet,old ID vs CD,
9630033F20Rik,3250.052719,-0.10922498,0.143824591,-0.759431882,0.447594248,0.999946781,~cohort + diet,old ID vs CD,
Rnft1,1629.072613,-0.109231781,0.087647598,-1.246260978,0.212668599,0.999946781,~cohort + diet,old ID vs CD,
Emc1,995.7030554,-0.10925527,0.109758008,-0.995419576,0.319532242,0.999946781,~cohort + diet,old ID vs CD,
Gba,389.3199234,-0.109258441,0.120137481,-0.909445079,0.363115236,0.999946781,~cohort + diet,old ID vs CD,
Psmc5,3142.46791,-0.109272177,0.089394888,-1.22235375,0.221573881,0.999946781,~cohort + diet,old ID vs CD,
Zmiz2,767.4337667,-0.109273341,0.112458208,-0.971679556,0.331209991,0.999946781,~cohort + diet,old ID vs CD,
Cox8b,2202.201044,-0.109302773,0.206182797,-0.53012557,0.596024872,0.999946781,~cohort + diet,old ID vs CD,
Six1,2080.486247,-0.109388302,0.08272939,-1.322242339,0.186087467,0.999946781,~cohort + diet,old ID vs CD,
Atp1a1,2968.790318,-0.109526504,0.129782202,-0.843925455,0.398711063,0.999946781,~cohort + diet,old ID vs CD,
Slc35f5,737.4316082,-0.109599684,0.119099005,-0.920240134,0.357447286,0.999946781,~cohort + diet,old ID vs CD,
Psma2,2360.919326,-0.109614395,0.08683809,-1.262284731,0.206846349,0.999946781,~cohort + diet,old ID vs CD,
Nus1,1322.899878,-0.109626787,0.074538895,-1.470732666,0.141363428,0.999946781,~cohort + diet,old ID vs CD,
Plin5,351.5690174,-0.109727075,0.236725928,-0.463519461,0.642992069,0.999946781,~cohort + diet,old ID vs CD,
Kptn,228.0990204,-0.109771079,0.155991425,-0.703699443,0.481619967,0.999946781,~cohort + diet,old ID vs CD,
En1,47.83830973,-0.109780053,0.247208731,-0.444078379,0.656985917,0.999946781,~cohort + diet,old ID vs CD,
Erg,255.18135,-0.109781393,0.169925997,-0.646054134,0.518244297,0.999946781,~cohort + diet,old ID vs CD,
Agtpbp1,2536.866703,-0.109786382,0.077677717,-1.413357474,0.157550643,0.999946781,~cohort + diet,old ID vs CD,
Psmg3,107.6887766,-0.109849904,0.137654251,-0.798013161,0.424862853,0.999946781,~cohort + diet,old ID vs CD,
Slc30a7,300.8950148,-0.109931799,0.140283328,-0.783641228,0.433250657,0.999946781,~cohort + diet,old ID vs CD,
Ogfrl1,246.9014759,-0.109939252,0.120260587,-0.914175246,0.360624769,0.999946781,~cohort + diet,old ID vs CD,
Spg21,309.5476266,-0.109966965,0.132938444,-0.827202139,0.408122499,0.999946781,~cohort + diet,old ID vs CD,
Wbp5,685.7300284,-0.109975051,0.135452737,-0.811907185,0.416844891,0.999946781,~cohort + diet,old ID vs CD,
Wdr25,67.96264959,-0.109985454,0.194408186,-0.565744971,0.571567159,0.999946781,~cohort + diet,old ID vs CD,
Stx18,365.1975045,-0.110015958,0.11060755,-0.994651438,0.319905821,0.999946781,~cohort + diet,old ID vs CD,
Endod1,170.0210017,-0.110140772,0.207835047,-0.52994321,0.596151306,0.999946781,~cohort + diet,old ID vs CD,
Lyrm1,182.8000138,-0.110261473,0.161188832,-0.684051565,0.493942605,0.999946781,~cohort + diet,old ID vs CD,
Slc9a3r2,744.3363107,-0.110295281,0.135603051,-0.813368724,0.416006686,0.999946781,~cohort + diet,old ID vs CD,
Smpd1,1259.524177,-0.110334539,0.070454028,-1.566050126,0.117336883,0.999946781,~cohort + diet,old ID vs CD,
Ahcy,1037.364064,-0.110342227,0.146141521,-0.755036805,0.450226899,0.999946781,~cohort + diet,old ID vs CD,
Six4,708.3363999,-0.1103861,0.116812371,-0.94498638,0.34466583,0.999946781,~cohort + diet,old ID vs CD,
Cebpg,1628.535081,-0.110396963,0.085888808,-1.285347481,0.198670885,0.999946781,~cohort + diet,old ID vs CD,
Nudt10,27.43581448,-0.110474431,0.330993402,-0.333766265,0.738555942,0.999946781,~cohort + diet,old ID vs CD,
Nudt9,1027.98333,-0.110483617,0.080582947,-1.37105456,0.170357948,0.999946781,~cohort + diet,old ID vs CD,
Pik3ip1,1139.209448,-0.110503324,0.133198105,-0.829616338,0.406755736,0.999946781,~cohort + diet,old ID vs CD,
Mob2,986.3158073,-0.110542873,0.100774773,-1.096930011,0.272671988,0.999946781,~cohort + diet,old ID vs CD,
Rpl36al,2270.258704,-0.110682519,0.156366284,-0.70784133,0.479043797,0.999946781,~cohort + diet,old ID vs CD,
Vegfc,45.34122023,-0.110799273,0.251463098,-0.44061842,0.659489265,0.999946781,~cohort + diet,old ID vs CD,
Clcn4-2,2182.4289,-0.110939015,0.066661329,-1.66421848,0.096068776,0.999946781,~cohort + diet,old ID vs CD,
Fam53b,758.9412111,-0.110950009,0.140574387,-0.789261912,0.429958943,0.999946781,~cohort + diet,old ID vs CD,
Crim1,1578.838873,-0.111062558,0.075003852,-1.480758051,0.138671059,0.999946781,~cohort + diet,old ID vs CD,
Myzap,108.2478178,-0.111141726,0.253582078,-0.43828699,0.661178256,0.999946781,~cohort + diet,old ID vs CD,
Mrpl13,920.6709596,-0.111181912,0.101840606,-1.091724771,0.274954094,0.999946781,~cohort + diet,old ID vs CD,
Cab39l,1019.235106,-0.111190939,0.070456876,-1.578141768,0.114533045,0.999946781,~cohort + diet,old ID vs CD,
