gene.id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,design,comparison,flag
Cdkn2d,226.8363922,-0.035072561,0.117107947,-0.299489162,0.764566841,0.999946781,~cohort + diet,old ID vs CD,
Nsmf,168.9227793,-0.035076262,0.150397623,-0.233223511,0.81558785,0.999946781,~cohort + diet,old ID vs CD,
Cul2,2071.333817,-0.035105722,0.071759041,-0.489216715,0.624688277,0.999946781,~cohort + diet,old ID vs CD,
Sim2,200.9993073,-0.035111902,0.180282625,-0.194760319,0.845580588,0.999946781,~cohort + diet,old ID vs CD,
Cdv3,6301.428397,-0.035186209,0.067841782,-0.518651006,0.604004133,0.999946781,~cohort + diet,old ID vs CD,
Zfp668,102.803684,-0.03518665,0.163468447,-0.215250406,0.829572093,0.999946781,~cohort + diet,old ID vs CD,
Idh1,1106.546344,-0.035190079,0.137103122,-0.256668695,0.79743454,0.999946781,~cohort + diet,old ID vs CD,
0610009O20Rik,1515.085896,-0.035197024,0.09104282,-0.386598568,0.699053418,0.999946781,~cohort + diet,old ID vs CD,
Tspan15,232.4490465,-0.035228507,0.146468271,-0.240519715,0.809927381,0.999946781,~cohort + diet,old ID vs CD,
Gnl2,1148.122133,-0.035236546,0.081568005,-0.431989799,0.665748827,0.999946781,~cohort + diet,old ID vs CD,
Chst12,91.94951691,-0.035260842,0.204199852,-0.1726781,0.862904459,0.999946781,~cohort + diet,old ID vs CD,
Foxn2,543.7141982,-0.035264039,0.09891685,-0.356501838,0.721464776,0.999946781,~cohort + diet,old ID vs CD,
Morf4l1,6635.918697,-0.035271951,0.096262684,-0.366413543,0.714056515,0.999946781,~cohort + diet,old ID vs CD,
Gm20748,40.72309244,-0.035302252,0.316433968,-0.111562776,0.911170088,0.999946781,~cohort + diet,old ID vs CD,
Mrpl37,1330.078584,-0.035307688,0.066279641,-0.532707902,0.594235795,0.999946781,~cohort + diet,old ID vs CD,
Arl1,3924.595999,-0.035329028,0.089171602,-0.396191473,0.691963781,0.999946781,~cohort + diet,old ID vs CD,
Tbx3,178.9154532,-0.035329695,0.147142363,-0.240105532,0.810248446,0.999946781,~cohort + diet,old ID vs CD,
0610037L13Rik,763.788597,-0.03535205,0.071546069,-0.494115891,0.621224335,0.999946781,~cohort + diet,old ID vs CD,
Airn,164.2861633,-0.035364117,0.173720966,-0.203568505,0.838690707,0.999946781,~cohort + diet,old ID vs CD,
Pdcd2l,259.9580876,-0.035393975,0.094654238,-0.37392911,0.708457058,0.999946781,~cohort + diet,old ID vs CD,
Mreg,787.5891243,-0.035428297,0.10432483,-0.339596016,0.734160779,0.999946781,~cohort + diet,old ID vs CD,
Ldha,66205.5041,-0.035499764,0.093109143,-0.381270439,0.703002587,0.999946781,~cohort + diet,old ID vs CD,
Btf3l4,1254.085613,-0.035508763,0.082289856,-0.431508389,0.666098754,0.999946781,~cohort + diet,old ID vs CD,
Skil,729.1857167,-0.035516714,0.155242504,-0.228782149,0.819038242,0.999946781,~cohort + diet,old ID vs CD,
Pcmtd1,4710.113783,-0.035687319,0.065579215,-0.544186432,0.586313188,0.999946781,~cohort + diet,old ID vs CD,
Pcgf3,1665.333819,-0.035690962,0.159298308,-0.224051107,0.822717536,0.999946781,~cohort + diet,old ID vs CD,
Bcap31,1608.799238,-0.035703995,0.094213435,-0.378969256,0.704710694,0.999946781,~cohort + diet,old ID vs CD,
Rnf11,4981.053899,-0.035712792,0.083416638,-0.428125526,0.668559734,0.999946781,~cohort + diet,old ID vs CD,
Rfx3,107.4288635,-0.035728432,0.139546549,-0.256032362,0.797925849,0.999946781,~cohort + diet,old ID vs CD,
Zfp62,1016.214899,-0.035732453,0.061182302,-0.584032494,0.55919845,0.999946781,~cohort + diet,old ID vs CD,
Gm15787,52.43097223,-0.035739217,0.192118606,-0.186026841,0.852423713,0.999946781,~cohort + diet,old ID vs CD,
Nkiras2,332.5524471,-0.035739598,0.0990125,-0.360960465,0.718129001,0.999946781,~cohort + diet,old ID vs CD,
Otud7b,2036.328235,-0.035746631,0.069663587,-0.513132225,0.607858831,0.999946781,~cohort + diet,old ID vs CD,
Wsb1,628.0676499,-0.035774354,0.159667843,-0.224054846,0.822714627,0.999946781,~cohort + diet,old ID vs CD,
9830147E19Rik,80.13865576,-0.035792639,0.211657402,-0.169106486,0.865712884,0.999946781,~cohort + diet,old ID vs CD,
Rabggtb,1395.84091,-0.035824459,0.114687109,-0.31236692,0.754761688,0.999946781,~cohort + diet,old ID vs CD,
Arpp21,141.2307527,-0.035844664,0.301457476,-0.118904543,0.905350982,0.999946781,~cohort + diet,old ID vs CD,
Zbtb17,596.9892813,-0.035844882,0.095932179,-0.373648158,0.7086661,0.999946781,~cohort + diet,old ID vs CD,
Map2k4,2549.879016,-0.03586495,0.087940676,-0.407831186,0.683397616,0.999946781,~cohort + diet,old ID vs CD,
Garnl3,22.32339422,-0.035881845,0.293023873,-0.122453657,0.902539746,0.999946781,~cohort + diet,old ID vs CD,
Sdccag8,363.7595729,-0.035885924,0.120111615,-0.298771471,0.76511442,0.999946781,~cohort + diet,old ID vs CD,
Tspan31,719.3704383,-0.035932447,0.074639092,-0.481415919,0.630220925,0.999946781,~cohort + diet,old ID vs CD,
Zc3hc1,386.8817084,-0.035933124,0.098593916,-0.364455791,0.715517681,0.999946781,~cohort + diet,old ID vs CD,
Dsn1,62.00487298,-0.035974367,0.19520869,-0.184286707,0.853788542,0.999946781,~cohort + diet,old ID vs CD,
Myadm,1289.036176,-0.035984692,0.151016334,-0.238283442,0.811661263,0.999946781,~cohort + diet,old ID vs CD,
Timm21,635.1220583,-0.035997614,0.102983241,-0.349548276,0.726677735,0.999946781,~cohort + diet,old ID vs CD,
Utp6,1781.479527,-0.036005885,0.0740711,-0.486098959,0.626897005,0.999946781,~cohort + diet,old ID vs CD,
BC003331,1267.376467,-0.036007735,0.106867752,-0.336937324,0.736164148,0.999946781,~cohort + diet,old ID vs CD,
Dpp3,454.3378975,-0.036101362,0.098514899,-0.366455866,0.714024939,0.999946781,~cohort + diet,old ID vs CD,
Aida,873.0580033,-0.036108001,0.086503067,-0.417418737,0.676372152,0.999946781,~cohort + diet,old ID vs CD,
Ube2a,611.2495589,-0.036116599,0.084657594,-0.426619717,0.669656334,0.999946781,~cohort + diet,old ID vs CD,
Ttc27,316.6457585,-0.03614625,0.122968975,-0.293946093,0.768799096,0.999946781,~cohort + diet,old ID vs CD,
Hnrnpc,2733.988588,-0.036150195,0.080873896,-0.446994597,0.654878961,0.999946781,~cohort + diet,old ID vs CD,
Mrpl15,1335.603062,-0.036218026,0.068707347,-0.527134688,0.59810006,0.999946781,~cohort + diet,old ID vs CD,
Bcas2,980.2316468,-0.036255475,0.092298968,-0.39280477,0.694463682,0.999946781,~cohort + diet,old ID vs CD,
Adrb2,282.3048349,-0.036292381,0.187693476,-0.193359841,0.846677164,0.999946781,~cohort + diet,old ID vs CD,
Ttll5,151.415199,-0.036315213,0.129347618,-0.280756721,0.778897001,0.999946781,~cohort + diet,old ID vs CD,
Prox1,63.96981789,-0.036371292,0.406212166,-0.089537673,0.928654615,0.999946781,~cohort + diet,old ID vs CD,
Ppp6r1,1313.168337,-0.036384054,0.080009841,-0.454744735,0.649292893,0.999946781,~cohort + diet,old ID vs CD,
Prosc,1325.279785,-0.036390174,0.07823219,-0.465156017,0.641819734,0.999946781,~cohort + diet,old ID vs CD,
Nol11,657.1949127,-0.036398631,0.067320979,-0.540672931,0.588733039,0.999946781,~cohort + diet,old ID vs CD,
Aars2,378.4931103,-0.036434933,0.094257445,-0.386547009,0.699091595,0.999946781,~cohort + diet,old ID vs CD,
Napg,814.3876194,-0.036497681,0.064647147,-0.564567549,0.572367943,0.999946781,~cohort + diet,old ID vs CD,
Smap1,461.7428097,-0.036510825,0.102406547,-0.356528235,0.721445011,0.999946781,~cohort + diet,old ID vs CD,
Atp5o,7621.73121,-0.036516972,0.114480982,-0.318978502,0.749742815,0.999946781,~cohort + diet,old ID vs CD,
Slc35d1,259.2570276,-0.036522786,0.137417485,-0.265779755,0.790408836,0.999946781,~cohort + diet,old ID vs CD,
Pde4d,3285.501815,-0.036532727,0.137312547,-0.26605527,0.790196643,0.999946781,~cohort + diet,old ID vs CD,
Spryd7,2077.868878,-0.036559885,0.132651737,-0.275608038,0.782849135,0.999946781,~cohort + diet,old ID vs CD,
Styx,3505.299193,-0.03658258,0.127844223,-0.286149657,0.7747635,0.999946781,~cohort + diet,old ID vs CD,
Bpgm,2386.203992,-0.036587224,0.090619236,-0.403746774,0.68639894,0.999946781,~cohort + diet,old ID vs CD,
Med16,386.8688084,-0.03660501,0.10811975,-0.338559886,0.734941306,0.999946781,~cohort + diet,old ID vs CD,
Myadml2,2172.94782,-0.036624996,0.085382989,-0.428949568,0.667959927,0.999946781,~cohort + diet,old ID vs CD,
Fbxw11,1602.545422,-0.036680893,0.075552861,-0.485499716,0.627321914,0.999946781,~cohort + diet,old ID vs CD,
Txndc12,272.6981761,-0.036702937,0.100383371,-0.365627661,0.714642932,0.999946781,~cohort + diet,old ID vs CD,
Ctsl,4524.393133,-0.036741168,0.112233684,-0.327363111,0.743393264,0.999946781,~cohort + diet,old ID vs CD,
Ube2d2a,1768.482542,-0.036766403,0.086453817,-0.425272181,0.670638271,0.999946781,~cohort + diet,old ID vs CD,
Gys1,9692.413648,-0.036794248,0.089022841,-0.413312445,0.679377713,0.999946781,~cohort + diet,old ID vs CD,
Tcea1,1844.465695,-0.036848049,0.077239751,-0.477060684,0.63331891,0.999946781,~cohort + diet,old ID vs CD,
Npl,87.46419517,-0.036875865,0.167967748,-0.219541342,0.826228379,0.999946781,~cohort + diet,old ID vs CD,
Timm50,709.8931477,-0.036907275,0.072329046,-0.51026907,0.609862969,0.999946781,~cohort + diet,old ID vs CD,
Pdk3,35.87050484,-0.036909073,0.285904457,-0.129095828,0.897281823,0.999946781,~cohort + diet,old ID vs CD,
Prpf38a,373.0292165,-0.036927884,0.138190518,-0.267224441,0.789296359,0.999946781,~cohort + diet,old ID vs CD,
Tnrc6b,1673.491306,-0.037008444,0.106621042,-0.347102627,0.72851422,0.999946781,~cohort + diet,old ID vs CD,
Ube2v1,2779.713566,-0.037019912,0.061892546,-0.598131985,0.54975187,0.999946781,~cohort + diet,old ID vs CD,
2410015M20Rik,893.6579532,-0.037042699,0.150758946,-0.245708131,0.805908177,0.999946781,~cohort + diet,old ID vs CD,
Foxo1,1085.591477,-0.03705064,0.213754132,-0.173332975,0.862389706,0.999946781,~cohort + diet,old ID vs CD,
Ndufv1,6257.477613,-0.037053851,0.079795277,-0.464361452,0.642388803,0.999946781,~cohort + diet,old ID vs CD,
Gps2,522.0125198,-0.03705723,0.122753221,-0.301883975,0.762740512,0.999946781,~cohort + diet,old ID vs CD,
Golga4,15512.83872,-0.037060393,0.097016011,-0.382002848,0.702459252,0.999946781,~cohort + diet,old ID vs CD,
Gtf3c3,467.9547554,-0.037080481,0.082101018,-0.451644592,0.65152504,0.999946781,~cohort + diet,old ID vs CD,
Acad9,903.4781558,-0.037092838,0.090182051,-0.411310648,0.680844763,0.999946781,~cohort + diet,old ID vs CD,
Rrp7a,576.3869971,-0.03713935,0.090217165,-0.411666113,0.680584166,0.999946781,~cohort + diet,old ID vs CD,
Dnajc14,797.3135401,-0.037146832,0.072123493,-0.515044817,0.606521702,0.999946781,~cohort + diet,old ID vs CD,
Ythdf3,2646.704666,-0.037153281,0.062213581,-0.597189236,0.550381045,0.999946781,~cohort + diet,old ID vs CD,
Sos2,1915.947839,-0.037156757,0.096462897,-0.385192218,0.700095009,0.999946781,~cohort + diet,old ID vs CD,
Actn4,1537.173755,-0.03720579,0.124736979,-0.298273935,0.765494096,0.999946781,~cohort + diet,old ID vs CD,
Fyttd1,3772.347296,-0.037225665,0.077682007,-0.47920576,0.631792257,0.999946781,~cohort + diet,old ID vs CD,
Ivns1abp,6184.881592,-0.037234949,0.053077639,-0.701518562,0.482979455,0.999946781,~cohort + diet,old ID vs CD,
Tmub1,169.3209729,-0.037241223,0.19284652,-0.193113275,0.846870257,0.999946781,~cohort + diet,old ID vs CD,
Mmadhc,2521.803915,-0.037287428,0.078028524,-0.477869188,0.632743313,0.999946781,~cohort + diet,old ID vs CD,
Gypc,518.8696373,-0.037299437,0.093059828,-0.400811365,0.688559011,0.999946781,~cohort + diet,old ID vs CD,
Spag9,9808.849617,-0.037301421,0.062915996,-0.592876584,0.55326375,0.999946781,~cohort + diet,old ID vs CD,
Zcchc17,979.2017803,-0.037313095,0.096878424,-0.385153825,0.700123451,0.999946781,~cohort + diet,old ID vs CD,
Ankrd9,1480.596167,-0.037314063,0.125312101,-0.297769034,0.765879451,0.999946781,~cohort + diet,old ID vs CD,
Ube2v2,1642.628919,-0.037315098,0.106569356,-0.350148481,0.726227269,0.999946781,~cohort + diet,old ID vs CD,
Cflar,1117.667599,-0.037342781,0.087562161,-0.426471668,0.669764189,0.999946781,~cohort + diet,old ID vs CD,
Ogfod3,193.0983668,-0.037345574,0.130539109,-0.286087243,0.774811302,0.999946781,~cohort + diet,old ID vs CD,
Tmem119,45.73765285,-0.037347762,0.273420714,-0.136594485,0.891351336,0.999946781,~cohort + diet,old ID vs CD,
Vhl,195.0460507,-0.037364355,0.116299073,-0.321278185,0.747999587,0.999946781,~cohort + diet,old ID vs CD,
Zfp185,56.47466641,-0.037431416,0.231238427,-0.161873684,0.871405327,0.999946781,~cohort + diet,old ID vs CD,
Gm15417,249.6527591,-0.037441668,0.151626412,-0.246933677,0.804959553,0.999946781,~cohort + diet,old ID vs CD,
Mphosph9,183.4220569,-0.037446366,0.130968129,-0.285919686,0.774939636,0.999946781,~cohort + diet,old ID vs CD,
Pstk,460.8830205,-0.03745737,0.114391469,-0.327448983,0.743328323,0.999946781,~cohort + diet,old ID vs CD,
A330074K22Rik,65.25744726,-0.037466597,0.35540817,-0.105418503,0.916043735,0.999946781,~cohort + diet,old ID vs CD,
Ginm1,2263.440879,-0.037484855,0.107942571,-0.347266652,0.728391002,0.999946781,~cohort + diet,old ID vs CD,
Amhr2,57.18731018,-0.037499529,0.267814165,-0.140020708,0.888643629,0.999946781,~cohort + diet,old ID vs CD,
Ccdc66,403.4833297,-0.037515141,0.112270165,-0.334150585,0.73826593,0.999946781,~cohort + diet,old ID vs CD,
Ecsit,1247.513629,-0.037515878,0.064347747,-0.583017735,0.559881361,0.999946781,~cohort + diet,old ID vs CD,
Ssr3,8496.327623,-0.03753554,0.125722218,-0.298559324,0.765276305,0.999946781,~cohort + diet,old ID vs CD,
Dusp28,339.9104534,-0.037543924,0.132767971,-0.282778476,0.777346655,0.999946781,~cohort + diet,old ID vs CD,
Strbp,775.6025592,-0.03755793,0.077933147,-0.481924972,0.629859245,0.999946781,~cohort + diet,old ID vs CD,
E2f6,4494.742959,-0.037566292,0.06956743,-0.539998274,0.589198223,0.999946781,~cohort + diet,old ID vs CD,
AI467606,40.10064902,-0.03758485,0.325672128,-0.115407021,0.908122514,0.999946781,~cohort + diet,old ID vs CD,
Apoo,3423.101469,-0.037586747,0.102728957,-0.365882687,0.714452616,0.999946781,~cohort + diet,old ID vs CD,
Dusp19,246.6622294,-0.037607646,0.138508173,-0.27151933,0.785991635,0.999946781,~cohort + diet,old ID vs CD,
Dgcr8,438.4582409,-0.037627141,0.098384742,-0.382448945,0.702128392,0.999946781,~cohort + diet,old ID vs CD,
Tmf1,1160.559154,-0.037636797,0.094499805,-0.398273808,0.690428365,0.999946781,~cohort + diet,old ID vs CD,
Ercc2,264.5602944,-0.037652968,0.119850155,-0.314167036,0.753394178,0.999946781,~cohort + diet,old ID vs CD,
Cldn15,73.46160604,-0.037679133,0.193095929,-0.195131678,0.845289864,0.999946781,~cohort + diet,old ID vs CD,
Txn2,2705.941428,-0.037695387,0.08042279,-0.468715244,0.639273189,0.999946781,~cohort + diet,old ID vs CD,
Sap130,240.2484062,-0.037768497,0.112757649,-0.334952862,0.737660645,0.999946781,~cohort + diet,old ID vs CD,
Olfr558,121.3903239,-0.037803268,0.178409129,-0.211890883,0.832192163,0.999946781,~cohort + diet,old ID vs CD,
AI597479,1010.43401,-0.037844304,0.09772526,-0.387252015,0.698569646,0.999946781,~cohort + diet,old ID vs CD,
Limd1,1814.939249,-0.037922009,0.079998239,-0.474035545,0.63547456,0.999946781,~cohort + diet,old ID vs CD,
Cp,981.1652304,-0.037930143,0.360950653,-0.105084012,0.916309146,0.999946781,~cohort + diet,old ID vs CD,
Cdc42ep2,323.8524116,-0.037934983,0.151663975,-0.250125205,0.802490525,0.999946781,~cohort + diet,old ID vs CD,
Zfp748,147.8185338,-0.037979354,0.158268523,-0.239967832,0.810355194,0.999946781,~cohort + diet,old ID vs CD,
Decr1,3770.719941,-0.037998764,0.097654645,-0.389113734,0.697192014,0.999946781,~cohort + diet,old ID vs CD,
Abcb10,643.3781944,-0.038054076,0.105329544,-0.36128587,0.717885756,0.999946781,~cohort + diet,old ID vs CD,
Lyrm5,1344.246237,-0.03806434,0.13087801,-0.290838319,0.771174977,0.999946781,~cohort + diet,old ID vs CD,
Rpl27a,2919.076045,-0.038073542,0.175788529,-0.216587183,0.828530075,0.999946781,~cohort + diet,old ID vs CD,
Tmem167b,729.880664,-0.038092407,0.068242481,-0.558192,0.576713283,0.999946781,~cohort + diet,old ID vs CD,
Tmbim6,5072.897296,-0.03811039,0.072804726,-0.523460381,0.600653915,0.999946781,~cohort + diet,old ID vs CD,
Sypl,7989.123854,-0.038111647,0.105151084,-0.362446542,0.717018365,0.999946781,~cohort + diet,old ID vs CD,
Ptgr2,2614.443391,-0.038130899,0.098034765,-0.388952824,0.697311045,0.999946781,~cohort + diet,old ID vs CD,
Psme3,1427.630444,-0.038143724,0.063836159,-0.597525361,0.55015668,0.999946781,~cohort + diet,old ID vs CD,
Ccdc141,167.1824681,-0.038159942,0.1956114,-0.195080359,0.845330038,0.999946781,~cohort + diet,old ID vs CD,
Med17,288.128567,-0.0382211,0.100799752,-0.379178512,0.704555308,0.999946781,~cohort + diet,old ID vs CD,
Nmral1,74.6845119,-0.038248557,0.189458122,-0.201883964,0.840007439,0.999946781,~cohort + diet,old ID vs CD,
Clec16a,1594.866692,-0.038265883,0.089146219,-0.429248522,0.667742375,0.999946781,~cohort + diet,old ID vs CD,
Aqp7,248.7137375,-0.038282763,0.219078731,-0.174744314,0.861280546,0.999946781,~cohort + diet,old ID vs CD,
Rasgrf2,238.0918852,-0.038297599,0.170611943,-0.224471969,0.822390076,0.999946781,~cohort + diet,old ID vs CD,
Atad2,114.6598345,-0.038301709,0.179844972,-0.212970695,0.83134982,0.999946781,~cohort + diet,old ID vs CD,
Fxr1,16457.81253,-0.038322458,0.084516516,-0.45343159,0.650237993,0.999946781,~cohort + diet,old ID vs CD,
Pura,678.4363897,-0.038332302,0.070400887,-0.54448607,0.586107031,0.999946781,~cohort + diet,old ID vs CD,
Abcd1,536.1536314,-0.038336662,0.098064791,-0.390931971,0.695847521,0.999946781,~cohort + diet,old ID vs CD,
Nap1l4,5405.94005,-0.03837038,0.056251631,-0.682120309,0.495162879,0.999946781,~cohort + diet,old ID vs CD,
Sphk2,346.5703658,-0.03840907,0.117678633,-0.326389496,0.744129684,0.999946781,~cohort + diet,old ID vs CD,
Zfp661,158.9146174,-0.038423779,0.137705341,-0.279028967,0.780222595,0.999946781,~cohort + diet,old ID vs CD,
Chst14,39.66967288,-0.03843629,0.228819116,-0.167976745,0.866601574,0.999946781,~cohort + diet,old ID vs CD,
Prkag1,1003.299352,-0.038454645,0.076012313,-0.505900209,0.612926706,0.999946781,~cohort + diet,old ID vs CD,
Tsnax,3285.055775,-0.0384691,0.095402542,-0.4032293,0.686779547,0.999946781,~cohort + diet,old ID vs CD,
Pacrgl,92.31645857,-0.038469953,0.185402999,-0.207493695,0.835624316,0.999946781,~cohort + diet,old ID vs CD,
Kansl3,1262.963066,-0.038540351,0.09694185,-0.397561541,0.690953414,0.999946781,~cohort + diet,old ID vs CD,
Fundc2,8175.730645,-0.038541693,0.096940123,-0.39758246,0.690937992,0.999946781,~cohort + diet,old ID vs CD,
Hmga1,627.6220868,-0.038542424,0.101071098,-0.381339724,0.702951181,0.999946781,~cohort + diet,old ID vs CD,
Rrn3,1360.432317,-0.038542825,0.073717734,-0.522843332,0.601083282,0.999946781,~cohort + diet,old ID vs CD,
Stac3,5255.576296,-0.03855647,0.081608409,-0.472457068,0.636600578,0.999946781,~cohort + diet,old ID vs CD,
Psmc6,5358.91896,-0.038564728,0.11013911,-0.350145625,0.726229412,0.999946781,~cohort + diet,old ID vs CD,
Rheb,2748.901839,-0.038588188,0.108800127,-0.354670431,0.722836505,0.999946781,~cohort + diet,old ID vs CD,
Cfap97,714.1751997,-0.03859796,0.092287436,-0.418236347,0.675774323,0.999946781,~cohort + diet,old ID vs CD,
Rap1a,2996.739723,-0.03866062,0.089381982,-0.432532591,0.66535437,0.999946781,~cohort + diet,old ID vs CD,
Ankrd52,1666.140189,-0.038662532,0.110936192,-0.348511437,0.727456126,0.999946781,~cohort + diet,old ID vs CD,
Rai14,311.7193063,-0.038671703,0.110737611,-0.349219231,0.72692473,0.999946781,~cohort + diet,old ID vs CD,
Mn1,813.57908,-0.038679901,0.165929573,-0.233110353,0.815675716,0.999946781,~cohort + diet,old ID vs CD,
Cdkal1,614.1120143,-0.038698411,0.09079974,-0.426195178,0.669965631,0.999946781,~cohort + diet,old ID vs CD,
Utp14a,483.9023123,-0.038706734,0.121636687,-0.318215951,0.750321134,0.999946781,~cohort + diet,old ID vs CD,
Cwc27,427.8448213,-0.03871147,0.132861253,-0.29136764,0.770770161,0.999946781,~cohort + diet,old ID vs CD,
Foxj3,1107.244602,-0.038729871,0.088653151,-0.436869647,0.662205885,0.999946781,~cohort + diet,old ID vs CD,
Asb13,621.8048086,-0.038764373,0.102039966,-0.379894023,0.704024084,0.999946781,~cohort + diet,old ID vs CD,
Abcd4,161.2589202,-0.038785156,0.145975131,-0.26569701,0.790472566,0.999946781,~cohort + diet,old ID vs CD,
