metabolite_timepoint,hormone_sampling_time,metabolite_source,metabolite_ion_mode,metabolite,metabolite_formula,metabolite_mz,metabolite_rt,hormone,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,Amylin,43,15,2M20;2M22;3M4;3M6;3M11;3M13;3M14;3M26;3M37;3M38;4M2;4M3;4M4;5M1;5M10,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,C-Peptide 2,43,12,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1;5M2;5M10,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,3M14;5M2;5M10
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,GIP,42,10,3M6;3M7;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,3M7;3M38
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,GLP-1,43,10,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,3M6
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,Ghrelin,2,0,,,
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,Glucagon,43,13,2M22;3M6;3M11;3M13;3M14;3M15;3M37;3M38;4M2;4M3;4M4;5M1;5M10,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,Insulin,43,14,2M22;3M6;3M11;3M13;3M14;3M21;3M37;3M38;4M2;4M3;4M4;5M1;5M2;5M10,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,Leptin,43,10,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,3M6
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,PP,13,5,3M4;3M6;3M13;3M14;5M1,3M6;3M13;3M14;5M1,3M4;3M6
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,PYY,43,10,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,3M38
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,Resistin,43,10,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,
pv,SAC,CD,posi,Simetride,C28H38N2O6,499.27962,2.593,Secretin,43,12,2M22;3M6;3M11;3M13;3M14;3M34;3M38;3M40;4M2;4M3;4M4;5M1,2M22;3M6;3M11;3M13;3M14;3M38;4M2;4M3;4M4;5M1,3M34;3M40
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,Amylin,43,13,2M20;3M4;3M6;3M26;3M27;3M28;3M33;3M37;3M39;5M3;5M6;5M8;5M10,3M27;3M28;3M33;3M39;5M3;5M6;5M8,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,C-Peptide 2,43,10,3M14;3M27;3M28;3M33;3M39;5M2;5M3;5M6;5M8;5M10,3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M14;5M2;5M10
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,GIP,42,9,3M7;3M27;3M28;3M33;3M38;3M39;5M3;5M6;5M8,3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M7;3M38
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,GLP-1,43,8,3M6;3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M6
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,Ghrelin,2,0,,,
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,Glucagon,43,12,3M14;3M15;3M27;3M28;3M33;3M37;3M39;4M3;5M3;5M6;5M8;5M10,3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,Insulin,43,13,3M6;3M14;3M21;3M27;3M28;3M33;3M37;3M39;5M2;5M3;5M6;5M8;5M10,3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,Leptin,43,8,3M6;3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M6
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,PP,13,3,3M4;3M6;5M3,5M3,3M4;3M6
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,PYY,43,8,3M27;3M28;3M33;3M38;3M39;5M3;5M6;5M8,3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M38
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,Resistin,43,7,3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M27;3M28;3M33;3M39;5M3;5M6;5M8,
pv,SAC,CD,posi,Sorbitol,C6H14O6,183.08751,14.515,Secretin,43,9,3M27;3M28;3M33;3M34;3M39;3M40;5M3;5M6;5M8,3M27;3M28;3M33;3M39;5M3;5M6;5M8,3M34;3M40
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,Amylin,43,6,2M20;3M4;3M6;3M26;3M37;5M10,,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,C-Peptide 2,43,3,3M14;5M2;5M10,,3M14;5M2;5M10
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,GIP,42,2,3M7;3M38,,3M7;3M38
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,GLP-1,43,1,3M6,,3M6
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,Ghrelin,2,0,,,
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,Glucagon,43,5,3M14;3M15;3M37;4M3;5M10,,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,Insulin,43,6,3M6;3M14;3M21;3M37;5M2;5M10,,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,Leptin,43,1,3M6,,3M6
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,PP,13,2,3M4;3M6,,3M4;3M6
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,PYY,43,1,3M38,,3M38
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,Resistin,43,0,,,
pv,SAC,CD,posi,Sorbitol-6-phosphate,C6H15O9P,245.04439,14.451,Secretin,43,2,3M34;3M40,,3M34;3M40
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,Amylin,43,14,2M20;3M1;3M4;3M6;3M16;3M26;3M37;4M1;4M2;4M3;4M4;4M5;5M1;5M10,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,C-Peptide 2,43,12,3M1;3M4;3M14;3M16;4M1;4M2;4M3;4M4;4M5;5M1;5M2;5M10,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M14;5M2;5M10
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,GIP,42,11,3M1;3M4;3M7;3M16;3M38;4M1;4M2;4M3;4M4;4M5;5M1,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M7;3M38
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,GLP-1,43,10,3M1;3M4;3M6;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M6
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,Ghrelin,2,0,,,
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,Glucagon,43,13,3M1;3M4;3M14;3M15;3M16;3M37;4M1;4M2;4M3;4M4;4M5;5M1;5M10,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,Insulin,43,15,3M1;3M4;3M6;3M14;3M16;3M21;3M37;4M1;4M2;4M3;4M4;4M5;5M1;5M2;5M10,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,Leptin,43,10,3M1;3M4;3M6;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M6
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,PP,13,3,3M4;3M6;5M1,3M4;5M1,3M4;3M6
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,PYY,43,10,3M1;3M4;3M16;3M38;4M1;4M2;4M3;4M4;4M5;5M1,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M38
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,Resistin,43,9,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,
pv,SAC,CD,posi,Sphinganine,C18H39NO2,302.30511,3.752,Secretin,43,11,3M1;3M4;3M16;3M34;3M40;4M1;4M2;4M3;4M4;4M5;5M1,3M1;3M4;3M16;4M1;4M2;4M3;4M4;4M5;5M1,3M34;3M40
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,Amylin,43,7,2M20;3M4;3M6;3M21;3M26;3M37;5M10,3M21,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,C-Peptide 2,43,4,3M14;3M21;5M2;5M10,3M21,3M14;5M2;5M10
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,GIP,42,3,3M7;3M21;3M38,3M21,3M7;3M38
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,GLP-1,43,2,3M6;3M21,3M21,3M6
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,Ghrelin,2,0,,,
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,Glucagon,43,6,3M14;3M15;3M21;3M37;4M3;5M10,3M21,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,Insulin,43,6,3M6;3M14;3M21;3M37;5M2;5M10,3M21,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,Leptin,43,2,3M6;3M21,3M21,3M6
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,PP,13,3,3M4;3M6;5M2,5M2,3M4;3M6
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,PYY,43,2,3M21;3M38,3M21,3M38
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,Resistin,43,1,3M21,3M21,
pv,SAC,CD,posi,Sphingosine,C18H37NO2,300.28939,3.789,Secretin,43,3,3M21;3M34;3M40,3M21,3M34;3M40
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,Amylin,43,9,2M16;2M20;3M4;3M6;3M7;3M16;3M26;3M37;5M10,2M16;3M7;3M16,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,C-Peptide 2,43,6,2M16;3M7;3M14;3M16;5M2;5M10,2M16;3M7;3M16,3M14;5M2;5M10
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,GIP,42,4,2M16;3M7;3M16;3M38,2M16;3M7;3M16,3M7;3M38
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,GLP-1,43,4,2M16;3M6;3M7;3M16,2M16;3M7;3M16,3M6
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,Ghrelin,2,0,,,
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,Glucagon,43,8,2M16;3M7;3M14;3M15;3M16;3M37;4M3;5M10,2M16;3M7;3M16,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,Insulin,43,9,2M16;3M6;3M7;3M14;3M16;3M21;3M37;5M2;5M10,2M16;3M7;3M16,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,Leptin,43,4,2M16;3M6;3M7;3M16,2M16;3M7;3M16,3M6
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,PP,13,2,3M4;3M6,,3M4;3M6
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,PYY,43,4,2M16;3M7;3M16;3M38,2M16;3M7;3M16,3M38
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,Resistin,43,3,2M16;3M7;3M16,2M16;3M7;3M16,
pv,SAC,CD,posi,Sphingosine 1-phosphate,C18H38NO5P,380.25583,8.794,Secretin,43,5,2M16;3M7;3M16;3M34;3M40,2M16;3M7;3M16,3M34;3M40
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,Amylin,43,6,2M20;3M4;3M6;3M26;3M37;5M10,,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,C-Peptide 2,43,3,3M14;5M2;5M10,,3M14;5M2;5M10
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,GIP,42,2,3M7;3M38,,3M7;3M38
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,GLP-1,43,1,3M6,,3M6
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,Ghrelin,2,0,,,
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,Glucagon,43,5,3M14;3M15;3M37;4M3;5M10,,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,Insulin,43,6,3M6;3M14;3M21;3M37;5M2;5M10,,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,Leptin,43,1,3M6,,3M6
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,PP,13,2,3M4;3M6,,3M4;3M6
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,PYY,43,1,3M38,,3M38
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,Resistin,43,0,,,
pv,SAC,CD,posi,Stachydrine,C7H13NO2,144.10195,12.375,Secretin,43,2,3M34;3M40,,3M34;3M40
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,Amylin,43,7,2M20;3M4;3M6;3M26;3M37;3M38;5M10,3M38,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,C-Peptide 2,43,4,3M14;3M38;5M2;5M10,3M38,3M14;5M2;5M10
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,GIP,42,2,3M7;3M38,3M38,3M7;3M38
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,GLP-1,43,2,3M6;3M38,3M38,3M6
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,Ghrelin,2,0,,,
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,Glucagon,43,6,3M14;3M15;3M37;3M38;4M3;5M10,3M38,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,Insulin,43,7,3M6;3M14;3M21;3M37;3M38;5M2;5M10,3M38,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,Leptin,43,2,3M6;3M38,3M38,3M6
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,PP,13,2,3M4;3M6,,3M4;3M6
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,PYY,43,1,3M38,3M38,3M38
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,Resistin,43,1,3M38,3M38,
pv,SAC,CD,posi,Stavudine,C10H12N2O4,207.07643,3.671,Secretin,43,3,3M34;3M38;3M40,3M38,3M34;3M40
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,Amylin,43,6,2M20;3M4;3M6;3M26;3M37;5M10,,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,C-Peptide 2,43,3,3M14;5M2;5M10,,3M14;5M2;5M10
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,GIP,42,2,3M7;3M38,,3M7;3M38
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,GLP-1,43,1,3M6,,3M6
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,Ghrelin,2,0,,,
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,Glucagon,43,5,3M14;3M15;3M37;4M3;5M10,,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,Insulin,43,6,3M6;3M14;3M21;3M37;5M2;5M10,,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,Leptin,43,1,3M6,,3M6
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,PP,13,4,2M20;3M4;3M6;3M14,2M20;3M14,3M4;3M6
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,PYY,43,1,3M38,,3M38
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,Resistin,43,0,,,
pv,SAC,CD,posi,Stearoylcarnitine,C25H49NO4,428.37303000000003,3.787,Secretin,43,2,3M34;3M40,,3M34;3M40
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,Amylin,43,10,2M17;2M20;3M1;3M4;3M6;3M26;3M37;4M3;4M5;5M10,2M17;3M1;4M3;4M5,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,C-Peptide 2,43,7,2M17;3M1;3M14;4M3;4M5;5M2;5M10,2M17;3M1;4M3;4M5,3M14;5M2;5M10
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,GIP,42,6,2M17;3M1;3M7;3M38;4M3;4M5,2M17;3M1;4M3;4M5,3M7;3M38
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,GLP-1,43,5,2M17;3M1;3M6;4M3;4M5,2M17;3M1;4M3;4M5,3M6
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,Ghrelin,2,0,,,
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,Glucagon,43,8,2M17;3M1;3M14;3M15;3M37;4M3;4M5;5M10,2M17;3M1;4M3;4M5,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,Insulin,43,10,2M17;3M1;3M6;3M14;3M21;3M37;4M3;4M5;5M2;5M10,2M17;3M1;4M3;4M5,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,Leptin,43,5,2M17;3M1;3M6;4M3;4M5,2M17;3M1;4M3;4M5,3M6
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,PP,13,5,2M20;3M4;3M6;3M18;5M1,2M20;3M18;5M1,3M4;3M6
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,PYY,43,5,2M17;3M1;3M38;4M3;4M5,2M17;3M1;4M3;4M5,3M38
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,Resistin,43,4,2M17;3M1;4M3;4M5,2M17;3M1;4M3;4M5,
pv,SAC,CD,posi,Stearoylethanolamide,C20H41NO2,328.32073,3.442,Secretin,43,6,2M17;3M1;3M34;3M40;4M3;4M5,2M17;3M1;4M3;4M5,3M34;3M40
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,Amylin,43,17,2M20;3M4;3M6;3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,C-Peptide 2,43,16,3M14;3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M2;5M6;5M7;5M8;5M10,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M14;5M2;5M10
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,GIP,42,15,3M7;3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M7;3M38
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,GLP-1,43,15,3M6;3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M6
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,Ghrelin,2,0,,,
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,Glucagon,43,17,3M14;3M15;3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;4M3;5M6;5M7;5M8;5M10,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,Insulin,43,17,3M6;3M14;3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M2;5M6;5M7;5M8;5M10,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,Leptin,43,15,3M6;3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M6
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,PP,13,6,2M20;3M4;3M6;3M34;3M37;5M10,2M20;3M34;3M37;5M10,3M4;3M6
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,PYY,43,14,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M38
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,Resistin,43,14,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,
pv,SAC,CD,posi,Stigmatellin Y,C29H40O6,485.28939,2.488,Secretin,43,14,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M21;3M26;3M28;3M31;3M33;3M34;3M37;3M38;3M39;3M40;5M6;5M7;5M8;5M10,3M34;3M40
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,Amylin,43,6,2M20;3M4;3M6;3M26;3M37;5M10,,2M20;3M4;3M6;3M26;3M37;5M10
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,C-Peptide 2,43,3,3M14;5M2;5M10,,3M14;5M2;5M10
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,GIP,42,2,3M7;3M38,,3M7;3M38
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,GLP-1,43,1,3M6,,3M6
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,Ghrelin,2,0,,,
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,Glucagon,43,5,3M14;3M15;3M37;4M3;5M10,,3M14;3M15;3M37;4M3;5M10
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,Insulin,43,6,3M6;3M14;3M21;3M37;5M2;5M10,,3M6;3M14;3M21;3M37;5M2;5M10
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,Leptin,43,1,3M6,,3M6
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,PP,13,2,3M4;3M6,,3M4;3M6
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,PYY,43,1,3M38,,3M38
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,Resistin,43,0,,,
pv,SAC,CD,posi,Stiripentol,C14H18O3,252.15931,2.664,Secretin,43,2,3M34;3M40,,3M34;3M40
pv,SAC,CD,posi,Styrene,C8H8,105.06978,2.574,Amylin,43,8,2M20;2M23;3M4;3M6;3M26;3M37;3M38;5M10,2M23;3M38,2M20;3M4;3M6;3M26;3M37;5M10
