metabolite_timepoint,hormone_sampling_time,metabolite_source,metabolite_ion_mode,metabolite,metabolite_formula,metabolite_mz,metabolite_rt,hormone,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone
tp4,GTT,CD,posi,butoctamide,C16H29NO5,316.21061,2.826,PP,7,3,3M3;3M6;3M14,3M14,3M3;3M6
tp4,GTT,CD,posi,butoctamide,C16H29NO5,316.21061,2.826,PYY,34,5,3M6;3M14;3M15;3M33;3M34,3M14;3M15;3M33;3M34,3M6
tp4,GTT,CD,posi,butoctamide,C16H29NO5,316.21061,2.826,Resistin,35,6,3M14;3M15;3M21;3M30;3M33;3M34,3M14;3M15;3M33;3M34,3M21;3M30
tp4,GTT,CD,posi,butoctamide,C16H29NO5,316.21061,2.826,Secretin,35,5,3M6;3M14;3M15;3M33;3M34,3M14;3M15;3M33;3M34,3M6
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,Amylin,35,8,3M3;3M5;3M6;3M11;3M19;3M20;3M27;3M37,3M3;3M11;3M19;3M20;3M27;3M37,3M5;3M6
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,C-Peptide 2,34,6,3M3;3M11;3M19;3M20;3M27;3M37,3M3;3M11;3M19;3M20;3M27;3M37,
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,GIP,34,6,3M3;3M11;3M19;3M20;3M27;3M37,3M3;3M11;3M19;3M20;3M27;3M37,
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,GLP-1,35,7,3M3;3M6;3M11;3M19;3M23;3M27;3M37,3M3;3M11;3M19;3M27;3M37,3M3;3M6;3M23
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,Ghrelin,6,0,,,
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,Glucagon,31,5,3M3;3M11;3M19;3M27;3M37,3M3;3M11;3M19;3M27;3M37,
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,Insulin,36,9,3M3;3M11;3M19;3M20;3M26;3M27;3M30;3M36;3M37,3M3;3M11;3M19;3M20;3M27;3M37,3M26;3M30;3M36
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,Leptin,35,5,3M3;3M11;3M19;3M27;3M37,3M3;3M11;3M19;3M27;3M37,
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,PP,7,2,3M3;3M6,,3M3;3M6
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,PYY,34,5,3M6;3M11;3M19;3M27;3M37,3M11;3M19;3M27;3M37,3M6
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,Resistin,35,7,3M3;3M11;3M19;3M21;3M27;3M30;3M37,3M3;3M11;3M19;3M27;3M37,3M21;3M30
tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,Secretin,35,6,3M3;3M6;3M11;3M19;3M27;3M37,3M3;3M11;3M19;3M27;3M37,3M6
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,Amylin,35,2,3M5;3M6,,3M5;3M6
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,C-Peptide 2,34,0,,,
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,GIP,34,0,,,
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,GLP-1,35,3,3M3;3M6;3M23,,3M3;3M6;3M23
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,Ghrelin,6,0,,,
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,Glucagon,31,0,,,
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,Insulin,36,3,3M26;3M30;3M36,,3M26;3M30;3M36
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,Leptin,35,0,,,
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,PP,7,2,3M3;3M6,,3M3;3M6
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,PYY,34,1,3M6,,3M6
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,Resistin,35,2,3M21;3M30,,3M21;3M30
tp4,GTT,CD,posi,c19:4,C19H30O2,291.23167,2.479,Secretin,35,1,3M6,,3M6
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,Amylin,35,2,3M5;3M6,,3M5;3M6
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,C-Peptide 2,34,0,,,
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,GIP,34,0,,,
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,GLP-1,35,3,3M3;3M6;3M23,,3M3;3M6;3M23
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,Ghrelin,6,2,3M6;3M10,3M6;3M10,
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,Glucagon,31,0,,,
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,Insulin,36,3,3M26;3M30;3M36,,3M26;3M30;3M36
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,Leptin,35,0,,,
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,PP,7,2,3M3;3M6,,3M3;3M6
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,PYY,34,1,3M6,,3M6
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,Resistin,35,2,3M21;3M30,,3M21;3M30
tp4,GTT,CD,posi,c20:7,C20H26O2,299.31342,2.524,Secretin,35,1,3M6,,3M6
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,Amylin,35,3,3M5;3M6;3M27,3M27,3M5;3M6
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,C-Peptide 2,34,1,3M27,3M27,
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,GIP,34,1,3M27,3M27,
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,GLP-1,35,4,3M3;3M6;3M23;3M27,3M27,3M3;3M6;3M23
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,Ghrelin,6,0,,,
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,Glucagon,31,1,3M27,3M27,
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,Insulin,36,4,3M26;3M27;3M30;3M36,3M27,3M26;3M30;3M36
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,Leptin,35,1,3M27,3M27,
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,PP,7,2,3M3;3M6,,3M3;3M6
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,PYY,34,2,3M6;3M27,3M27,3M6
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,Resistin,35,3,3M21;3M27;3M30,3M27,3M21;3M30
tp4,GTT,CD,posi,c23:2,C23H42O2,351.32556,2.409,Secretin,35,2,3M6;3M27,3M27,3M6
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,Amylin,35,6,3M5;3M6;3M10;3M29;3M31;3M36,3M10;3M29;3M31;3M36,3M5;3M6
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,C-Peptide 2,34,5,3M10;3M18;3M29;3M31;3M36,3M10;3M18;3M29;3M31;3M36,
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,GIP,34,5,3M10;3M18;3M29;3M31;3M36,3M10;3M18;3M29;3M31;3M36,
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,GLP-1,35,8,3M3;3M6;3M10;3M18;3M23;3M29;3M31;3M36,3M10;3M18;3M29;3M31;3M36,3M3;3M6;3M23
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,Ghrelin,6,1,3M18,3M18,
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,Glucagon,31,4,3M10;3M18;3M31;3M36,3M10;3M18;3M31;3M36,
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,Insulin,36,7,3M10;3M18;3M26;3M29;3M30;3M31;3M36,3M10;3M18;3M29;3M31;3M36,3M26;3M30;3M36
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,Leptin,35,5,3M10;3M18;3M29;3M31;3M36,3M10;3M18;3M29;3M31;3M36,
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,PP,7,2,3M3;3M6,,3M3;3M6
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,PYY,34,6,3M6;3M10;3M18;3M29;3M31;3M36,3M10;3M18;3M29;3M31;3M36,3M6
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,Resistin,35,7,3M10;3M18;3M21;3M29;3M30;3M31;3M36,3M10;3M18;3M29;3M31;3M36,3M21;3M30
tp4,GTT,CD,posi,calcitroic acid,C23H34O4,375.25126,2.505,Secretin,35,6,3M6;3M10;3M18;3M29;3M31;3M36,3M10;3M18;3M29;3M31;3M36,3M6
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,Amylin,35,6,3M5;3M6;3M16;3M26;3M33;3M37,3M16;3M26;3M33;3M37,3M5;3M6
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,C-Peptide 2,34,4,3M16;3M26;3M33;3M37,3M16;3M26;3M33;3M37,
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,GIP,34,4,3M16;3M26;3M33;3M37,3M16;3M26;3M33;3M37,
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,GLP-1,35,7,3M3;3M6;3M16;3M23;3M26;3M33;3M37,3M16;3M26;3M33;3M37,3M3;3M6;3M23
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,Ghrelin,6,0,,,
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,Glucagon,31,4,3M16;3M26;3M33;3M37,3M16;3M26;3M33;3M37,
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,Insulin,36,6,3M16;3M26;3M30;3M33;3M36;3M37,3M16;3M26;3M33;3M37,3M26;3M30;3M36
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,Leptin,35,4,3M16;3M26;3M33;3M37,3M16;3M26;3M33;3M37,
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,PP,7,2,3M3;3M6,3M6,3M3;3M6
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,PYY,34,5,3M6;3M16;3M26;3M33;3M37,3M16;3M26;3M33;3M37,3M6
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,Resistin,35,6,3M16;3M21;3M26;3M30;3M33;3M37,3M16;3M26;3M33;3M37,3M21;3M30
tp4,GTT,CD,posi,capuride,C9H18N2O2,187.14413,17.497,Secretin,35,5,3M6;3M16;3M26;3M33;3M37,3M16;3M26;3M33;3M37,3M6
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,Amylin,35,3,3M5;3M6;3M39,3M39,3M5;3M6
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,C-Peptide 2,34,1,3M39,3M39,
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,GIP,34,1,3M39,3M39,
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,GLP-1,35,4,3M3;3M6;3M23;3M39,3M39,3M3;3M6;3M23
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,Ghrelin,6,0,,,
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,Glucagon,31,1,3M39,3M39,
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,Insulin,36,4,3M26;3M30;3M36;3M39,3M39,3M26;3M30;3M36
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,Leptin,35,1,3M39,3M39,
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,PP,7,3,3M3;3M5;3M6,3M5,3M3;3M6
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,PYY,34,2,3M6;3M39,3M39,3M6
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,Resistin,35,3,3M21;3M30;3M39,3M39,3M21;3M30
tp4,GTT,CD,posi,carboxyphosphoric acid,CH3O6P,175.00089,11.372,Secretin,35,2,3M6;3M39,3M39,3M6
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,Amylin,35,10,3M5;3M6;3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M5;3M6
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,C-Peptide 2,34,8,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,GIP,34,8,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,GLP-1,35,10,3M3;3M6;3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M3;3M6;3M23
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,Ghrelin,6,1,3M12,3M12,
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,Glucagon,31,7,3M11;3M15;3M19;3M23;3M24;3M38;3M39,3M11;3M15;3M19;3M23;3M24;3M38;3M39,
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,Insulin,36,11,3M11;3M15;3M19;3M23;3M24;3M26;3M30;3M32;3M36;3M38;3M39,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M26;3M30;3M36
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,Leptin,35,8,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,PP,7,2,3M3;3M6,,3M3;3M6
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,PYY,34,8,3M6;3M11;3M15;3M19;3M23;3M24;3M38;3M39,3M11;3M15;3M19;3M23;3M24;3M38;3M39,3M6
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,Resistin,35,10,3M11;3M15;3M19;3M21;3M23;3M24;3M30;3M32;3M38;3M39,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M21;3M30
tp4,GTT,CD,posi,carisoprodol,C12H24N2O4,261.18194,13.18,Secretin,35,9,3M6;3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M11;3M15;3M19;3M23;3M24;3M32;3M38;3M39,3M6
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,Amylin,35,8,3M5;3M6;3M24;3M29;3M30;3M37;3M39;3M40,3M24;3M29;3M30;3M37;3M39;3M40,3M5;3M6
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,C-Peptide 2,34,5,3M24;3M29;3M30;3M37;3M39,3M24;3M29;3M30;3M37;3M39,
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,GIP,34,5,3M24;3M29;3M30;3M37;3M39,3M24;3M29;3M30;3M37;3M39,
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,GLP-1,35,8,3M3;3M6;3M23;3M24;3M29;3M30;3M37;3M39,3M24;3M29;3M30;3M37;3M39,3M3;3M6;3M23
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,Ghrelin,6,1,3M6,3M6,
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,Glucagon,31,4,3M24;3M30;3M37;3M39,3M24;3M30;3M37;3M39,
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,Insulin,36,8,3M24;3M26;3M29;3M30;3M36;3M37;3M39;3M40,3M24;3M29;3M30;3M37;3M39;3M40,3M26;3M30;3M36
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,Leptin,35,5,3M24;3M29;3M30;3M37;3M39,3M24;3M29;3M30;3M37;3M39,
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,PP,7,2,3M3;3M6,,3M3;3M6
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,PYY,34,6,3M6;3M24;3M29;3M30;3M37;3M39,3M24;3M29;3M30;3M37;3M39,3M6
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,Resistin,35,6,3M21;3M24;3M29;3M30;3M37;3M39,3M24;3M29;3M30;3M37;3M39,3M21;3M30
tp4,GTT,CD,posi,cetrimonium,C19H41N,284.33101,8.359,Secretin,35,6,3M6;3M24;3M29;3M30;3M37;3M39,3M24;3M29;3M30;3M37;3M39,3M6
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,Amylin,35,15,3M1;3M3;3M5;3M6;3M13;3M19;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M1;3M3;3M6;3M13;3M19;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M5;3M6
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,C-Peptide 2,34,12,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,GIP,34,11,3M1;3M6;3M18;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M1;3M6;3M18;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,GLP-1,35,14,3M1;3M3;3M6;3M18;3M22;3M23;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M3;3M6;3M23
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,Ghrelin,6,1,3M6,3M6,
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,Glucagon,31,12,3M3;3M6;3M13;3M18;3M19;3M22;3M25;3M27;3M30;3M31;3M34;3M38,3M3;3M6;3M13;3M18;3M19;3M22;3M25;3M27;3M30;3M31;3M34;3M38,
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,Insulin,36,14,3M1;3M6;3M18;3M22;3M25;3M26;3M27;3M29;3M30;3M31;3M32;3M34;3M36;3M38,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M26;3M30;3M36
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,Leptin,35,12,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,PP,7,2,3M3;3M6,3M6,3M3;3M6
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,PYY,34,11,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M34;3M38,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M34;3M38,3M6
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,Resistin,35,13,3M1;3M6;3M18;3M21;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M21;3M30
tp4,GTT,CD,posi,chloroneb,C8H8Cl2O2,244.95377,15.845,Secretin,35,12,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M1;3M6;3M18;3M22;3M25;3M27;3M29;3M30;3M31;3M32;3M34;3M38,3M6
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,Amylin,35,3,3M5;3M6;3M16,3M16,3M5;3M6
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,C-Peptide 2,34,1,3M16,3M16,
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,GIP,34,1,3M16,3M16,
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,GLP-1,35,4,3M3;3M6;3M16;3M23,3M16,3M3;3M6;3M23
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,Ghrelin,6,0,,,
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,Glucagon,31,1,3M16,3M16,
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,Insulin,36,4,3M16;3M26;3M30;3M36,3M16,3M26;3M30;3M36
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,Leptin,35,1,3M16,3M16,
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,PP,7,2,3M3;3M6,,3M3;3M6
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,PYY,34,2,3M6;3M16,3M16,3M6
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,Resistin,35,3,3M16;3M21;3M30,3M16,3M21;3M30
tp4,GTT,CD,posi,cholic acid,C24H40O5,409.29503,2.72,Secretin,35,2,3M6;3M16,3M16,3M6
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,Amylin,35,2,3M5;3M6,,3M5;3M6
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,C-Peptide 2,34,0,,,
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,GIP,34,0,,,
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,GLP-1,35,3,3M3;3M6;3M23,,3M3;3M6;3M23
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,Ghrelin,6,1,3M10,3M10,
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,Glucagon,31,0,,,
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,Insulin,36,3,3M26;3M30;3M36,,3M26;3M30;3M36
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,Leptin,35,0,,,
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,PP,7,2,3M3;3M6,,3M3;3M6
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,PYY,34,1,3M6,,3M6
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,Resistin,35,2,3M21;3M30,,3M21;3M30
tp4,GTT,CD,posi,cis-3-Hexenyl phenylacetate,C14H18O2,454.29234,2.954,Secretin,35,1,3M6,,3M6
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,Amylin,35,2,3M5;3M6,,3M5;3M6
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,C-Peptide 2,34,0,,,
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,GIP,34,0,,,
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,GLP-1,35,3,3M3;3M6;3M23,,3M3;3M6;3M23
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,Ghrelin,6,0,,,
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,Glucagon,31,0,,,
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,Insulin,36,3,3M26;3M30;3M36,,3M26;3M30;3M36
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,Leptin,35,0,,,
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,PP,7,4,3M3;3M5;3M6;3M14,3M5;3M14,3M3;3M6
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,PYY,34,1,3M6,,3M6
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,Resistin,35,2,3M21;3M30,,3M21;3M30
tp4,GTT,CD,posi,cis-5-Tetradecenoylcarnitine,C21H39NO4,370.29492,3.866,Secretin,35,1,3M6,,3M6
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,Amylin,35,2,3M5;3M6,,3M5;3M6
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,C-Peptide 2,34,0,,,
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,GIP,34,0,,,
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,GLP-1,35,3,3M3;3M6;3M23,,3M3;3M6;3M23
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,Ghrelin,6,0,,,
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,Glucagon,31,0,,,
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,Insulin,36,3,3M26;3M30;3M36,,3M26;3M30;3M36
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,Leptin,35,0,,,
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,PP,7,3,3M3;3M5;3M6,3M5;3M6,3M3;3M6
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,PYY,34,1,3M6,,3M6
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,Resistin,35,2,3M21;3M30,,3M21;3M30
tp4,GTT,CD,posi,cuscohygrine,C13H24N2O,225.19599,8.001,Secretin,35,1,3M6,,3M6
tp4,GTT,CD,posi,cyclohexenone,C6H8O,193.12219,2.642,Amylin,35,4,3M5;3M6;3M12;3M27,3M12;3M27,3M5;3M6
tp4,GTT,CD,posi,cyclohexenone,C6H8O,193.12219,2.642,C-Peptide 2,34,1,3M12,3M12,
tp4,GTT,CD,posi,cyclohexenone,C6H8O,193.12219,2.642,GIP,34,1,3M12,3M12,
tp4,GTT,CD,posi,cyclohexenone,C6H8O,193.12219,2.642,GLP-1,35,4,3M3;3M6;3M12;3M23,3M12,3M3;3M6;3M23
