"direction","overlap_group","gene.id"
"Upregulated","Young CD vs old CD only","Bcl7a"
"Upregulated","Young CD vs old CD only","Bcl9"
"Upregulated","Young CD vs old CD only","Bcl9l"
"Upregulated","Young CD vs old CD only","Bcor"
"Upregulated","Young CD vs old CD only","Bcorl1"
"Upregulated","Young CD vs old CD only","Bcs1l"
"Upregulated","Young CD vs old CD only","Bend3"
"Upregulated","Young CD vs old CD only","Best3"
"Upregulated","Young CD vs old CD only","Bicd2"
"Upregulated","Young CD vs old CD only","Bmp1"
"Upregulated","Young CD vs old CD only","Bmp5"
"Upregulated","Young CD vs old CD only","Bms1"
"Upregulated","Young CD vs old CD only","Bptf"
"Upregulated","Young CD vs old CD only","Brat1"
"Upregulated","Young CD vs old CD only","Brd1"
"Upregulated","Young CD vs old CD only","Brd2"
"Upregulated","Young CD vs old CD only","Brd3"
"Upregulated","Young CD vs old CD only","Brd4"
"Upregulated","Young CD vs old CD only","Brd8"
"Upregulated","Young CD vs old CD only","Brd9"
"Upregulated","Young CD vs old CD only","Brf1"
"Upregulated","Young CD vs old CD only","Brf2"
"Upregulated","Young CD vs old CD only","Brinp2"
"Upregulated","Young CD vs old CD only","Brms1l"
"Upregulated","Young CD vs old CD only","Brpf1"
"Upregulated","Young CD vs old CD only","Brpf3"
"Upregulated","Young CD vs old CD only","Btbd19"
"Upregulated","Young CD vs old CD only","Btbd2"
"Upregulated","Young CD vs old CD only","Btbd3"
"Upregulated","Young CD vs old CD only","Btbd6"
"Upregulated","Young CD vs old CD only","Btbd7"
"Upregulated","Young CD vs old CD only","Btnl7-ps"
"Upregulated","Young CD vs old CD only","Bysl"
"Upregulated","Young CD vs old CD only","C030037D09Rik"
"Upregulated","Young CD vs old CD only","C130036L24Rik"
"Upregulated","Young CD vs old CD only","C130046K22Rik"
"Upregulated","Young CD vs old CD only","C130080G10Rik"
"Upregulated","Young CD vs old CD only","C1qtnf6"
"Upregulated","Young CD vs old CD only","C2cd2"
"Upregulated","Young CD vs old CD only","C2cd2l"
"Upregulated","Young CD vs old CD only","C2cd5"
"Upregulated","Young CD vs old CD only","C430049B03Rik"
"Upregulated","Young CD vs old CD only","C530005A16Rik"
"Upregulated","Young CD vs old CD only","C920021L13Rik"
"Upregulated","Young CD vs old CD only","Cabin1"
"Upregulated","Young CD vs old CD only","Cables2"
"Upregulated","Young CD vs old CD only","Cacfd1"
"Upregulated","Young CD vs old CD only","Cacna1c"
"Upregulated","Young CD vs old CD only","Cacna1g"
"Upregulated","Young CD vs old CD only","Cacna1s"
"Upregulated","Young CD vs old CD only","Cacna2d1"
"Upregulated","Young CD vs old CD only","Cacna2d4"
"Upregulated","Young CD vs old CD only","Cacnb1"
"Upregulated","Young CD vs old CD only","Cacng6"
"Upregulated","Young CD vs old CD only","Cacng7"
"Upregulated","Young CD vs old CD only","Cactin"
"Upregulated","Young CD vs old CD only","Cacul1"
"Upregulated","Young CD vs old CD only","Cad"
"Upregulated","Young CD vs old CD only","Calcoco1"
"Upregulated","Young CD vs old CD only","Calm3"
"Upregulated","Young CD vs old CD only","Camk1"
"Upregulated","Young CD vs old CD only","Camk2a"
"Upregulated","Young CD vs old CD only","Camk2g"
"Upregulated","Young CD vs old CD only","Camkk2"
"Upregulated","Young CD vs old CD only","Camsap1"
"Upregulated","Young CD vs old CD only","Camta2"
"Upregulated","Young CD vs old CD only","Capn10"
"Upregulated","Young CD vs old CD only","Capn3"
"Upregulated","Young CD vs old CD only","Capn6"
"Upregulated","Young CD vs old CD only","Caprin2"
"Upregulated","Young CD vs old CD only","Capzb"
"Upregulated","Young CD vs old CD only","Card10"
"Upregulated","Young CD vs old CD only","Carm1"
"Upregulated","Young CD vs old CD only","Casc3"
"Upregulated","Young CD vs old CD only","Casc4"
"Upregulated","Young CD vs old CD only","Caskin1"
"Upregulated","Young CD vs old CD only","Casq1"
"Upregulated","Young CD vs old CD only","Casz1"
"Upregulated","Young CD vs old CD only","Cbfa2t3"
"Upregulated","Young CD vs old CD only","Cbll1"
"Upregulated","Young CD vs old CD only","Cbx1"
"Upregulated","Young CD vs old CD only","Cbx6"
"Upregulated","Young CD vs old CD only","Cbx8"
"Upregulated","Young CD vs old CD only","Cc2d2a"
"Upregulated","Young CD vs old CD only","Ccar2"
"Upregulated","Young CD vs old CD only","Ccbl1"
"Upregulated","Young CD vs old CD only","Ccdc117"
"Upregulated","Young CD vs old CD only","Ccdc134"
"Upregulated","Young CD vs old CD only","Ccdc157"
"Upregulated","Young CD vs old CD only","Ccdc167"
"Upregulated","Young CD vs old CD only","Ccdc6"
"Upregulated","Young CD vs old CD only","Ccdc61"
"Upregulated","Young CD vs old CD only","Ccdc69"
"Upregulated","Young CD vs old CD only","Ccdc74a"
"Upregulated","Young CD vs old CD only","Ccdc84"
"Upregulated","Young CD vs old CD only","Ccdc85c"
"Upregulated","Young CD vs old CD only","Ccdc88c"
"Upregulated","Young CD vs old CD only","Ccdc9"
"Upregulated","Young CD vs old CD only","Ccdc97"
"Upregulated","Young CD vs old CD only","Ccl25"
"Upregulated","Young CD vs old CD only","Ccm2"
"Upregulated","Young CD vs old CD only","Ccm2l"
"Upregulated","Young CD vs old CD only","Ccnd3"
"Upregulated","Young CD vs old CD only","Ccnj"
"Upregulated","Young CD vs old CD only","Ccnl2"
"Upregulated","Young CD vs old CD only","Ccnt2"
"Upregulated","Young CD vs old CD only","Ccnyl1"
"Upregulated","Young CD vs old CD only","Cd248"
"Upregulated","Young CD vs old CD only","Cd46"
"Upregulated","Young CD vs old CD only","Cdan1"
"Upregulated","Young CD vs old CD only","Cdc23"
"Upregulated","Young CD vs old CD only","Cdc25a"
"Upregulated","Young CD vs old CD only","Cdc37l1"
"Upregulated","Young CD vs old CD only","Cdc42bpb"
"Upregulated","Young CD vs old CD only","Cdc42ep2"
"Upregulated","Young CD vs old CD only","Cdc42ep3"
"Upregulated","Young CD vs old CD only","Cdh23"
"Upregulated","Young CD vs old CD only","Cdh4"
"Upregulated","Young CD vs old CD only","Cdk10"
"Upregulated","Young CD vs old CD only","Cdk11b"
"Upregulated","Young CD vs old CD only","Cdk16"
"Upregulated","Young CD vs old CD only","Cdk20"
"Upregulated","Young CD vs old CD only","Cdk5rap2"
"Upregulated","Young CD vs old CD only","Cdkn1b"
"Upregulated","Young CD vs old CD only","Cdnf"
"Upregulated","Young CD vs old CD only","Cdon"
"Upregulated","Young CD vs old CD only","Cdr2l"
"Upregulated","Young CD vs old CD only","Cdv3"
"Upregulated","Young CD vs old CD only","Cebpg"
"Upregulated","Young CD vs old CD only","Cecr2"
"Upregulated","Young CD vs old CD only","Cecr5"
"Upregulated","Young CD vs old CD only","Celf2"
"Upregulated","Young CD vs old CD only","Cenpb"
"Upregulated","Young CD vs old CD only","Cep104"
"Upregulated","Young CD vs old CD only","Cep164"
"Upregulated","Young CD vs old CD only","Cep170b"
"Upregulated","Young CD vs old CD only","Cep250"
"Upregulated","Young CD vs old CD only","Cep63"
"Upregulated","Young CD vs old CD only","Cep68"
"Upregulated","Young CD vs old CD only","Cep78"
"Upregulated","Young CD vs old CD only","Cep85"
"Upregulated","Young CD vs old CD only","Cers1"
"Upregulated","Young CD vs old CD only","Cfap52"
"Upregulated","Young CD vs old CD only","Cflar"
"Upregulated","Young CD vs old CD only","Chad"
"Upregulated","Young CD vs old CD only","Chadl"
"Upregulated","Young CD vs old CD only","Chchd10"
"Upregulated","Young CD vs old CD only","Chd2"
"Upregulated","Young CD vs old CD only","Chd6"
"Upregulated","Young CD vs old CD only","Chd7"
"Upregulated","Young CD vs old CD only","Chd8"
"Upregulated","Young CD vs old CD only","Chfr"
"Upregulated","Young CD vs old CD only","Chic2"
"Upregulated","Young CD vs old CD only","Chkb"
"Upregulated","Young CD vs old CD only","Chmp7"
"Upregulated","Young CD vs old CD only","Chodl"
"Upregulated","Young CD vs old CD only","Chrna10"
"Upregulated","Young CD vs old CD only","Chrne"
"Upregulated","Young CD vs old CD only","Chst12"
"Upregulated","Young CD vs old CD only","Chst2"
"Upregulated","Young CD vs old CD only","Chst7"
"Upregulated","Young CD vs old CD only","Chtop"
"Upregulated","Young CD vs old CD only","Cib2"
"Upregulated","Young CD vs old CD only","Cic"
"Upregulated","Young CD vs old CD only","Cilp2"
"Upregulated","Young CD vs old CD only","Cisd2"
"Upregulated","Young CD vs old CD only","Cited4"
"Upregulated","Young CD vs old CD only","Ciz1"
"Upregulated","Young CD vs old CD only","Clasrp"
"Upregulated","Young CD vs old CD only","Clcn1"
"Upregulated","Young CD vs old CD only","Cldn12"
"Upregulated","Young CD vs old CD only","Cldn25"
"Upregulated","Young CD vs old CD only","Clip4"
"Upregulated","Young CD vs old CD only","Clk2"
"Upregulated","Young CD vs old CD only","Clk3"
"Upregulated","Young CD vs old CD only","Cln8"
"Upregulated","Young CD vs old CD only","Clpb"
"Upregulated","Young CD vs old CD only","Clu"
"Upregulated","Young CD vs old CD only","Cluh"
"Upregulated","Young CD vs old CD only","Cmss1"
"Upregulated","Young CD vs old CD only","Cnih4"
"Upregulated","Young CD vs old CD only","Cnnm3"
"Upregulated","Young CD vs old CD only","Cnot3"
"Upregulated","Young CD vs old CD only","Cntnap1"
"Upregulated","Young CD vs old CD only","Cntrl"
"Upregulated","Young CD vs old CD only","Coa5"
"Upregulated","Young CD vs old CD only","Col11a1"
"Upregulated","Young CD vs old CD only","Col1a1"
"Upregulated","Young CD vs old CD only","Col1a2"
"Upregulated","Young CD vs old CD only","Col22a1"
"Upregulated","Young CD vs old CD only","Col24a1"
"Upregulated","Young CD vs old CD only","Col26a1"
"Upregulated","Young CD vs old CD only","Col3a1"
"Upregulated","Young CD vs old CD only","Col4a3"
"Upregulated","Young CD vs old CD only","Col4a3bp"
"Upregulated","Young CD vs old CD only","Col4a4"
"Upregulated","Young CD vs old CD only","Col4a5"
"Upregulated","Young CD vs old CD only","Col5a1"
"Upregulated","Young CD vs old CD only","Col5a3"
"Upregulated","Young CD vs old CD only","Col6a1"
"Upregulated","Young CD vs old CD only","Col6a2"
"Upregulated","Young CD vs old CD only","Col6a3"
"Upregulated","Young CD vs old CD only","Col8a2"
"Upregulated","Young CD vs old CD only","Coq10a"
"Upregulated","Young CD vs old CD only","Coq2"
"Upregulated","Young CD vs old CD only","Coro7"
"Upregulated","Young CD vs old CD only","Cpeb1"
"Upregulated","Young CD vs old CD only","Cpeb3"
"Upregulated","Young CD vs old CD only","Cpeb4"
"Upregulated","Young CD vs old CD only","Cpne1"
"Upregulated","Young CD vs old CD only","Cpox"
"Upregulated","Young CD vs old CD only","Cpsf1"
"Upregulated","Young CD vs old CD only","Cpsf7"
"Upregulated","Young CD vs old CD only","Cpt1b"
"Upregulated","Young CD vs old CD only","Cpt1c"
"Upregulated","Young CD vs old CD only","Cramp1l"
"Upregulated","Young CD vs old CD only","Crat"
"Upregulated","Young CD vs old CD only","Creb3l1"
"Upregulated","Young CD vs old CD only","Crebbp"
"Upregulated","Young CD vs old CD only","Crebl2"
"Upregulated","Young CD vs old CD only","Crhr2"
"Upregulated","Young CD vs old CD only","Crlf1"
"Upregulated","Young CD vs old CD only","Crocc"
"Upregulated","Young CD vs old CD only","Crtc1"
"Upregulated","Young CD vs old CD only","Crtc2"
"Upregulated","Young CD vs old CD only","Crtc3"
"Upregulated","Young CD vs old CD only","Cry1"
"Upregulated","Young CD vs old CD only","Cs"
"Upregulated","Young CD vs old CD only","Csf1"
"Upregulated","Young CD vs old CD only","Csnk1d"
"Upregulated","Young CD vs old CD only","Csnk1e"
"Upregulated","Young CD vs old CD only","Csnk1g1"
"Upregulated","Young CD vs old CD only","Csnk1g2"
"Upregulated","Young CD vs old CD only","Cspg4"
"Upregulated","Young CD vs old CD only","Csrp2bp"
"Upregulated","Young CD vs old CD only","Ctbp1"
"Upregulated","Young CD vs old CD only","Ctbs"
"Upregulated","Young CD vs old CD only","Ctc1"
"Upregulated","Young CD vs old CD only","Ctcf"
"Upregulated","Young CD vs old CD only","Ctdnep1"
"Upregulated","Young CD vs old CD only","Ctdsp1"
"Upregulated","Young CD vs old CD only","Ctdsp2"
"Upregulated","Young CD vs old CD only","Ctnnbip1"
"Upregulated","Young CD vs old CD only","Cuedc1"
"Upregulated","Young CD vs old CD only","Cul3"
"Upregulated","Young CD vs old CD only","Cul9"
"Upregulated","Young CD vs old CD only","Cxxc1"
"Upregulated","Young CD vs old CD only","Cxxc5"
"Upregulated","Young CD vs old CD only","Cyb561d1"
"Upregulated","Young CD vs old CD only","Cyb5rl"
"Upregulated","Young CD vs old CD only","Cyhr1"
"Upregulated","Young CD vs old CD only","Cyp2u1"
"Upregulated","Young CD vs old CD only","Cyp4f13"
"Upregulated","Young CD vs old CD only","Cyp4f39"
"Upregulated","Young CD vs old CD only","Cyth1"
"Upregulated","Young CD vs old CD only","D130017N08Rik"
"Upregulated","Young CD vs old CD only","D17H6S53E"
"Upregulated","Young CD vs old CD only","D17Wsu92e"
"Upregulated","Young CD vs old CD only","D2hgdh"
"Upregulated","Young CD vs old CD only","D330041H03Rik"
"Upregulated","Young CD vs old CD only","D430042O09Rik"
"Upregulated","Young CD vs old CD only","D630003M21Rik"
"Upregulated","Young CD vs old CD only","D7Ertd715e"
"Upregulated","Young CD vs old CD only","Daam2"
"Upregulated","Young CD vs old CD only","Dab2ip"
"Upregulated","Young CD vs old CD only","Dag1"
"Upregulated","Young CD vs old CD only","Dagla"
"Upregulated","Young CD vs old CD only","Dand5"
"Upregulated","Young CD vs old CD only","Dbndd1"
"Upregulated","Young CD vs old CD only","Dbt"
"Upregulated","Young CD vs old CD only","Dcaf11"
"Upregulated","Young CD vs old CD only","Dcaf5"
"Upregulated","Young CD vs old CD only","Dcaf7"
"Upregulated","Young CD vs old CD only","Dcaf8"
"Upregulated","Young CD vs old CD only","Dcakd"
"Upregulated","Young CD vs old CD only","Dchs1"
"Upregulated","Young CD vs old CD only","Dcp1a"
"Upregulated","Young CD vs old CD only","Dctd"
"Upregulated","Young CD vs old CD only","Dctn1"
"Upregulated","Young CD vs old CD only","Ddb2"
"Upregulated","Young CD vs old CD only","Ddi2"
"Upregulated","Young CD vs old CD only","Ddit4l"
"Upregulated","Young CD vs old CD only","Ddo"
"Upregulated","Young CD vs old CD only","Ddr1"
"Upregulated","Young CD vs old CD only","Ddrgk1"
"Upregulated","Young CD vs old CD only","Ddx17"
"Upregulated","Young CD vs old CD only","Ddx19b"
"Upregulated","Young CD vs old CD only","Ddx23"
"Upregulated","Young CD vs old CD only","Ddx5"
"Upregulated","Young CD vs old CD only","Ddx55"
"Upregulated","Young CD vs old CD only","Deaf1"
"Upregulated","Young CD vs old CD only","Def8"
"Upregulated","Young CD vs old CD only","Dennd1a"
"Upregulated","Young CD vs old CD only","Dennd4b"
"Upregulated","Young CD vs old CD only","Dennd6b"
"Upregulated","Young CD vs old CD only","Desi1"
"Upregulated","Young CD vs old CD only","Desi2"
"Upregulated","Young CD vs old CD only","Det1"
"Upregulated","Young CD vs old CD only","Dexi"
"Upregulated","Young CD vs old CD only","Dffb"
"Upregulated","Young CD vs old CD only","Dfna5"
"Upregulated","Young CD vs old CD only","Dgat2l6"
"Upregulated","Young CD vs old CD only","Dgcr2"
"Upregulated","Young CD vs old CD only","Dgkq"
"Upregulated","Young CD vs old CD only","Dgkz"
"Upregulated","Young CD vs old CD only","Dguok"
"Upregulated","Young CD vs old CD only","Dhodh"
"Upregulated","Young CD vs old CD only","Dhrs7c"
"Upregulated","Young CD vs old CD only","Dhtkd1"
"Upregulated","Young CD vs old CD only","Dhx16"
"Upregulated","Young CD vs old CD only","Dhx30"
"Upregulated","Young CD vs old CD only","Dhx35"
"Upregulated","Young CD vs old CD only","Dhx57"
"Upregulated","Young CD vs old CD only","Dicer1"
"Upregulated","Young CD vs old CD only","Dido1"
"Upregulated","Young CD vs old CD only","Diexf"
"Upregulated","Young CD vs old CD only","Dis3l"
"Upregulated","Young CD vs old CD only","Disp1"
"Upregulated","Young CD vs old CD only","Dlat"
"Upregulated","Young CD vs old CD only","Dlk1"
"Upregulated","Young CD vs old CD only","Dll4"
"Upregulated","Young CD vs old CD only","Dmpk"
"Upregulated","Young CD vs old CD only","Dmwd"
"Upregulated","Young CD vs old CD only","Dnah17"
"Upregulated","Young CD vs old CD only","Dnajb1"
"Upregulated","Young CD vs old CD only","Dnajb2"
"Upregulated","Young CD vs old CD only","Dnajb5"
"Upregulated","Young CD vs old CD only","Dnajc11"
"Upregulated","Young CD vs old CD only","Dnajc16"
"Upregulated","Young CD vs old CD only","Dnajc21"
"Upregulated","Young CD vs old CD only","Dnajc27"
"Upregulated","Young CD vs old CD only","Dnase1l2"
"Upregulated","Young CD vs old CD only","Dnm1"
"Upregulated","Young CD vs old CD only","Dnm3"
"Upregulated","Young CD vs old CD only","Dnmbp"
"Upregulated","Young CD vs old CD only","Dnmt1"
"Upregulated","Young CD vs old CD only","Dnmt3a"
"Upregulated","Young CD vs old CD only","Dock4"
"Upregulated","Young CD vs old CD only","Dock6"
"Upregulated","Young CD vs old CD only","Dolpp1"
"Upregulated","Young CD vs old CD only","Dopey2"
"Upregulated","Young CD vs old CD only","Dot1l"
"Upregulated","Young CD vs old CD only","Dpf2"
"Upregulated","Young CD vs old CD only","Dph2"
"Upregulated","Young CD vs old CD only","Dpp8"
"Upregulated","Young CD vs old CD only","Dpp9"
"Upregulated","Young CD vs old CD only","Dpysl5"
"Upregulated","Young CD vs old CD only","Drosha"
"Upregulated","Young CD vs old CD only","Dst"
"Upregulated","Young CD vs old CD only","Dtx3"
"Upregulated","Young CD vs old CD only","Dusp10"
"Upregulated","Young CD vs old CD only","Dusp11"
"Upregulated","Young CD vs old CD only","Dusp15"
"Upregulated","Young CD vs old CD only","Dusp19"
"Upregulated","Young CD vs old CD only","Dusp23"
"Upregulated","Young CD vs old CD only","Dusp26"
"Upregulated","Young CD vs old CD only","Dusp27"
"Upregulated","Young CD vs old CD only","Dusp7"
"Upregulated","Young CD vs old CD only","Dusp8"
"Upregulated","Young CD vs old CD only","Dut"
"Upregulated","Young CD vs old CD only","Dvl2"
"Upregulated","Young CD vs old CD only","Dvl3"
"Upregulated","Young CD vs old CD only","Dync1li2"
"Upregulated","Young CD vs old CD only","Dynll2"
"Upregulated","Young CD vs old CD only","Dynlt1c"
"Upregulated","Young CD vs old CD only","Dyrk1b"
"Upregulated","Young CD vs old CD only","Dyrk2"
"Upregulated","Young CD vs old CD only","Dzip1l"
"Upregulated","Young CD vs old CD only","E130307A14Rik"
"Upregulated","Young CD vs old CD only","E230016M11Rik"
"Upregulated","Young CD vs old CD only","E2f3"
"Upregulated","Young CD vs old CD only","E2f6"
"Upregulated","Young CD vs old CD only","E330009J07Rik"
"Upregulated","Young CD vs old CD only","Echdc3"
"Upregulated","Young CD vs old CD only","Echs1"
"Upregulated","Young CD vs old CD only","Ecsit"
"Upregulated","Young CD vs old CD only","Eda"
"Upregulated","Young CD vs old CD only","Edc4"
"Upregulated","Young CD vs old CD only","Eef1a2"
