"","gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design"
"22138","9030616G12Rik",0.387798495170474,-2.21670921118778,2.84022693488071,-0.780469047724487,0.435114839470441,0.996616347260771,"~diet"
"22139","Angptl3",43.113302332827,-2.21856695063941,1.41053550856753,-1.57285437847111,0.115752540861016,0.996616347260771,"~diet"
"22140","Gm12543",0.853437213219036,-2.21888745134661,2.17781293889204,-1.0188604410053,0.308269226544898,0.996616347260771,"~diet"
"22141","Igkv8-30",3.95246804306441,-2.22205303757659,1.2970612743488,-1.71314422959099,NA,NA,"~diet"
"22142","Prodh2",9.6361043141341,-2.22508696597316,2.10240624264073,-1.0583525299936,0.289894752594821,0.996616347260771,"~diet"
"22143","Btnl6",6.40442357232606,-2.22619675625392,2.54254189229584,-0.87557918435858,NA,NA,"~diet"
"22144","Gm14120",0.599650723376073,-2.22644636707294,3.04645935345831,-0.730830813332697,0.464882499975361,0.996616347260771,"~diet"
"22145","Alb",6298.90689067552,-2.22898369797683,1.48053255835699,-1.50552832181579,0.132188301050782,0.996616347260771,"~diet"
"22146","Hgd",30.9999266695399,-2.22905497369562,1.37366068566499,-1.62271148687387,0.104651094683307,0.996616347260771,"~diet"
"22147","Fam83e",16.3245557076047,-2.23061289255886,1.49976101269085,-1.48731222753732,0.136932366540302,0.996616347260771,"~diet"
"22148","Lrrc66",3.75696313128317,-2.23137747421937,1.09768054837422,-2.0328113470939,0.042071586297408,0.996616347260771,"~diet"
"22149","Cyp2c29",63.1188535147857,-2.23249284053432,2.04417294500618,-1.09212522648252,0.274778062718726,0.996616347260771,"~diet"
"22150","2810007J24Rik",14.4264580311209,-2.23250802194359,2.22344791420561,-1.00407480097919,0.315342560444033,0.996616347260771,"~diet"
"22151","Gm15283",1.13952393599512,-2.2333393134484,1.44117301046362,-1.54966773401477,0.121221286359949,0.996616347260771,"~diet"
"22152","Ttc36",14.6978508712699,-2.23631123284721,1.05321846219078,-2.12331184187134,0.0337277290348909,0.996616347260771,"~diet"
"22153","Dnah7a",0.394087165080319,-2.23760067711974,3.06278613943199,-0.730576858864432,0.465037651092339,0.996616347260771,"~diet"
"22154","Gm29185",0.394087165080319,-2.23760067711974,3.06278613943199,-0.730576858864432,0.465037651092339,0.996616347260771,"~diet"
"22155","Rps2-ps9",1.15255449001533,-2.23817852102731,1.80115291445211,-1.24263659296697,0.214001779033319,0.996616347260771,"~diet"
"22156","RP23-83N21.1",0.597849684405615,-2.24052182594839,2.57682918450705,-0.869487911507417,0.384580317200951,0.996616347260771,"~diet"
"22157","Il20ra",0.395550040582052,-2.24293501242986,3.06253853152867,-0.732377728260057,0.463938048741847,0.996616347260771,"~diet"
"22158","Igkv5-43",9.27817819109657,-2.25256057305535,0.931247382815481,-2.41886378917392,0.0155690689262115,0.996616347260771,"~diet"
"22159","Elovl2",49.8237225696575,-2.25273916203694,2.22727049764349,-1.01143492199102,0.311808313929731,0.996616347260771,"~diet"
"22160","Ttc9b",0.399277384566695,-2.25430589723631,2.7989760363966,-0.805403786214082,0.420586707579596,0.996616347260771,"~diet"
"22161","Gm10115",0.5985426827703,-2.25902989681371,3.04531818606259,-0.741804224974762,0.458205960377044,0.996616347260771,"~diet"
"22162","9630028B13Rik",0.605944956313754,-2.26082360787739,2.15676062086937,-1.0482496694353,0.294523591761839,0.996616347260771,"~diet"
"22163","Slc13a2",7.31671164645433,-2.26143361687863,2.16572484025354,-1.04419249151424,0.296396340146313,0.996616347260771,"~diet"
"22164","Spink13",0.401507435480764,-2.26254485475428,3.06163593883235,-0.738998659526177,0.459907811332266,0.996616347260771,"~diet"
"22165","RP23-346I1.2",0.864633498479601,-2.26363911267344,1.82457709791741,-1.24063768818385,0.214739622755947,0.996616347260771,"~diet"
"22166","Cfi",70.3329588034713,-2.26709028495255,2.62250276398497,-0.864475841965418,0.387326545690868,0.996616347260771,"~diet"
