correlation_method,metabolite_tissue,metabolite,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_cd,n_id,n_old_cd,n_old_id,correlation,p_value,p_adj_bh,old_diet_stratifying,all_diet_stratifying,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,all_diet_metabolite_cohens_d,all_diet_hormone_cohens_d,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,Muscle,D-Ornithine,GIP,12,12,12,0,,,,8,4,3,4,0.1588001965433426,0.6220478958393296,0.9749686961527642,TRUE,TRUE,1.844362330674645,-0.44889601269907653,1.2285365785541031,-1.169512315049918,531166.428779674,2410097.54198323,33.18,1104.9
pearson,Liver,N-ethylmaleimide,Amylin,11,11,13,2,2M20;2M31,2M31,2M20,7,4,2,4,-0.16772041414391042,0.6220593205843111,0.9749686961527642,FALSE,FALSE,-0.9704291963900065,0.13194050017243963,-0.299768704741326,0.22094193230726059,709182.04124426,4373174.39880616,2.52,11.24
pearson,Liver,Lys-Pro,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.17831260002230456,0.6221084509027639,0.9749686961527642,N/A,TRUE,N/A,N/A,1.8617555586021617,0.8291244991681774,44975.6493520262,295753.448804179,221.83,3123.58
pearson,Liver,"2-[(5-methyl-2-furyl)methylene][1,3]thiazolo[3,2-a]benzimidazol-3(2h)-one",Resistin,13,13,13,0,,,,8,5,3,5,0.15110046081087358,0.622188262295579,0.9749686961527642,FALSE,FALSE,-0.45370493556389796,0.4514552437965252,-0.7317714192792436,-0.2597827710416183,6258.35343261947,134282.327929769,7458,50393.88
pearson,Liver,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,0.17821695505342336,0.6222983551094452,0.9749686961527642,TRUE,TRUE,-0.5856026360833103,1.714760623087141,-0.5833458621160474,1.5651901757184394,52815.888746462,21828151.2937315,72.52,114.78
pearson,Muscle,Muscimol,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.15868337980144992,0.6223074748754589,0.9749686961527642,TRUE,TRUE,1.5571933604867174,-0.32131110669417345,2.3570113219659903,-0.017775142969253886,24812.6728353159,242707.774323201,35.4,493.97
pearson,Liver,Niacinamide,Glucagon,13,13,13,0,,,,8,5,3,5,0.15102012593147138,0.6223755765478352,0.9749686961527642,TRUE,FALSE,-2.4591070079936532,0.8177262978081293,-0.6323627822181784,0.2722258385029136,542213381.609609,1212523879.82329,88.58,661.43
pearson,Liver,DL-Glutamic acid,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,-0.17814530899054629,0.6224406223490975,0.9749686961527642,TRUE,TRUE,0.6291302927515564,1.714760623087141,-0.9974017874407307,1.5651901757184394,298386.7243026,702025.041760549,72.52,114.78
pearson,Liver,L-Pyroglutamic acid,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,-0.17814530899054629,0.6224406223490975,0.9749686961527642,TRUE,TRUE,0.6291302927515564,1.714760623087141,-0.9974017874407307,1.5651901757184394,298386.7243026,702025.041760549,72.52,114.78
pearson,Liver,DG(18:2n6/0:0/18:3n3),Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.17812048352145413,0.622489920787891,0.9749686961527642,N/A,TRUE,N/A,N/A,2.3513480845984183,0.8291244991681774,2925463.19313498,13521682.8682894,221.83,3123.58
pearson,Liver,"PC(16:0/18:4(6Z,9Z,12Z,15Z))",C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.15858603246664407,0.622523821018045,0.9749686961527642,FALSE,TRUE,0.052741122408752006,-0.32131110669417345,-1.3431915074914527,-0.017775142969253886,260450.846991153,12490992.6014463,35.4,493.97
pearson,Muscle,Amrinone,GLP-1,11,11,13,2,2M26;2M33,2M26,2M33,8,3,3,3,-0.16749181261525767,0.6225410348636388,0.9749686961527642,TRUE,TRUE,-1.1525372537470375,0.6695208026088053,-0.5416804376813563,1.1848510171297986,566414.377129468,1252429.10573097,52.35,354.34
pearson,Muscle,"DG(16:0/18:2(9Z,12Z)/0:0)",C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.15857336299240463,0.622551979859296,0.9749686961527642,TRUE,FALSE,-1.2619956858231693,-0.32131110669417345,-0.3235775270731565,-0.017775142969253886,226683.670220436,3535047.25104683,35.4,493.97
pearson,Muscle,DEHYDROCOSTUS LACTONE,Amylin,9,9,13,4,2M17;2M20;2M26;2M33,2M17;2M20;2M26;2M33,2M20,6,3,1,3,0.19098021726879663,0.6225704019158428,0.9749686961527642,N/A,FALSE,N/A,N/A,-0.9653817496053064,-0.2040623444192473,5328.78425792881,760813.10931601,2.52,11.24
pearson,Liver,DINP,GIP,12,12,12,0,,,,8,4,3,4,0.15854225919729842,0.6226211123076325,0.9749686961527642,FALSE,TRUE,0.6000304750899415,-0.44889601269907653,-0.27826551213568873,-1.169512315049918,350205.284255076,1104042.71564442,33.18,1104.9
pearson,Liver,"(2S,3R,5S)-3-(2-Aminoethyl)-7-oxo-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,0.1780154140412645,0.6226985828110672,0.9749686961527642,TRUE,TRUE,1.0421087358729555,1.714760623087141,1.1281841406248367,1.5651901757184394,301175.596726011,3732991.2110666,72.52,114.78
pearson,Muscle,Trihydroxycoprostanoic acid,Resistin,12,12,13,1,2M33,2M33,,8,4,3,4,0.15850323550767723,0.6227078517640307,0.9749686961527642,FALSE,FALSE,0.09359665959222425,0.5277688918387164,-0.7913486790874116,-0.17108959216664696,3319.72172742552,11646.6967201013,7458,50393.88
pearson,Liver,3-Furoic acid,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.15849807236011187,0.622719328420605,0.9749686961527642,FALSE,TRUE,-0.7082291583933253,0.7707687524700032,-0.21868591517437813,1.277845624706336,5784603.1490484,16657830.2392499,52.35,354.34
pearson,Liver,met-arg,GIP,12,12,12,0,,,,8,4,3,4,-0.15848070826229194,0.6227579259435949,0.9749686961527642,FALSE,TRUE,0.5017297829292076,-0.44889601269907653,1.1078967178488683,-1.169512315049918,37592.7120440058,178464.565106532,33.18,1104.9
pearson,Liver,Citramalic acid,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.17795423400148833,0.6228200940389068,0.9749686961527642,N/A,FALSE,N/A,N/A,0.06401541515527301,0.8291244991681774,9669118.82765615,24871699.6337561,221.83,3123.58
pearson,Liver,5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone,Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,-0.15843977647007632,0.6228489140095381,0.9749686961527642,TRUE,TRUE,1.3115446454874193,-0.23804063697409028,1.8331678637219178,-0.08274014206296867,80731.3854107549,1018387.70949498,2.52,11.24
pearson,Liver,Methylmalonylcarnitine,PYY,9,9,13,4,2M26;2M31;2M33;4M3,4M3,2M26;2M31;2M33,7,2,3,2,-0.19082507658305595,0.6228584390016734,0.9749686961527642,TRUE,TRUE,0.7472758298892924,1.714760623087141,-0.23251949464890018,1.8593111717210742,10153149.3394763,21112092.8745419,72.52,114.78
pearson,Muscle,"Pyrido[3,4-c]psoralen",Glucagon,13,13,13,0,,,,8,5,3,5,-0.15080956967207046,0.622866623100565,0.9749686961527642,FALSE,FALSE,0.8674304149977833,0.8177262978081293,0.5900815494084559,0.2722258385029136,51856.625619916,217571.884168816,88.58,661.43
pearson,Muscle,N-Decanoylglycine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.1779118228998745,0.6229043326139649,0.9749686961527642,N/A,FALSE,N/A,N/A,-0.7061712211778229,0.8291244991681774,22516.8864568958,87275.4188542975,221.83,3123.58
pearson,Muscle,"6-methyl-8-{[5-(2-naphthyl)-1,3,4-oxadiazol-2-yl]methoxy}[1,2,4]triazolo[4,3-b]pyridazine",Glucagon,11,11,13,2,2M33;4M3,2M33;4M3,,7,4,3,4,-0.16729477856774663,0.6229563360457423,0.9749686961527642,TRUE,FALSE,1.2627740910753347,0.7266988661763346,-0.19835665202896866,0.9176711128806256,89499.8082856058,247133.047802049,88.58,459.23
pearson,Liver,"PG(18:0/20:3(5Z,8Z,11Z))",Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,0.15834595679412897,0.6230574858344069,0.9749686961527642,FALSE,FALSE,-0.2863742605022296,-0.23804063697409028,0.9651948873010681,-0.08274014206296867,146409.778121484,1060962.87584413,2.52,11.24
pearson,Muscle,"PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,0.15833755672077887,0.6230761613945741,0.9749686961527642,TRUE,FALSE,-1.1321140306045048,-0.23804063697409028,-0.5977192284769817,-0.08274014206296867,3214109.84080588,27868657.6467046,2.52,11.24
pearson,Muscle,10Z-Nonadecenoic acid,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.17778036032329675,0.6231654737039829,0.9749686961527642,N/A,FALSE,N/A,N/A,0.3363666984800797,0.8291244991681774,573286.578386642,3213502.99492251,221.83,3123.58
pearson,Liver,2-Hydroxymyristic acid,Resistin,12,12,13,1,4M4,4M4,,7,5,3,5,-0.1582788495939338,0.623206688382536,0.9749686961527642,FALSE,FALSE,-0.1461502820111843,0.4514552437965252,0.3681148178295475,-0.2391127156801522,1113586.80871261,2157628.61450725,7458,50393.88
pearson,Liver,Thiamine monophosphate,Secretin,9,9,12,3,2M31;4M1;4M2,2M31;4M1;4M2,,6,3,3,3,0.19063202707110916,0.6232169201076276,0.9749686961527642,FALSE,FALSE,-0.3857122442028287,-0.33393058700811684,0.03061584820848728,-0.34734509708103245,1797411.33839286,2440542.47525442,11.69,60.26
pearson,Muscle,Caprolactam,Secretin,12,12,12,0,,,,8,4,3,4,0.15822242271600118,0.6233321549401034,0.9749686961527642,FALSE,FALSE,-0.2473115897959238,-0.34464222725767063,-0.9241390473422371,-0.42963057685424855,195118.476929049,20504947.0443945,11.69,60.26
pearson,Liver,Docosahexaenoic acid,GIP,11,11,12,1,2M17,2M17,,7,4,2,4,0.16710306278774484,0.6233605222195064,0.9749686961527642,FALSE,TRUE,-0.6836664440476588,-0.9089964131509328,-0.02203618351525533,-1.545751293507014,279074605.709502,883936495.11501,33.18,1104.9
pearson,Liver,1-Methylguanosine,Insulin,13,13,13,0,,,,8,5,3,5,-0.15058835536190862,0.623382680420115,0.9749686961527642,FALSE,FALSE,0.030201619192942133,-0.7833395778180952,0.3001629478501023,-0.015669237473629045,42445.1057671789,214975.753159278,155.89,2555.98
pearson,Liver,Palmitoleic Acid,Leptin,10,10,13,3,2M16;2M17;2M33,2M17,2M16;2M17;2M33,6,4,1,4,0.17763646124130075,0.6234513623825824,0.9749686961527642,N/A,FALSE,N/A,N/A,0.1297563874494546,0.8291244991681774,1316763.96818328,6625648.46711566,221.83,3123.58
pearson,Muscle,N-[(4-Amino-2-methylpyrimidin-5-yl)methyl]formamide,Insulin,11,11,13,2,2M23;2M33,2M23;2M33,,8,3,3,3,-0.16699512901038824,0.623588115418283,0.9749686961527642,FALSE,FALSE,0.9596771731336249,-0.4722778305692367,0.6386174340787867,0.2515905431651897,6640.97236291138,185957.729202521,155.89,2555.98
pearson,Liver,Isobutyryl-L-carnitine,PYY,9,9,13,4,2M26;2M31;2M33;4M2,2M33;4M2,2M26;2M31;2M33,7,2,3,2,0.19038759307391148,0.6236709172582631,0.9749686961527642,TRUE,TRUE,-7.159243778168609,1.714760623087141,-0.8106046707257452,1.443502378969428,2629472.05890675,10936623.9316113,72.52,114.78
pearson,Liver,"H-(2S,4R)-γ-HYDROXY-GLU-OH",C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.15806131113090216,0.6236904411110853,0.9749686961527642,FALSE,FALSE,-0.219147402509221,-0.32131110669417345,0.09782943972285597,-0.017775142969253886,929984.236736808,6101995.66140886,35.4,493.97
pearson,Muscle,Guanidinoethyl Sulfonate,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.17748252360779548,0.6237572450830051,0.9749686961527642,N/A,FALSE,N/A,N/A,0.6336021000111015,0.8291244991681774,1960120.96365359,5171034.83051299,221.83,3123.58
pearson,Liver,Furazolidone,Insulin,11,11,13,2,2M22;2M33,2M22;2M33,,8,3,3,3,-0.16687351818420637,0.6238445839463895,0.9749686961527642,FALSE,FALSE,-0.9071509918407851,-0.7991788650537581,-0.9446520519568399,-0.03195077749463817,52888.6703760256,1543123.86732205,155.89,2555.98
pearson,Muscle,Diethyl malonate,Insulin,8,8,13,5,2M16;2M26;2M31;4M2;4M3,2M16;2M26;2M31;4M2;4M3,,5,3,2,3,-0.20638070979159698,0.623883732302752,0.9749686961527642,TRUE,TRUE,1.734172560170196,-0.5368296427507772,2.750033810246454,-0.046172378576195515,4466.90406316915,73545.5319138922,233.83,2555.98
pearson,Liver,"PG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",Insulin,12,12,13,1,2M17,2M17,,7,5,2,5,0.1579717826299159,0.6238895704184898,0.9749686961527642,FALSE,FALSE,-0.5597663356218496,-0.20241293093825682,0.10118979861458526,0.35634666624952316,270037.769695817,1164664.37221938,155.89,1800.64
pearson,Muscle,Uridine diphosphate-N-acetylgalactosamine,Resistin,13,13,13,0,,,,8,5,3,5,-0.15036225066369727,0.6239103098478955,0.9749686961527642,FALSE,FALSE,-0.41096107699951223,0.4514552437965252,-0.1462531254986054,-0.2597827710416183,383139.764076336,710049.045082181,7458,50393.88
pearson,Muscle,Eglumetad,C-Peptide 2,10,10,13,3,2M16;2M23;4M2,2M23;4M2,2M16,6,4,2,4,-0.1773775109683121,0.6239659407907923,0.9749686961527642,FALSE,FALSE,0.4522149362051285,-0.33214359565903095,-0.05801691147025163,-0.17038374737484535,140493.710643481,247529.301181544,35.4,493.97
pearson,Liver,"1,2-Didecanoyl-sn-glycero-3-phosphocholine",C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.15789662956900066,0.624056743710498,0.9749686961527642,FALSE,FALSE,-0.8164619156132645,-0.32131110669417345,0.3539115266507911,-0.017775142969253886,14635.837167328,77515.1976936818,35.4,493.97
pearson,Liver,"2,5-Dihydro-2,4,5-trimethyloxazole",Glucagon,10,10,13,3,2M22;2M26;4M1,2M22;2M26;4M1,,7,3,3,3,0.17731584856216723,0.6240884961150914,0.9749686961527642,TRUE,FALSE,0.1829271101867536,1.1120589397893386,-0.6611461162399658,0.09396815036206431,4118826.6489742,5573511.55966299,88.58,661.43
pearson,Muscle,N-Methyl-L-isoleucine,Secretin,12,12,12,0,,,,8,4,3,4,-0.15782417555889952,0.6242179285427648,0.9749686961527642,TRUE,TRUE,-1.3414494657547817,-0.34464222725767063,-1.3955795091964063,-0.42963057685424855,201124.515448687,729971.507987421,11.69,60.26
pearson,Liver,"PE(22:2(13Z,16Z)/18:1(11Z))",C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.15780855806937538,0.6242526739762135,0.9749686961527642,TRUE,FALSE,1.247294948385043,-0.32131110669417345,0.6966622495575281,-0.017775142969253886,352692.180380863,5493169.16672013,35.4,493.97
pearson,Muscle,cGMP,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.17721838990569336,0.6242822141644604,0.9749686961527642,N/A,TRUE,N/A,N/A,1.5942931070098245,0.8291244991681774,11298745.2831517,37348036.7745542,221.83,3123.58
pearson,Muscle,Methylmalonylcarnitine,Leptin,9,9,13,4,2M16;2M17;2M31;2M33,2M31;2M33,2M16;2M17;2M33,6,3,1,3,-0.19004194423104492,0.6243130919201065,0.9749686961527642,N/A,FALSE,N/A,N/A,-0.2887916985050914,0.6177198778778412,2263495.67119023,4264379.93547668,221.83,3123.58
pearson,Muscle,Phenmetrazine,Secretin,12,12,12,0,,,,8,4,3,4,-0.1577573045657251,0.6243667065346423,0.9749686961527642,FALSE,TRUE,-0.853466007528423,-0.34464222725767063,-1.5390777633388735,-0.42963057685424855,1873067.93789007,4440258.92058693,11.69,60.26
pearson,Liver,2-Hydroxydecanedioic acid,Glucagon,13,13,13,0,,,,8,5,3,5,-0.15013449779390697,0.6244419524007654,0.9749686961527642,TRUE,FALSE,-1.8728012566334844,0.8177262978081293,-0.23839011983087147,0.2722258385029136,139391.096076031,422948.062095877,88.58,661.43
pearson,Liver,Secoisolariciresinol,Resistin,12,12,13,1,2M31,2M31,,8,4,3,4,-0.1577217869664755,0.6244457331350556,0.9749686961527642,FALSE,FALSE,0.8298516857228324,0.3926512523408927,0.11632167585592312,-0.2625014815741043,20151.3222032473,52677.4704329842,7458,50393.88
pearson,Muscle,DEET,Secretin,12,12,12,0,,,,8,4,3,4,-0.15771598385679597,0.6244586453898395,0.9749686961527642,FALSE,TRUE,-0.5912483357080113,-0.34464222725767063,-1.5365517313237276,-0.42963057685424855,886730.533648247,1875053.38894863,11.69,60.26
pearson,Liver,Isoprene,Secretin,10,10,12,2,2M20;2M31,2M20;2M31,,7,3,2,3,-0.17711692810116972,0.6244839112709386,0.9749686961527642,FALSE,FALSE,-0.11088841864235055,-0.002139375839882514,0.7923358352712244,-0.32608155019235935,169057.615875278,281120.429469453,11.69,60.26
pearson,Liver,5′-Deoxy-5-fluorocytidine,Glucagon,9,9,13,4,4M2;4M3;4M4;4M5,4M2;4M3;4M4;4M5,,4,5,3,5,-0.18993991808373653,0.6245026862827465,0.9749686961527642,TRUE,TRUE,-1.545308774437727,0.8177262978081293,-0.5482582557664218,1.1053512573854036,6748.44209971949,65210.0592770628,111.13,459.23
pearson,Liver,(S)-Succinyldihydrolipoamide,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.15766942707017453,0.6245622404425571,0.9749686961527642,FALSE,TRUE,0.5922721565355148,0.7707687524700032,0.07260946235851364,1.277845624706336,72367.5617221921,1082182.76514288,52.35,354.34
pearson,Liver,18-Oxocortisol,GLP-1,10,10,13,3,2M23;2M33;4M4,2M23;4M4,2M33,7,3,3,3,-0.1770719376257814,0.6245733555487774,0.9749686961527642,TRUE,TRUE,-1.5105393545045829,0.7404468573589411,-0.743421544003582,1.1561073399261739,16659.5976358969,51405.9120160607,52.35,354.34
pearson,Liver,Galactitol,Insulin,13,13,13,0,,,,8,5,3,5,0.15007064908003842,0.6245910242346691,0.9749686961527642,FALSE,FALSE,-0.6709176066406337,-0.7833395778180952,-0.07932191716256738,-0.015669237473629045,2064059.66615917,4740233.21773578,155.89,2555.98
pearson,Liver,Methylpyrazine,Secretin,12,12,12,0,,,,8,4,3,4,0.15759669392994877,0.6247240938554187,0.9749686961527642,TRUE,FALSE,-1.2709788918921219,-0.34464222725767063,0.2064194757471462,-0.42963057685424855,624366.207440238,3136767.32534567,11.69,60.26
pearson,Liver,"PE(16:0/20:4(5Z,8Z,11Z,14Z))",C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.15758706327161198,0.6247455261477937,0.9749686961527642,TRUE,TRUE,-1.0331260488816514,-0.32131110669417345,-1.007389869882683,-0.017775142969253886,9603244.53955862,77882120.597052,35.4,493.97
pearson,Liver,Nonadecenoic acid,C-Peptide 2,11,11,13,2,2M16;2M33,2M33,2M16,7,4,2,4,-0.16641571854047324,0.6248103865403791,0.9749686961527642,TRUE,TRUE,1.352392360778203,-0.010982342605958558,2.079835686470694,0.4703070128962933,1198924.0188896,4057444.90687358,120.06,493.97
pearson,Muscle,Heptadecanoyl carnitine,C-Peptide 2,11,11,13,2,2M16;2M17,2M17,2M16,6,5,1,5,0.16641032252401325,0.6248217734742573,0.9749686961527642,N/A,TRUE,N/A,N/A,1.346962573870681,-0.023499077175935853,26643.678153849,114967.56616682,35.4,493.97
pearson,Liver,Sedoheptulose,Amylin,11,11,13,2,2M20;2M22,2M22,2M20,7,4,2,4,0.1663803896007607,0.6248849407075966,0.9749686961527642,TRUE,FALSE,-1.388224282843214,-0.14753120914934012,-0.4202307015143198,-0.01784260986216622,94031.9817825971,612678.58161903,2.52,11.24
pearson,Liver,N2-Acetylornithine,Amylin,11,11,13,2,2M20;2M33,2M33,2M20,7,4,2,4,-0.16636645235719105,0.6249143531455865,0.9749686961527642,TRUE,TRUE,1.4411620459771195,-0.4218385902800399,1.1459079237190533,-0.24411076701567155,50619.1808340717,359169.248172689,2.52,11.24
pearson,Liver,Itaconic acid,Secretin,12,12,12,0,,,,8,4,3,4,-0.15748839208695367,0.6249651266805848,0.9749686961527642,FALSE,FALSE,-0.12512982412416743,-0.34464222725767063,0.7143775890402297,-0.42963057685424855,335511.686412316,989607.255047399,11.69,60.26
pearson,Liver,sphingosine d20:1,PYY,8,8,13,5,2M26;2M31;2M33;4M1;4M2,4M1;4M2,2M26;2M31;2M33,6,2,3,2,0.2056477389412245,0.6251438706938284,0.9749686961527642,TRUE,TRUE,1.1267712761048998,1.714760623087141,0.4375040301543457,1.7135682854517191,5343622.61866076,6805336.71276793,72.52,114.78
pearson,Liver,Butenylcarnitine,GIP,11,11,12,1,2M33,2M33,,8,3,3,3,-0.1662495569884476,0.6251610624108355,0.9749686961527642,FALSE,TRUE,0.38278157780863054,-0.23084952860498786,1.0493673267880521,-0.9604267193716179,67648.5400913903,135048.113907389,49,1104.9
pearson,Liver,3-Methoxy-4-hydroxyphenylethyleneglycol sulfate,Secretin,12,12,12,0,,,,8,4,3,4,-0.15739767881089609,0.62516704095843,0.9749686961527642,TRUE,TRUE,-1.1354688281862455,-0.34464222725767063,-1.2958609396565257,-0.42963057685424855,66893.3352526661,213715.651286986,11.69,60.26
pearson,Liver,N-Glycolylglucosamine,GLP-1,11,11,13,2,2M16;2M33,2M16,2M33,7,4,2,4,0.16620620496469374,0.6252525662220176,0.9749686961527642,FALSE,TRUE,0.7434686319209304,0.31853938293908696,1.287265717018428,1.1442115590037945,8997.05435002813,17676.8824297124,58.57,354.34
pearson,Liver,Adenosine diphosphate (ADP),GLP-1,9,9,13,4,2M33;4M1;4M2;4M5,4M1;4M2;4M5,2M33,5,4,3,4,-0.1895357024542867,0.6252540241584728,0.9749686961527642,FALSE,TRUE,-0.33540449044234494,0.7707687524700032,-0.6068185653710154,1.0408911385055772,171082.453769588,1085626.00007095,52.35,354.34
pearson,Liver,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",GIP,8,8,12,4,2M20;2M23;2M26;2M33,2M20;2M23;2M26;2M33,,7,1,2,1,-0.2055612670301502,0.6252925873455788,0.9749686961527642,N/A,N/A,N/A,N/A,N/A,N/A,9908.02902806128,849380.738276751,77.05,1104.9
pearson,Muscle,SM(d18:1/18:0),PYY,9,9,13,4,2M17;2M26;2M31;2M33,2M17,2M26;2M31;2M33,7,2,2,2,0.18951309540529013,0.6252960539490461,0.9749686961527642,TRUE,TRUE,-0.9757136085214936,1.2804789317015426,-0.937037921156692,1.4221086684379336,8543821.70239475,60841597.2724738,72.52,114.78
pearson,Liver,1-oleoyl-2-arachidonoyl-sn-glycero-3-phospho-L-serine,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,-0.17670184127432031,0.6253093009300585,0.9749686961527642,TRUE,TRUE,0.07756958719528571,1.714760623087141,-0.7519758918440466,1.5651901757184394,558311.888944565,2812307.92858552,72.52,114.78
pearson,Muscle,Docosanamide,GLP-1,11,11,13,2,2M17;2M33,2M17,2M33,7,4,2,4,0.16612671761726067,0.625420353768986,0.9749686961527642,TRUE,TRUE,1.0631172352345861,1.5516247985424338,0.7059008838558807,1.815129360805217,26452.7224797755,447965.523509043,52.35,354.34
pearson,Muscle,Ethylene brassylate,Glucagon,12,12,13,1,2M33,2M33,,8,4,3,4,-0.1572671732276502,0.6254575684866415,0.9749686961527642,FALSE,TRUE,0.5518411381889423,0.7266988661763346,1.0435720515577096,0.2465082931723722,20957.8171553678,97161.0667477315,88.58,661.43
pearson,Liver,Aspartylglycosamine,Glucagon,13,13,13,0,,,,8,5,3,5,-0.1496691250302423,0.625528790341086,0.9749686961527642,FALSE,FALSE,0.905822612652426,0.8177262978081293,-0.8107232915088918,0.2722258385029136,852813.661538005,1654290.69875688,88.58,661.43
pearson,Liver,Melleolide B,PYY,9,9,13,4,2M17;2M26;2M31;2M33,2M17,2M26;2M31;2M33,7,2,2,2,-0.1893529035845211,0.6255939005803619,0.9749686961527642,TRUE,TRUE,-1.9696598698841048,1.2804789317015426,0.08826525991861862,1.4221086684379336,30654.5183849115,4542902.68698406,72.52,114.78
pearson,Liver,Dihydrothymine,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,-0.17652748779174254,0.6256561103135585,0.9749686961527642,TRUE,TRUE,0.05842842298544095,1.714760623087141,-1.1411331762077863,1.5651901757184394,10302478.0698221,16816849.6861599,72.52,114.78
pearson,Muscle,L-Homocysteic acid,Leptin,10,10,13,3,2M16;2M17;2M33,2M33,2M16;2M17;2M33,6,4,1,4,-0.1765263432827043,0.6256583870938082,0.9749686961527642,N/A,TRUE,N/A,N/A,-1.1549112573196503,0.8291244991681774,1691099.9211389,2779330.3273645,221.83,3123.58
