correlation_method,metabolite_tissue,metabolite,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_cd,n_id,n_old_cd,n_old_id,correlation,p_value,p_adj_bh,old_diet_stratifying,all_diet_stratifying,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,all_diet_metabolite_cohens_d,all_diet_hormone_cohens_d,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,Liver,DG(18:2n6/0:0/20:4n6),Insulin,13,13,13,0,,,,8,5,3,5,0.15253987253008894,0.6188355902253877,0.9749686961527642,FALSE,FALSE,0.04232870186501565,-0.7833395778180952,0.5405249987191479,-0.015669237473629045,36377.9958406293,1201868.60489709,155.89,2555.98
pearson,Liver,Dihydroactinidiolide,C-Peptide 2,11,11,13,2,2M16;4M2,4M2,2M16,6,5,2,5,0.16924825885539208,0.6188432345560211,0.9749686961527642,TRUE,TRUE,-1.4385275801931354,-0.32131110669417345,-2.198367092170005,-0.11710268706843115,877797.322657531,3624326.01909698,35.4,493.97
pearson,Liver,guaiazulene,Insulin,11,11,13,2,2M22;2M23,2M22;2M23,,8,3,3,3,-0.1692059384367663,0.6189322378711061,0.9749686961527642,TRUE,FALSE,0.34935013969206263,-1.124703634311416,0.40840543781546623,-0.42598528530556395,45818.8612019124,634402.680874072,155.89,2555.98
pearson,Liver,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,-0.16020338137242401,0.6189329673289052,0.9749686961527642,TRUE,TRUE,-1.2941704503919151,0.7707687524700032,-0.9142625449071471,1.277845624706336,52815.888746462,21828151.2937315,52.35,354.34
pearson,Liver,"PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))",C-Peptide 2,11,11,13,2,2M16;4M3,4M3,2M16,6,5,2,5,-0.16917665208095167,0.6189938321709683,0.9749686961527642,TRUE,TRUE,-1.6015766327512986,-0.32131110669417345,-1.1119275562584807,0.024979012162294922,58497.8037662599,691773.822258834,35.4,493.97
pearson,Liver,Propionylcarnitine,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,-0.160169503075446,0.6190081062275454,0.9749686961527642,FALSE,TRUE,-0.3022798037783457,0.7707687524700032,0.07931096857124607,1.277845624706336,33450554.4892684,77103459.3890468,52.35,354.34
pearson,Liver,L-2-Amino-4-methylenepentanedioic acid,Amylin,11,11,13,2,2M20;2M22,2M22,2M20,7,4,2,4,-0.1691492072766298,0.6190515553638682,0.9749686961527642,TRUE,FALSE,-2.3878302759861683,-0.14753120914934012,-0.5915794039206844,-0.01784260986216622,388809.703863708,2291787.23604204,2.52,11.24
pearson,Liver,Adenosine triphosphate,GIP,10,10,12,2,4M1;4M2,4M1;4M2,,6,4,3,4,0.17984461084707654,0.6190693671606599,0.9749686961527642,TRUE,TRUE,-1.6625087711492665,-0.44889601269907653,-1.4950722380540298,-1.0368876724401996,335285.046192795,1108636.62342346,33.18,1104.9
pearson,Liver,4-Nitroaniline,Leptin,9,9,13,4,2M16;2M17;2M26;2M33,2M17;2M26,2M16;2M17;2M33,6,3,1,3,0.19283998317311343,0.6191209821983821,0.9749686961527642,N/A,TRUE,N/A,N/A,0.22199962654499436,1.23456726319069,329134.100308269,1032311.61611916,221.83,3123.58
pearson,Liver,LysoPC(20:0/0:0),Secretin,12,12,12,0,,,,8,4,3,4,0.16009876643681956,0.6191650042772803,0.9749686961527642,FALSE,FALSE,0.7190551394668201,-0.34464222725767063,-0.24703472453904593,-0.42963057685424855,1034820.53394383,2680896.30135678,11.69,60.26
pearson,Muscle,Diethylpyrocarbonate,Resistin,13,13,13,0,,,,8,5,3,5,-0.15239178661273753,0.6191801995546368,0.9749686961527642,FALSE,TRUE,0.19352982922836312,0.4514552437965252,1.177500612556813,-0.2597827710416183,284922.104706783,1782351.35306436,7458,50393.88
pearson,Muscle,3-Ketosphingosine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.17978569948416326,0.6191861352741974,0.9749686961527642,N/A,FALSE,N/A,N/A,0.3773387425280493,0.8291244991681774,24917.9810952513,353129.862589948,221.83,3123.58
pearson,Liver,Oleamide,PYY,8,8,13,5,2M22;2M23;2M26;2M31;2M33,2M22;2M23;2M31;2M33,2M26;2M31;2M33,8,0,3,0,-0.20909645724914894,0.6192217240277245,0.9749686961527642,N/A,N/A,N/A,N/A,N/A,N/A,284463.976452497,530865.295337553,72.52,97.03
pearson,Liver,γ-Glutamyl-3-(sulfinosulfanyl)alanylglycine,Insulin,13,13,13,0,,,,8,5,3,5,-0.1523522849316194,0.6192721356508775,0.9749686961527642,FALSE,FALSE,0.4558769345829284,-0.7833395778180952,-0.8108472001771799,-0.015669237473629045,261739.92929248,472653.42984458,155.89,2555.98
pearson,Liver,Aprobarbital,Leptin,9,9,13,4,2M16;2M17;2M26;2M33,2M26,2M16;2M17;2M33,6,3,1,3,0.19274049353273778,0.6193053496128013,0.9749686961527642,N/A,TRUE,N/A,N/A,2.0565286833190255,1.23456726319069,34350.2398586771,1006176.67551098,221.83,3123.58
pearson,Liver,Adenosine triphosphate,Insulin,11,11,13,2,4M1;4M2,4M1;4M2,,6,5,3,5,0.16902702112073187,0.6193085664200069,0.9749686961527642,TRUE,TRUE,-1.802168842079723,-0.7833395778180952,-1.571894565060629,-0.1673443792621503,335285.046192795,1108636.62342346,233.83,2555.98
pearson,Liver,"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,-0.16002994348624652,0.6193176716564104,0.9749686961527642,FALSE,TRUE,0.021335786384573584,0.7707687524700032,0.1403540642029783,1.277845624706336,2055704.92011669,6194975.94143658,52.35,354.34
pearson,Liver,5-methyl-2-nitro-N'-(pyridin-3-ylmethylene)benzohydrazide,Amylin,11,11,13,2,2M20;4M2,4M2,2M20,6,5,2,5,-0.16900395495237033,0.6193570889778618,0.9749686961527642,FALSE,FALSE,0.0786580255528526,-0.23804063697409028,-0.6361989159104505,0.08413907712035697,539151.085621988,1634283.76612482,2.52,11.12
pearson,Muscle,"3,4,5-Trimethoxyphenyl acetate",GLP-1,11,11,13,2,2M33;4M4,4M4,2M33,7,4,3,4,-0.16899034672003924,0.6193857162286535,0.9749686961527642,FALSE,TRUE,0.8322402142086318,0.7707687524700032,0.0021313978644882012,1.1539380040880338,38154.060942994,84871.3758562733,52.35,354.34
pearson,Liver,"PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Secretin,12,12,12,0,,,,8,4,3,4,0.15996557439680348,0.6194604716963787,0.9749686961527642,FALSE,FALSE,-0.881271429437135,-0.34464222725767063,0.028477695582825646,-0.42963057685424855,1496338.74971099,11812591.5289508,11.69,60.26
pearson,Liver,Deoxyinosine,Secretin,11,11,12,1,2M23,2M23,,8,3,3,3,0.1689465387105188,0.6194778771121463,0.9749686961527642,FALSE,FALSE,-0.7022367407103046,0.022643231723192585,-0.81831066842804,-0.03068155672518656,70691.611505751,185239.87788417,15.09,60.26
pearson,Liver,"PE(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))",Leptin,9,9,13,4,2M16;2M17;2M31;2M33,2M31,2M16;2M17;2M33,6,3,1,3,-0.1926226716814235,0.6195237127752449,0.9749686961527642,N/A,FALSE,N/A,N/A,0.34463469917559064,0.6177198778778412,295909.404321055,1351588.23742234,221.83,3123.58
pearson,Muscle,glu-thr,Insulin,13,13,13,0,,,,8,5,3,5,0.15221489504458005,0.6195919361634044,0.9749686961527642,FALSE,FALSE,-0.035863743484600044,-0.7833395778180952,-0.1704070991048068,-0.015669237473629045,144796.04746895,251724.187340962,155.89,2555.98
pearson,Liver,"5-{5-[(2s)-1-(cyclopropylmethyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-n-(2-methoxyethyl)-2-pyridinamine",GLP-1,11,11,13,2,2M22;2M33,2M22,2M33,8,3,3,3,-0.16886952134468816,0.6196399139305667,0.9749686961527642,TRUE,TRUE,-2.0156992423710487,1.2550142910591473,-0.418990689896144,1.9787992967400518,16036.552850076,151689.793746597,52.35,354.34
pearson,Muscle,acrolein,Glucagon,12,12,13,1,2M33,2M33,,8,4,3,4,-0.1598723452628826,0.6196673179003607,0.9749686961527642,TRUE,FALSE,-1.3320810898471367,0.7266988661763346,-0.7029527987931417,0.2465082931723722,257096.710095619,3094305.57855081,88.58,661.43
pearson,Liver,2-Methylhippuric acid,Insulin,12,12,13,1,2M26,2M26,,8,4,3,4,-0.15986357911242258,0.6196867685405869,0.9749686961527642,FALSE,FALSE,0.4716436361881142,-0.5729614552088214,-0.7315214018077176,0.18925405644351287,539679.485288419,2564877.52565816,155.89,2555.98
pearson,Muscle,"LysoPC(18:2(9Z,12Z)/0:0)",GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.15984935269656309,0.6197183350843011,0.9749686961527642,FALSE,TRUE,-0.9576516160450377,0.7707687524700032,0.4911022817087267,1.277845624706336,3019220.42269048,14491171.1380173,52.35,354.34
pearson,Liver,"PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",GIP,10,10,12,2,2M31;2M33,2M31;2M33,,8,2,3,2,-0.17945887482395148,0.6198340731051482,0.9749686961527642,TRUE,TRUE,-2.7546276613660967,-0.5900642065274049,-1.1154257457409218,-1.2654949334597518,139154.059894587,722851.404229665,49,1104.9
pearson,Muscle,Caprylic acid,Secretin,12,12,12,0,,,,8,4,3,4,0.159791114240198,0.6198475646951889,0.9749686961527642,FALSE,FALSE,-0.7311217685894533,-0.34464222725767063,-0.5997864706513739,-0.42963057685424855,171652.436577161,1179630.0732048,11.69,60.26
pearson,Muscle,"LysoPC(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",Leptin,9,9,13,4,2M16;2M17;2M22;2M33,2M17;2M22,2M16;2M17;2M33,6,3,1,3,0.1924451375578059,0.6198527912811866,0.9749686961527642,N/A,TRUE,N/A,N/A,2.4303051191503475,0.3626920003188535,5563.96239504601,376004.926628656,221.83,2198.03
pearson,Muscle,Propionylcarnitine,Leptin,8,8,13,5,2M16;2M17;2M26;2M31;2M33,2M26;2M31;2M33,2M16;2M17;2M33,6,2,1,2,0.20872607200604545,0.6198569001848802,0.9749686961527642,N/A,TRUE,N/A,N/A,-0.6984102518558979,1.051134067341909,86874.7092400667,10966533.4977475,221.83,3123.58
pearson,Liver,"dTDP-4-amino-4,6-dideoxy-5-C-methyl-L-mannose",PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,-0.1794178398097763,0.6199154426764779,0.9749686961527642,TRUE,TRUE,-0.9009270861832699,1.714760623087141,-1.506541996549907,1.5651901757184394,5644156.5333814,19646691.6713284,72.52,114.78
pearson,Liver,Propionic acid,GLP-1,11,11,13,2,2M26;2M33,2M26,2M33,8,3,3,3,0.16871098145985983,0.6199735137555918,0.9749686961527642,FALSE,TRUE,0.34544732849202037,0.6695208026088053,0.6830466025310409,1.1848510171297986,9299975.06400477,17453000.7516901,52.35,354.34
pearson,Muscle,"1,5-DAN",PYY,9,9,13,4,2M16;2M26;2M31;2M33,2M16;2M26,2M26;2M31;2M33,7,2,2,2,-0.19235084418674817,0.6200275978823209,0.9749686961527642,TRUE,TRUE,-1.0674022392951525,1.6219640503986936,0.20689621529269733,1.489456014345113,68489.8364072822,308317.550945685,72.52,114.78
pearson,Liver,Palmitoyl Serinol,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.15970109751451608,0.6200473288775314,0.9749686961527642,FALSE,TRUE,0.052690762154216836,0.7707687524700032,-0.07025890844983655,1.277845624706336,202527.964722325,522703.693159533,52.35,354.34
pearson,Liver,lifarizine,Glucagon,12,12,13,1,2M22,2M22,,8,4,3,4,0.15969746578986208,0.6200553888580154,0.9749686961527642,TRUE,TRUE,3.3497154048860796,1.3277781571016114,4.1150729550899285,0.47415809902047246,87609.4410233947,7356767.39622595,88.58,661.43
pearson,Liver,Sphingosine 1-phosphate,Secretin,8,8,12,4,2M22;2M23;2M26;2M31,2M22;2M23;2M26;2M31,,8,0,3,0,-0.20859178767440356,0.6200872360438829,0.9749686961527642,N/A,N/A,N/A,N/A,N/A,N/A,102721.867669113,514730.393825886,15.09,60.26
pearson,Muscle,10-Hydroxy-2-decenoic acid,Glucagon,13,13,13,0,,,,8,5,3,5,-0.15197493587049948,0.620150633546438,0.9749686961527642,FALSE,FALSE,-0.896482083656698,0.8177262978081293,-0.1677858627848715,0.2722258385029136,76213.006408387,312997.557977952,88.58,661.43
pearson,Liver,Triethanolamine,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.15963050846301768,0.6202039958610096,0.9749686961527642,FALSE,FALSE,-0.9831078963655866,-0.32131110669417345,0.31262375943672444,-0.017775142969253886,233213.716865415,2328516.93081041,35.4,493.97
pearson,Muscle,3-Hydroxybenzyl alcohol,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.15959820220034823,0.620275701966703,0.9749686961527642,TRUE,TRUE,1.0528107128704467,0.7707687524700032,-0.0355909421049378,1.277845624706336,2253396.877274,18086565.7856038,52.35,354.34
pearson,Liver,γ-Glutamyl-3-(sulfinosulfanyl)alanylglycine,Glucagon,13,13,13,0,,,,8,5,3,5,-0.1519114454827206,0.6202984897502868,0.9749686961527642,FALSE,FALSE,0.4558769345829284,0.8177262978081293,-0.8108472001771799,0.2722258385029136,261739.92929248,472653.42984458,88.58,661.43
pearson,Liver,"3,4-Dihydrocadalene",Insulin,13,13,13,0,,,,8,5,3,5,-0.15189483951909666,0.6203371638308743,0.9749686961527642,FALSE,FALSE,-0.8524871175791087,-0.7833395778180952,-0.34939763744217933,-0.015669237473629045,857789.477228996,1993816.32643834,155.89,2555.98
pearson,Liver,Protoporphyrin IX,Glucagon,13,13,13,0,,,,8,5,3,5,-0.15188805145488263,0.6203529729971177,0.9749686961527642,FALSE,TRUE,-0.7732554500751944,0.8177262978081293,-1.6453417709467868,0.2722258385029136,61976.6157782091,223033.60390563,88.58,661.43
pearson,Liver,Tiglylcarnitine,Secretin,11,11,12,1,2M26,2M26,,8,3,3,3,-0.16852319885618422,0.6203687293219967,0.9749686961527642,TRUE,TRUE,1.2548234026513059,-0.26441213444404277,1.5806923562560116,-0.3563377165985628,98376.1911844227,294525.394859091,11.69,60.26
pearson,Liver,Indoxyl sulfate,Secretin,11,11,12,1,2M26,2M26,,8,3,3,3,0.168511272638598,0.6203938328109558,0.9749686961527642,FALSE,FALSE,-0.7432257161477037,-0.26441213444404277,-0.1412405613045593,-0.3563377165985628,4910477.0890168,16186181.9823063,11.69,60.26
pearson,Liver,Edaravone,PYY,9,9,13,4,2M26;2M31;2M33;4M1,2M26;4M1,2M26;2M31;2M33,7,2,3,2,0.19211964762858377,0.6204562733212555,0.9749686961527642,TRUE,TRUE,0.6460930333463685,1.714760623087141,1.3134238259330375,1.8509081733583734,527333.938573816,1055062.21898717,72.52,114.78
pearson,Liver,L-Fucose,GIP,9,9,12,3,2M20;2M23;2M26,2M20;2M23;2M26,,7,2,2,2,0.19208826714731175,0.6205144653807002,0.9749686961527642,TRUE,TRUE,1.246171470356108,-0.38667005390473824,1.1690589556454047,-1.1256152973212081,2673455.27001465,3072053.6041851,33.18,1104.9
pearson,Liver,(Â±)-2-Hydroxy-4-(methylthio)butanoic acid,Glucagon,11,11,13,2,2M22;2M26,2M22;2M26,,8,3,3,3,0.16844646939500554,0.6205302434761694,0.9749686961527642,TRUE,TRUE,2.9832888458325337,1.1120589397893386,4.085818522338274,0.22479974120195836,242967.882926846,978213.296111375,88.58,661.43
pearson,Liver,Myristic acid,Insulin,12,12,13,1,2M17,2M17,,7,5,2,5,0.1594794268381286,0.6205393586321666,0.9749686961527642,TRUE,FALSE,-1.3237655690160124,-0.20241293093825682,-0.8718920792610784,0.35634666624952316,68838601.217473,246924934.384554,155.89,1800.64
pearson,Liver,"PG(16:0/18:2(9Z,12Z))",GIP,12,12,12,0,,,,8,4,3,4,-0.1594763761486431,0.6205461310701565,0.9749686961527642,TRUE,TRUE,-1.5364976699329056,-0.44889601269907653,-0.9873572212109151,-1.169512315049918,18504306.0764822,51023141.9732982,33.18,1104.9
pearson,Liver,PC(18:1(9Z)/15:0),Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.17909491801156482,0.6205559036398367,0.9749686961527642,N/A,TRUE,N/A,N/A,1.4169924468981594,0.8291244991681774,61135.1405511162,7026831.57352176,221.83,3123.58
pearson,Liver,Brigatinib,Insulin,13,13,13,0,,,,8,5,3,5,-0.15175762858838557,0.6206567524849279,0.9749686961527642,FALSE,TRUE,-0.943878560788224,-0.7833395778180952,-1.029806692627606,-0.015669237473629045,44719.0539100919,281315.724293677,155.89,2555.98
pearson,Liver,Acetoin,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.15939861350020315,0.6207187709179616,0.9749686961527642,FALSE,FALSE,0.4855159753396368,-0.32131110669417345,0.4146445180094261,-0.017775142969253886,955879.638407296,6020771.26062629,35.4,493.97
pearson,Muscle,3-Hydroxybenzyl alcohol,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.15939495499181724,0.6207268935577306,0.9749686961527642,FALSE,FALSE,0.9362429952593057,-0.32131110669417345,-0.24356013816264394,-0.017775142969253886,3428972.26238339,18086565.7856038,35.4,493.97
pearson,Muscle,3-Methoxy-4-hydroxyphenylethyleneglycol sulfate,Amylin,11,11,13,2,2M20;2M33,2M33,2M20,7,4,2,4,0.16830822644689009,0.6208212803847255,0.9749686961527642,FALSE,FALSE,-0.04487758265850711,-0.4218385902800399,0.7569618272430918,-0.24411076701567155,6327.34430785354,31377.053813564,2.52,11.24
pearson,Liver,"DG(16:0/18:2(9Z,12Z)/0:0)",Secretin,12,12,12,0,,,,8,4,3,4,0.15932559108761307,0.6208809030226727,0.9749686961527642,TRUE,TRUE,-2.264001210125543,-0.34464222725767063,-2.5823092795454246,-0.42963057685424855,12767229.2258437,42946086.8910601,11.69,60.26
pearson,Liver,"4,7-Dioxoheptanoic acid",GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,-0.15931981537008458,0.6208937275441393,0.9749686961527642,FALSE,TRUE,-0.33985521400027213,0.7707687524700032,0.1321290270344373,1.277845624706336,91927.3270890096,256163.619352048,52.35,354.34
pearson,Liver,4-Methoxychalcone,Secretin,12,12,12,0,,,,8,4,3,4,0.1593103843431174,0.6209146685977522,0.9749686961527642,FALSE,FALSE,0.24552889203461128,-0.34464222725767063,0.40691850889803655,-0.42963057685424855,182444.685671785,30140618.0471793,11.69,60.26
pearson,Muscle,SM(d18:1/16:0),PYY,9,9,13,4,2M17;2M26;2M31;2M33,2M17;2M26,2M26;2M31;2M33,7,2,2,2,-0.1918601669275861,0.620937509830054,0.9749686961527642,TRUE,TRUE,-3.960098435904196,1.2804789317015426,-1.855072499276998,1.4221086684379336,8692512.55017167,32860874.4945565,72.52,114.78
pearson,Muscle,Trihydroxycoprostanoic acid,Secretin,12,12,12,0,,,,8,4,3,4,-0.15929206929658335,0.6209553368442264,0.9749686961527642,FALSE,FALSE,0.09359665959222425,-0.34464222725767063,-0.7913486790874116,-0.42963057685424855,3319.72172742552,11646.6967201013,11.69,60.26
pearson,Liver,"5-Methyl-3-[(12Z)-2,8,16,17-tetrahydroxy-12-dotriaconten-1-yl]-2(5H)-furanone",Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.17885553613455027,0.6210308254858798,0.9749686961527642,N/A,TRUE,N/A,N/A,-2.0605320205752506,0.8291244991681774,2431377.88308704,7785363.47908296,221.83,3123.58
pearson,Liver,Cyclocalopin F,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.15925799221753514,0.6210310070050649,0.9749686961527642,TRUE,FALSE,-1.2906340095994877,-0.32131110669417345,-0.9284512258958959,-0.017775142969253886,547504.534346465,2724693.15443467,35.4,493.97
pearson,Liver,2-Aminoisobutyric acid,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,-0.15925529121092738,0.6210370048934889,0.9749686961527642,FALSE,TRUE,0.13070129391490648,0.7707687524700032,-0.1509078949109572,1.277845624706336,5361523.38651948,11412730.4805394,52.35,354.34
pearson,Liver,PC(16:0/15:0),Insulin,13,13,13,0,,,,8,5,3,5,0.15158875752180326,0.6210501673824173,0.9749686961527642,TRUE,TRUE,1.2930898717065755,-0.7833395778180952,1.1036544981483365,-0.015669237473629045,35719.2869895656,4488586.77453962,155.89,2555.98
pearson,Liver,Hypoxanthin,Insulin,13,13,13,0,,,,8,5,3,5,-0.15154746868254615,0.6211463711258921,0.9749686961527642,TRUE,TRUE,-1.7124751626484136,-0.7833395778180952,-1.197971018908729,-0.015669237473629045,1391934.57034346,3105011.98681579,155.89,2555.98
pearson,Muscle,2-Methylhippuric acid,Amylin,11,11,13,2,2M20;4M3,4M3,2M20,6,5,2,5,0.16815318964816214,0.6211477306980009,0.9749686961527642,TRUE,TRUE,-1.0519426431054377,-0.23804063697409028,-1.3777244663881325,0.007653059476822507,11254.2555615885,810867.752129295,2.52,11.24
pearson,Liver,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",GLP-1,9,9,13,4,2M16;2M17;2M26;2M33,2M16;2M17;2M26,2M33,6,3,1,3,-0.19173069585666294,0.6211776751989151,0.9749686961527642,N/A,TRUE,N/A,N/A,0.48818283556379216,1.5181073781510157,696533.122346454,3090726.66369884,58.57,354.34
pearson,Liver,3-Sulfino-L-alanine,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.159183620106075,0.6211961663640224,0.9749686961527642,FALSE,TRUE,0.3832947577238035,0.7707687524700032,0.25026522226259273,1.277845624706336,50638.4149180572,223594.652915373,52.35,354.34
pearson,Liver,Trehalose 6-phosphate,Amylin,9,9,13,4,2M16;2M17;2M20;2M26,2M16;2M17;2M26,2M20,5,4,0,4,-0.1917062461077739,0.6212230323028538,0.9749686961527642,N/A,TRUE,N/A,N/A,1.8156880601058,-0.08190598280884068,28622.7465051369,429672.09450005,2.52,11.24
pearson,Muscle,"(2R)-2,3-Dihydroxypropanoic acid",Insulin,10,10,13,3,2M22;2M31;4M3,2M22;2M31;4M3,,7,3,3,3,-0.17873811764729491,0.6212638240647204,0.9749686961527642,TRUE,FALSE,0.8661938384362671,-1.3502579963246752,0.32444255814040435,-0.5836058554171409,371639.660772932,2228631.10069289,155.89,2555.98
pearson,Liver,guaiazulene,C-Peptide 2,10,10,13,3,2M16;2M22;2M23,2M22;2M23,2M16,7,3,2,3,-0.17870819411963304,0.6213232074610296,0.9749686961527642,TRUE,TRUE,-0.059404973295784556,-1.4570989373782297,0.25325539800988456,-1.31232399035374,45818.8612019124,634402.680874072,35.4,339.89
pearson,Liver,6-Aminonicotinamide,Resistin,13,13,13,0,,,,8,5,3,5,-0.1514144992896086,0.6214562298990233,0.9749686961527642,TRUE,FALSE,1.1946571988190111,0.4514552437965252,0.5017217642656651,-0.2597827710416183,2744042.76641342,91851970.760541,7458,50393.88
pearson,Liver,12-Hydroxydodecanoic acid,Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,-0.15906081019111398,0.6214689274723211,0.9749686961527642,TRUE,FALSE,-1.7932528006551132,-0.23804063697409028,-0.17601743020272073,-0.08274014206296867,345611.753546341,2350374.87872798,2.52,11.24
pearson,Liver,"5-(2-Thienyl)-3,4,7,7a-tetrahydrocyclopenta[b]pyran-6(2H)-one",Resistin,13,13,13,0,,,,8,5,3,5,0.15136453798005997,0.6215726696682522,0.9749686961527642,TRUE,TRUE,-1.2258202292751097,0.4514552437965252,-1.7095367376074835,-0.2597827710416183,1165569.56896774,2870875.54410334,7458,50393.88
pearson,Liver,Tridecanoic acid,Glucagon,12,12,13,1,4M1,4M1,,7,5,3,5,0.15900167553514097,0.6216002812830114,0.9749686961527642,TRUE,TRUE,1.6346478369957318,0.8177262978081293,2.2081627499771566,0.13865879408586831,930457.932719575,1584817.73710529,88.58,661.43
pearson,Liver,Furan,Amylin,10,10,13,3,2M16;2M20;2M26,2M16;2M26,2M20,6,4,1,4,0.17855813583742916,0.6216210285800503,0.9749686961527642,N/A,FALSE,N/A,N/A,0.3745429489833052,-0.23868504440634997,77385.5020590074,2712319.87302026,2.52,11.24
pearson,Muscle,Valine-C13N15,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.17855251690309296,0.621632181456656,0.9749686961527642,N/A,FALSE,N/A,N/A,-0.413770852746099,0.8291244991681774,541106.3178389301,956436.9508473284,221.83,3123.58
pearson,Muscle,"2,5-Dihydro-2,4,5-trimethyloxazole",Insulin,13,13,13,0,,,,8,5,3,5,-0.1513367575636593,0.6216374181831192,0.9749686961527642,FALSE,FALSE,0.6658132888537707,-0.7833395778180952,0.3580363160752137,-0.015669237473629045,934587.905309678,6817435.09670052,155.89,2555.98
pearson,Liver,Adenylthiomethylpentose,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.15897950618181267,0.6216495279302563,0.9749686961527642,FALSE,FALSE,0.052746543670415265,-0.32131110669417345,-0.39192404369548556,-0.017775142969253886,618968.024078987,2149641.88712292,35.4,493.97
pearson,Liver,L-Aspartic acid,Secretin,12,12,12,0,,,,8,4,3,4,0.15895123509578352,0.6217123309356674,0.9749686961527642,TRUE,FALSE,1.3059976879290764,-0.34464222725767063,0.06785057181635276,-0.42963057685424855,16048686.4180378,59202714.2393902,11.69,60.26
pearson,Liver,L-Glutathione oxidized,Insulin,13,13,13,0,,,,8,5,3,5,0.15129891205225768,0.6217256297025273,0.9749686961527642,FALSE,FALSE,0.2555927155156124,-0.7833395778180952,-0.18679211205002866,-0.015669237473629045,277684.931440014,1651875.79432156,155.89,2555.98
pearson,Liver,"PE(20:3(8Z,11Z,14Z)/18:0)",GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,-0.15891161763703376,0.6218003433188162,0.9749686961527642,FALSE,TRUE,0.8990513104164544,0.7707687524700032,0.3550583515831893,1.277845624706336,703883.47664512,20351945.9120782,52.35,354.34
pearson,Liver,Taurocholic acid,Leptin,9,9,13,4,2M16;2M17;2M23;2M33,2M23,2M16;2M17;2M33,6,3,1,3,-0.19138379006569378,0.6218213286532916,0.9749686961527642,N/A,TRUE,N/A,N/A,-0.05015036113646427,1.2501553935819132,170460.242338779,87776965.3589651,221.83,3123.58
pearson,Liver,"2-{2-[2-(1-Benzo[b]thiophen-3-ylethylidene)hydrazono]-4-oxo-1,3-thiazolan-5-yl}acetic acid",Amylin,11,11,13,2,2M20;4M1,4M1,2M20,6,5,2,5,0.16782863811911755,0.6218313149718105,0.9749686961527642,TRUE,FALSE,2.5377787060429933,-0.23804063697409028,0.21742094947113227,0.07315640778403316,241396.821400192,883849.809420796,2.52,11.24
pearson,Liver,Benzyl formate,Insulin,10,10,13,3,4M1;4M2;4M3,4M1;4M2;4M3,,5,5,3,5,0.17845057255782648,0.6218345401765366,0.9749686961527642,FALSE,TRUE,-0.788076996047469,-0.7833395778180952,-1.0181665438145862,-0.23404905853113744,796846.882027048,7384196.47894006,233.83,2555.98
pearson,Liver,Acetylglycine,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.15881422372190035,0.6220167286362626,0.9749686961527642,FALSE,TRUE,-0.008246729829065118,-0.32131110669417345,-1.6117127172831396,-0.017775142969253886,206124.762713996,1066571.00856233,35.4,493.97
