"tissue","raw.file","source","sequence.id","sample","ion.mode","name","formula","mz","rt","ion.count"
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","AICAR","C9H15N4O8P",337.05777,14.573,425326.817647276
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Abscisic acid","C15H20O4",263.12861,2.87,47029.9092177253
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Acetylglycine","C4H7NO3",116.03527,10.085,528896.295996005
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Acetylphosphate","C2H5O5P",138.98009,14.672,726874.318823205
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Acipimox","C6H6N2O3",153.03052,10.146,271959.043340317
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Acrylic acid","C3H4O2",71.01382,7.649,13176492.1920333
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Adenosine 2',3'-cyclic phosphate","C10H12N5O6P",328.04522,9.501,110904.042863642
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Adenosine 5'-monophosphate","C10H14N5O7P",346.056,16.937,7230290.12429857
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Adenosine diphosphate (ADP)","C10H15N5O10P2",426.02201,17.015,3063564.4726853
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Adenosine diphosphate ribose","C15H23N5O14P2",558.06445,14.425,10739941.5147317
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Adrenic acid","C22H36O2",331.26388,2.195,64433650.5239118
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Alanylproline","C8H14N2O3",185.09305,13.215,68799.1578941356
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Aldosterone","C21H28O5",359.1864,2.566,294163.852454191
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Allantoin","C4H6N4O3",157.03661,8.489,16485224.6964781
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Allose","C6H12O6",179.05604,12.802,114317702.877067
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Annoglabasin F","C22H34O5",377.23615,2.277,8715513.23254868
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Anserine","C10H16N4O3",239.11475,15.173,76465.4027793555
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Aprobarbital","C10H14N2O3",209.09459,8.411,18024.8295961666
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Arabinonic acid","C5H10O6",165.04034,12.581,26375924.8226798
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Arachidic acid","C20H40O2",311.29534,2.196,1200207.88316032
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Arachidonic acid","C20H32O2",303.23255,2.214,1184085115.16392
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Arginylglutamic acid","C11H21N5O5",302.14869,12.313,68258.5659741369
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Artemether","C16H26O5",297.17041,2.796,309106.030439219
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Ascorbic acid","C6H8O6",175.02466,14.58,288373.562560741
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Ascorbic acid 2-sulfate","C6H8O9S",254.98131,3.194,10997176.6996117
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Asparagoside A","C33H54O8",577.37504,2.904,133012.800726873
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Azelaic acid","C9H16O4",187.09737,12.013,5333899.87271127
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Baicalin","C21H18O11",445.07556,4.047,33816.0224984071
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Barbital","C8H12N2O3",183.07733,12.005,160713.299173676
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Behenic acid","C22H44O2",339.32653,2.205,555958.076016082
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Behenoylglycine","C24H47NO3",396.34821,2.411,193641.210101956
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Benzyl alcohol","C7H8O",107.05006,2.348,337414.851934405
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Benzyl cinnamate","C16H14O2",237.09109,12.267,9872652.39037495
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Biflorin","C16H18O9",353.0896,12.817,149230.760158516
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Bosentan","C27H29N5O6S",550.17194,15.84,2393.64006189999
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Calonectrin","C19H26O6",349.1654,2.719,113129.232601553
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Canrenone","C22H28O3",339.19955,1.951,12675969.2855802
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Caprylic acid","C8H16O2",143.10767,2.398,135130.932474457
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Capryloylglycine","C10H19NO3",200.1291,2.89,141433.496124725
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Carbamazepine-O-quinone","C15H10N2O3",265.05997,2.033,11271.3983086143
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Chenodeoxycholic acid","C24H40O4",391.28546,2.998,45892.1835009756
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Cholesterol sulfate","C27H46O4S",465.30424,1.893,61693212.595128
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Cholic acid","C24H40O5",407.28021,4.214,1113194.59022572
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Cinnamoylglycine","C11H11NO3",204.06637,3.813,6021083.30990689
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Citramalic acid","C5H8O5",147.02985,13.797,6605078.22927505
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Citric acid","C6H8O7",191.01964,14.916,17640735.2862484
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Citronellyl propionate","C13H24O2",211.17009,2.419,290514.492347421
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Citrusin E","C17H24O9",371.13422,15.758,3512.38601830042
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Corchorifatty acid F","C18H32O5",327.21753,3.026,1510482.33143651
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Cortexolone","C21H30O4",345.20715,2.587,160517.315587577
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Cucurbic acid","C12H20O3",211.13393,2.466,432592.580209511
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Cysteic acid","C3H7NO5S",167.99715,13.727,974539.084438863
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Cytidine","C9H13N3O5",242.07823,9.952,265080.204098887
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","D-Alanine","C3H7NO2",88.04034,12.534,157269.703794125
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","D-Glucuronic acid","C6H10O7",193.03511,14.179,4882610.77080258
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","D-Glucuronic acid 1-phosphate","C6H11O10P",272.99929,11.86,2108963.08854165
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","D-Glycero-D-galacto-heptitol","C7H16O7",211.08221,14.089,1460973.09537049
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","D-Malic acid","C4H6O5",133.01416,14.331,215053738.674144
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","D-Ribose","C5H10O5",149.04541,8.81,786302.543719818
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","D-Ribose 5-phosphate","C5H11O8P",229.01167,14.803,9868279.93637412
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","D-Tartaric acid","C4H6O6",149.00899,14.843,523060.895131911
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","D-Threitol","C4H10O4",181.0717,8.974,20913.2841080978
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","D-Xylose","C5H10O5",149.04694,10.956,186935.034031132
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","DG(18:2n6/0:0/18:3n3)","C40H68O5",673.50604,2.295,554049.489716302
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","DG(18:2n6/0:0/20:4n6)","C42H70O5",653.51782,2.282,669411.320577136
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","DL-Malic acid","C4H6O5",133.01405,12.815,3940287.47230203
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","De-O-methylsterigmatocystin","C17H10O6",309.03982,12.345,20733158.9423261
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Dehydroascorbic acid","C6H6O6",173.00893,3.766,4221604.31495396
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Deoxyinosine","C10H12N4O4",251.0783,8.598,79414.4496640545
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Deoxyuridine","C9H12N2O5",227.06729,5.254,3312619.74776163
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Dephospho-CoA","C21H35N7O13P2S",686.14533,12.762,33692.9217278287
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Diacetyl","C4H6O2",85.02949,12.798,15879271.4420357
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Diethyl tartrate","C8H14O6",205.07258,3.515,134447.655119592
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Dihomo-gamma-linolenic acid","C20H34O2",305.24818,2.215,226325394.693054
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Dihydrocarvone","C10H16O",151.11262,3.935,298554.93526885
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Dihydronaringenin-O-sulphate","C15H14O8S",353.03607,8.488,180452.398530703
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Dihydronepetalactone","C10H16O2",167.10765,2.44,546809.274970147
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Dihydroxyacetone phosphate","C3H7O6P",168.99049,14.666,437072.915140599
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Dimethylglycine","C4H9NO2",102.0559,11.421,492610.995629814
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Docosadienoate (22:2n6)","C22H40O2",335.29474,2.228,507994.489578461
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Docosahexaenoic acid","C22H32O2",327.23273,2.182,1152531704.18132
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Docosatrienoic acid","C22H38O2",333.27963,2.192,1690080.08654277
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Dodecanedioic acid","C12H22O4",229.14428,4.073,205162.425217972
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Dodecanoic acid","C12H24O2",199.17026,2.37,9085653.29453182
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Eicosadienoic acid","C20H36O2",307.26383,2.21,66027790.4283374
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Eicosapentaenoic acid","C20H30O2",301.21691,2.239,401159477.018299
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Elaidic acid","C18H34O2",281.24819,2.218,4377941811.3703
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Encelin","C15H16O3",243.10257,2.633,386976.424123893
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Ethyl glucuronide","C8H14O7",221.06656,11.338,1896516.64376337
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Fasciculol C","C30H52O6",507.36919,4.068,124211.885956883
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Ferulic acid","C10H10O4",193.05038,2.803,395351.233263798
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Ferulic acid 4-O-sulfate","C10H10O7S",273.00717,3.747,338762.290005489
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Flavin mononucleotide","C17H21N4O9P",455.10153,2.512,60442.2978305978
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Floribundoside","C21H22O10",433.11303,11.636,564310.004601088
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Fructose 6-phosphate","C6H13O9P",259.02221,14.993,27602865.6067233
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Furazolidone","C8H7N3O5",224.03309,4.043,41446.4472629187
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Galactaric acid","C6H10O8",209.03002,15.122,229274.748177512
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Galactitol","C6H14O6",181.0717,12.593,5528540.20150283
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Galactonic acid","C6H12O7",195.05087,13.589,33376947.1107264
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Galactose-beta-1,4-xylose","C11H20O10",311.09689,15.269,40478.0984549289
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Geranyl acetoacetate","C14H22O3",237.14932,2.369,676354.368027904
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Glabric acid","C30H46O5",485.32703,2.08,156136.764637987
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Gluconic acid","C6H12O7",195.0508,14.4,2716859.20697809
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Glucosamine 6-phosphate","C6H14NO8P",258.03804,14.737,387130.365464706
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M1_neg","1M1","nega","Glutaconic acid","C5H6O4",129.01911,14.754,6917220.00483979
