"contrast","direction","Developmental_stage","primary_tissue","plotted_gene_n","human_symbol","primary_tissue_cell_type_name","primary_organ_system","primary_specific_cell_type","primary_general_cell_type","input_list_combined_p","input_list_combined_log10p","input_list_raw_p","input_list_permutated_p","input_list_rank_p","webcsea_job"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"FRAS1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GAB1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GBA2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GDI1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GLIS2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GLRX5","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GNAO1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GPI","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GRAMD4","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GRIK5","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GRIP2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GSK3A","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GSTM4","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"GTPBP2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"HEYL","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"HIPK2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"HOXC6","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ICMT","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"INAFM1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"INPP5E","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"IQSEC1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"IRF2BP1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"JPH2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"KCNC3","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"KCNMA1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"KCNQ4","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"KIF1C","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"KLC2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"KLF12","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"KLHL23","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"LEMD2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"LGALSL","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MAF1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MAFA","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MAP3K13","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MBD6","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MECP2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MEF2D","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"METRN","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MIF4GD","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MTFR1L","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MTHFR","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MXI1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"MYLIP","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"NCKIPSD","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"NCOR1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"NDRG2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"NFATC4","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"NOTCH3","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"NR2F6","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"NUDT4","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"OGDH","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"OPA3","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"OPCML","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PAG1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PDGFRB","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PDK2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PDZD2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PDZD7","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PGAM2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PGP","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PHF1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PINK1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PITPNM2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"PLEKHG5","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
