"contrast","direction","Developmental_stage","primary_tissue","plotted_gene_n","human_symbol","primary_tissue_cell_type_name","primary_organ_system","primary_specific_cell_type","primary_general_cell_type","input_list_combined_p","input_list_combined_log10p","input_list_raw_p","input_list_permutated_p","input_list_rank_p","webcsea_job"
"old ID vs old CD","Downregulated","Adult","Caecum",6,"PPP1R15A","AdultEpityphlon_B cell (Plasmocyte)","Digestive system","B cell (Plasmocyte)","B cell",0.00092330389336936,3.03465533311124,0.0007168810884069,0.00065873421224237,0.135793357933579,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Caecum",6,"RNF103","AdultEpityphlon_B cell (Plasmocyte)","Digestive system","B cell (Plasmocyte)","B cell",0.00092330389336936,3.03465533311124,0.0007168810884069,0.00065873421224237,0.135793357933579,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Caecum",6,"SLC5A3","AdultEpityphlon_B cell (Plasmocyte)","Digestive system","B cell (Plasmocyte)","B cell",0.00092330389336936,3.03465533311124,0.0007168810884069,0.00065873421224237,0.135793357933579,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thyroid gland",6,"CLN5","AdultThyroid_Thyroid follicular cell","Endocrine system","Thyroid follicular cell","Thyroid follicular cell",0.00363195235933789,2.43985985679533,0.00013272784506475,0.00424060149131026,0.0974169741697417,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thyroid gland",6,"CSTB","AdultThyroid_Thyroid follicular cell","Endocrine system","Thyroid follicular cell","Thyroid follicular cell",0.00363195235933789,2.43985985679533,0.00013272784506475,0.00424060149131026,0.0974169741697417,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thyroid gland",6,"HEBP1","AdultThyroid_Thyroid follicular cell","Endocrine system","Thyroid follicular cell","Thyroid follicular cell",0.00363195235933789,2.43985985679533,0.00013272784506475,0.00424060149131026,0.0974169741697417,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thyroid gland",6,"NUCKS1","AdultThyroid_Thyroid follicular cell","Endocrine system","Thyroid follicular cell","Thyroid follicular cell",0.00363195235933789,2.43985985679533,0.00013272784506475,0.00424060149131026,0.0974169741697417,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thyroid gland",6,"PPIC","AdultThyroid_Thyroid follicular cell","Endocrine system","Thyroid follicular cell","Thyroid follicular cell",0.00363195235933789,2.43985985679533,0.00013272784506475,0.00424060149131026,0.0974169741697417,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thyroid gland",6,"TSC22D1","AdultThyroid_Thyroid follicular cell","Endocrine system","Thyroid follicular cell","Thyroid follicular cell",0.00363195235933789,2.43985985679533,0.00013272784506475,0.00424060149131026,0.0974169741697417,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Visual cortex",6,"FASTKD3","Lake_2017_VisualCortex_In2","Nervous system","In2","Inhibitory neuron",0.00988343700689387,2.00509200140868,8.54303798678548e-05,0.0134628804627035,0.0959409594095941,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Visual cortex",6,"NPR3","Lake_2017_VisualCortex_In2","Nervous system","In2","Inhibitory neuron",0.00988343700689387,2.00509200140868,8.54303798678548e-05,0.0134628804627035,0.0959409594095941,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Visual cortex",6,"NSUN4","Lake_2017_VisualCortex_In2","Nervous system","In2","Inhibitory neuron",0.00988343700689387,2.00509200140868,8.54303798678548e-05,0.0134628804627035,0.0959409594095941,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Visual cortex",6,"PDE12","Lake_2017_VisualCortex_In2","Nervous system","In2","Inhibitory neuron",0.00988343700689387,2.00509200140868,8.54303798678548e-05,0.0134628804627035,0.0959409594095941,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Visual cortex",6,"RAB3A","Lake_2017_VisualCortex_In2","Nervous system","In2","Inhibitory neuron",0.00988343700689387,2.00509200140868,8.54303798678548e-05,0.0134628804627035,0.0959409594095941,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Visual cortex",6,"SYT9","Lake_2017_VisualCortex_In2","Nervous system","In2","Inhibitory neuron",0.00988343700689387,2.00509200140868,8.54303798678548e-05,0.0134628804627035,0.0959409594095941,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thymus",5,"ANKRD40","TS_Thymus_fast muscle cell","Lymphatic system","fast muscle cell","Cell of skeletal muscle",0.0106853427211653,1.97121154373633,1.6446356866455e-06,0.0269669318136721,0.0523985239852399,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thymus",5,"ST8SIA5","TS_Thymus_fast muscle cell","Lymphatic system","fast muscle cell","Cell of skeletal muscle",0.0106853427211653,1.97121154373633,1.6446356866455e-06,0.0269669318136721,0.0523985239852399,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thymus",5,"TMEM132B","TS_Thymus_fast muscle cell","Lymphatic system","fast muscle cell","Cell of skeletal muscle",0.0106853427211653,1.97121154373633,1.6446356866455e-06,0.0269669318136721,0.0523985239852399,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thymus",5,"TMEM182","TS_Thymus_fast muscle cell","Lymphatic system","fast muscle cell","Cell of skeletal muscle",0.0106853427211653,1.97121154373633,1.6446356866455e-06,0.0269669318136721,0.0523985239852399,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Thymus",5,"TMUB2","TS_Thymus_macrophage","Lymphatic system","macrophage","Macrophage",0.0422979200861201,1.37368098764456,2.53082596357133e-08,0.292107452241226,0.0243542435424354,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Large intestine",4,"HOXA10","TS_Large_Intestine_immature enterocyte","Digestive system","immature enterocyte","Enterocyte",0.00898738283654676,2.04636675822496,9.50276046720204e-12,0.261517482260221,0.0044280442804428,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Large intestine",4,"LYRM7","TS_Large_Intestine_immature enterocyte","Digestive system","immature enterocyte","Enterocyte",0.00898738283654676,2.04636675822496,9.50276046720204e-12,0.261517482260221,0.0044280442804428,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Large intestine",4,"CELA1","TS_Large_Intestine_plasma cell","Digestive system","plasma cell","Plasma cell",0.0422199115839325,1.37448268051795,1.06774131326649e-07,0.206842542644104,0.0343173431734317,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Large intestine",4,"KCNC1","TS_Large_Intestine_intestinal enteroendocrine cell","Digestive system","intestinal enteroendocrine cell","Endocrine cell",0.0430498374558058,1.36602848398222,1.06774131326649e-07,0.211741878347657,0.0343173431734317,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Fallopian tube",3,"GSTA3","AdultFallopiantube_Stratified epithelial cell","Reproductive system","Stratified epithelial cell","Epithelial cell",0.00478339896333679,2.32026339492781,0.00041568726703343,0.00489933570355263,0.115129151291513,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Fallopian tube",3,"SERPINA3","AdultFallopiantube_Stratified epithelial cell","Reproductive system","Stratified epithelial cell","Epithelial cell",0.00478339896333679,2.32026339492781,0.00041568726703343,0.00489933570355263,0.115129151291513,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Fallopian tube",3,"UBE2H","AdultFallopiantube_Stratified epithelial cell","Reproductive system","Stratified epithelial cell","Epithelial cell",0.00478339896333679,2.32026339492781,0.00041568726703343,0.00489933570355263,0.115129151291513,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Lung",3,"RIC3","Madissoon_2020_lung_Plasma_cells","Respiratory system","Plasma_cells","Plasma cell",0.00435391224085124,2.36112032901522,0.0011746849112539,0.00366420905559819,0.138376383763838,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Lung",3,"AUTS2","TS_Lung_type ii pneumocyte","Respiratory system","type ii pneumocyte","Pneumocyte",0.0170693899059429,1.76778200115928,2.14508591045674e-10,0.299559383017218,0.00811808118081181,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Lung",3,"MAP1LC3A","TS_Lung_type ii pneumocyte","Respiratory system","type ii pneumocyte","Pneumocyte",0.0170693899059429,1.76778200115928,2.14508591045674e-10,0.299559383017218,0.00811808118081181,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Lymph node",3,"ACOT8","TS_Lymph_Node_plasma cell","Lymphatic system","plasma cell","Plasma cell",0.00268725542424419,2.5706910518148,8.19415023343602e-15,0.199390611868113,0.0014760147601476,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Lymph node",3,"OTUB2","TS_Lymph_Node_macrophage","Lymphatic system","macrophage","Macrophage",0.0313811029351058,1.5033317965613,1.24306087186438e-09,0.281114825074432,0.0177121771217712,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Lymph node",3,"RC3H2","TS_Lymph_Node_hematopoietic stem cell","Lymphatic system","hematopoietic stem cell","Hematopoietic stem cell",0.0599646377599057,1.2221047855028,4.32371147446105e-07,0.23352127823992,0.0464944649446494,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Bladder organ",2,"FAT3","TS_Bladder_smooth muscle cell","Urinary system","smooth muscle cell","Smooth muscle cell",0.0412919375680919,1.38413473796841,2.53739706421417e-08,0.275433242493841,0.0250922509225092,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Bladder organ",2,"SCX","TS_Bladder_smooth muscle cell","Urinary system","smooth muscle cell","Smooth muscle cell",0.0412919375680919,1.38413473796841,2.53739706421417e-08,0.275433242493841,0.0250922509225092,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Eye",2,"RABL3","TS_Eye_corneal epithelial cell","Sensory system","corneal epithelial cell","Epithelial cell",0.0478399638807208,1.32020915691282,5.7938427222536e-09,0.360698152090963,0.0228782287822878,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Downregulated","Adult","Eye",2,"TRIM67","TS_Eye_muller cell","Sensory system","muller cell","Mueller cell",0.0654749485283158,1.18392483431361,1.08035045907325e-07,0.309111029094732,0.0391143911439114,"JOB2770_IDvCD_downregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"ABCA6","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"ABCA9","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"ABI3BP","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"ACSM3","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"ADAMTSL3","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"BGN","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"CADM3","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"CASP12","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"CBX7","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"CEP152","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"CFH","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"CNTFR","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"COL14A1","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"COL6A6","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"COMP","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"CRISPLD2","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"ECM2","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"EFHD1","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"FAM171B","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"FBXL20","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"GALNT15","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"HLA-A","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"IFI16","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"LTBP4","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"MMP2","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"NUMBL","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"OGN","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"P2RX7","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
"old ID vs old CD","Upregulated","Adult","Heart",45,"PDGFRL","TS_Heart_fibroblast of cardiac tissue","Cardiovascular system","fibroblast of cardiac tissue","Fibroblast",3.10947457340394e-05,4.50731299012092,3.73873111413008e-16,8.23417765302964e-05,0.0269372693726937,"JOB3494_IDvCD_upregulated"
