"Tissue_cell_type_name","Developmental_stage","Organ_system","Tissue","Specific_cell_type","General_cell_type","Cell_Ontology_ID","General_tissue_name","Uber_anatomy_ontology_ID","input_list_raw_p","input_list_permutated_p","input_list_rank_p","input_list_combined_p","input_list_combined_log10p","delabel","webcsea_job","contrast","direction"
"Fetal_HCA_Intestine_Stromal cells","Fetal","Digestive system","Fetal_HCA_Intestine","Stromal cells","Stromal cell","CL:0000499","Intestine","UBERON:0000160",0.0001002689618733,0.0142451273397413,0.256088560885609,0.0241264054908826,1.61750737729381,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Small_Intestine_b cell","Adult","Digestive system","TS_Small_Intestine","b cell","B cell","CL:0000236","Small intestine","UBERON:0002108",1.55337443682057e-22,0.0246201911825586,0.150553505535055,0.0244551273730633,1.61163007084006,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Small_Intestine_transit amplifying cell of small intestine","Adult","Digestive system","TS_Small_Intestine","transit amplifying cell of small intestine","Transit amplifying cell","CL:0009010","Small intestine","UBERON:0002108",3.8220580533915e-27,0.0276256660259144,0.134317343173432,0.0244772357458228,1.61123762934185,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Salivary_Gland_acinar cell of salivary gland","Adult","Digestive system","TS_Salivary_Gland","acinar cell of salivary gland","Acinar cell","CL:0000622","Saliva-secreting gland","UBERON:0001044",1.32934425428206e-24,0.0263493684896948,0.140959409594096,0.024497299705095,1.61088178452559,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Adrenal_Stromal cells","Fetal","Endocrine system","Fetal_HCA_Adrenal","Stromal cells","Stromal cell","CL:0000499","Adrenal gland","UBERON:0002369",3.19606841255112e-05,0.0153979122111654,0.246494464944649,0.0249513866814675,1.60290531331215,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Pancreas_Smooth muscle cells","Fetal","Digestive system","Fetal_HCA_Pancreas","Smooth muscle cells","Smooth muscle cell","CL:0000192","Pancreas","UBERON:0001264",0.00037190756210147,0.0143686400045367,0.267527675276753,0.0252214626901772,1.59822973061574,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Trachea_basal cell","Adult","Respiratory system","TS_Trachea","basal cell","Basal cell","CL:0000646","Trachea","UBERON:0003126",2.06176837652138e-23,0.0265963938192857,0.146863468634686,0.0255659274106133,1.59233844850731,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Bone_Marrow_hematopoietic stem cell","Adult","Lymphatic system","TS_Bone_Marrow","hematopoietic stem cell","Hematopoietic stem cell","CL:0000037","Bone marrow","UBERON:0002371",1.73408645089008e-19,0.0240437987468465,0.166789667896679,0.0261424653042701,1.5826534596952,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Small_Intestine_duodenum glandular cell","Adult","Digestive system","TS_Small_Intestine","duodenum glandular cell","Duodenum glandular cell","CL:1001589","Small intestine","UBERON:0002108",3.2843838493511e-16,0.0236732607524602,0.174169741697417,0.0267640212720373,1.57244863361533,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Small_Intestine_neutrophil","Adult","Digestive system","TS_Small_Intestine","neutrophil","Neutrophil","CL:0000775","Small intestine","UBERON:0002108",6.41793595969269e-16,0.0238379443055208,0.175645756457565,0.0271142371674123,1.56680260950784,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Mammary_basal cell","Adult","Endocrine system","TS_Mammary","basal cell","Basal cell","CL:0000646","Mammary gland","UBERON:0001911",3.33439826859792e-11,0.0220675961101194,0.198523985239852,0.0281716381616538,1.55018789835035,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Pancreas_Vascular endothelial cells","Fetal","Digestive system","Fetal_HCA_Pancreas","Vascular endothelial cells","Endothelial cell","CL:0000115","Pancreas","UBERON:0001264",0.00037190756210147,0.016674209747385,0.267527675276753,0.0286046230997173,1.54356377021229,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Large_Intestine_cd4-positive, alpha-beta t cell","Adult","Digestive system","TS_Large_Intestine","cd4-positive, alpha-beta t cell","T cell","CL:0000084","Large intestine","UBERON:0000059",8.03076734632561e-22,0.0307546535340657,0.154243542435424,0.0301269798037792,1.52104440368332,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Bone_Marrow_plasma cell","Adult","Lymphatic system","TS_Bone_Marrow","plasma cell","Plasma cell","CL:0000786","Bone marrow","UBERON:0002371",1.26339591056907e-13,0.0258964887187782,0.187453874538745,0.0307179958068108,1.51260712322506,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Thymus_thymocyte","Adult","Lymphatic system","TS_Thymus","thymocyte","Thymocyte","CL:0000893","Thymus","UBERON:0002370",1.59919838618899e-07,0.0226851594340966,0.22140221402214,0.0316109841272476,1.50016198330056,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Lung_endothelial cell of lymphatic vessel","Adult","Respiratory system","TS_Lung","endothelial cell of lymphatic vessel","Endothelial cell","CL:0000115","Lung","UBERON:0002048",4.99481910129717e-05,0.0201325643616575,0.251660516605166,0.0318438627975641,1.49697425594966,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Salivary_Gland_naive b cell","Adult","Digestive system","TS_Salivary_Gland","naive b cell","B cell","CL:0000236","Saliva-secreting gland","UBERON:0001044",6.62890274237323e-16,0.030013577545293,0.176383763837638,0.0330403297656887,1.48095562676618,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Intestine_Vascular endothelial cells","Fetal","Digestive system","Fetal_HCA_Intestine","Vascular endothelial cells","Endothelial cell","CL:0000115","Intestine","UBERON:0000160",0.00084902952468447,0.0200502225851272,0.274538745387454,0.0341402787134417,1.46673293772581,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Lung_respiratory goblet cell","Adult","Respiratory system","TS_Lung","respiratory goblet cell","Goblet cell","CL:0000160","Lung","UBERON:0002048",1.83011776137737e-21,0.0350775968019062,0.15719557195572,0.0341895868833592,1.46610614680099,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Prostate_hillock-club cell of prostate epithelium","Adult","Reproductive system","TS_Prostate","hillock-club cell of prostate epithelium","Club cell","CL:0000158","Prostate gland","UBERON:0002367",2.77091644130175e-17,0.0326485143942625,0.170479704797048,0.0344590716854061,1.46269642646246,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultEsophagus_Smooth muscle cell","Adult","Digestive system","AdultEsophagus","Smooth muscle cell","Smooth muscle cell","CL:0000192","Esophagus","UBERON:0001043",0.00266386014861198,0.0193914883728848,0.287822878228782,0.0345390186886123,1.46169000562713,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Thymus_dendritic cell","Adult","Lymphatic system","TS_Thymus","dendritic cell","Dendritic cell","CL:0000451","Thymus","UBERON:0002370",6.68811245188703e-14,0.0314133877463081,0.186715867158672,0.0360057272480452,1.44362841272188,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Thymus_erythrocyte","Adult","Lymphatic system","TS_Thymus","erythrocyte","Erythrocyte","CL:0000232","Thymus","UBERON:0002370",0.00029081363012551,0.0233027227580739,0.264206642066421,0.0374957964792904,1.42601741675692,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"VentoTormo_2018_decidua_monocyte","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","monocyte","Monocyte","CL:0000576","Decidua","UBERON:0002450",1.2694129467208e-11,0.0318250966289595,0.195571955719557,0.0378383172612879,1.42206818570542,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_VisualCortex_Ex1","Adult","Nervous system","Lake_2017_VisualCortex","Ex1","Excitatory neuron","CL:0008030","Visual cortex","UBERON:0000411",6.54907860065883e-09,0.0299724066570279,0.208118081180812,0.0379079061004992,1.42127020381186,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Heart_cardiac endothelial cell","Adult","Cardiovascular system","TS_Heart","cardiac endothelial cell","Endothelial cell","CL:0000115","Heart","UBERON:0000948",5.35020316676685e-17,0.037218482991694,0.171217712177122,0.0385901679125842,1.41352333173308,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Large_Intestine_b cell","Adult","Digestive system","TS_Large_Intestine","b cell","B cell","CL:0000236","Large intestine","UBERON:0000059",1.14505326066758e-17,0.0395240527345423,0.1690036900369,0.0401362483889945,1.3964632242776,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Bladder_endothelial cell of lymphatic vessel","Adult","Urinary system","TS_Bladder","endothelial cell of lymphatic vessel","Endothelial cell","CL:0000115","Bladder organ","UBERON:0018707",1.36405886275689e-06,0.0302606028748839,0.2309963099631,0.0416837251009793,1.38003347688439,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultCervix_Smooth muscle cell","Adult","Reproductive system","AdultCervix","Smooth muscle cell","Smooth muscle cell","CL:0000192","Uterine cervix","UBERON:0000002",0.00065867319332796,0.0261846849366342,0.272324723247232,0.0423803997068217,1.37283495159765,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Trachea_secretory cell","Adult","Respiratory system","TS_Trachea","secretory cell","Endocrine cell","CL:0000163","Trachea","UBERON:0003126",1.90481202493218e-08,0.0339248119304821,0.211070110701107,0.0425275341473647,1.3713297980346,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Lymph_Node_t cell","Adult","Lymphatic system","TS_Lymph_Node","t cell","T cell","CL:0000084","Lymph node","UBERON:0000029",1.41008849407556e-07,0.0333072486065049,0.219926199261993,0.0433387566163552,1.36312355269322,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Fat_neutrophil","Adult","Integumentary system","TS_Fat","neutrophil","Neutrophil","CL:0000775","Perirenal fat","UBERON:0005406",3.09418602773518e-09,0.0356951601258835,0.20590405904059,0.0434598650557604,1.36191162651134,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Madissoon_2020_lung_Fibroblast","Adult","Respiratory system","Madissoon_2020_lung","Fibroblast","Fibroblast","CL:0000057","Lung","UBERON:0002048",0.00063842145910727,0.0275433242493841,0.271586715867159,0.0441004711836784,1.35555677036485,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultThyroid_Smooth muscle cell","Adult","Endocrine system","AdultThyroid","Smooth muscle cell","Smooth muscle cell","CL:0000192","Thyroid gland","UBERON:0002046",0.00279992791564489,0.0264728811544903,0.290036900369004,0.045065771178028,1.34615319276578,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Small_Intestine_plasma cell","Adult","Digestive system","TS_Small_Intestine","plasma cell","Plasma cell","CL:0000786","Small intestine","UBERON:0002108",4.62740562989948e-15,0.0434352871197313,0.179335793357934,0.0456073639853009,1.34096502838877,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Large_Intestine_plasma cell","Adult","Digestive system","TS_Large_Intestine","plasma cell","Plasma cell","CL:0000786","Large intestine","UBERON:0000059",4.96646786206343e-15,0.0438058251141177,0.180073800738007,0.0460863138354798,1.336428027066,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Muscle_macrophage","Adult","Muscular system","TS_Muscle","macrophage","Macrophage","CL:0000235","Muscle organ","UBERON:0001630",1.2555109741716e-22,0.0529045914207154,0.149815498154982,0.0462685217012956,1.33471437616957,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Blood_cd4-positive, alpha-beta t cell","Adult","Lymphatic system","TS_Blood","cd4-positive, alpha-beta t cell","T cell","CL:0000084","Blood","UBERON:0000178",5.38460042048469e-17,0.0475935468345113,0.171955719557196,0.0475127360102657,1.3231899601102,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Intestine_Smooth muscle cells","Fetal","Digestive system","Fetal_HCA_Intestine","Smooth muscle cells","Smooth muscle cell","CL:0000192","Intestine","UBERON:0000160",0.00162071975452504,0.0291078180034598,0.281180811808118,0.0475155102682172,1.32316460249355,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Uterus_nk cell","Adult","Reproductive system","TS_Uterus","nk cell","Natural killer cell","CL:0000623","Uterus","UBERON:0000995",1.80131795428531e-06,0.0360245272320047,0.232472324723247,0.0484270646762255,1.31491185417361,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Vasculature_macrophage","Adult","Cardiovascular system","TS_Vasculature","macrophage","Macrophage","CL:0000235","Vasculature","UBERON:0002049",1.77901452300098e-17,0.049446236806443,0.169741697416974,0.0485149598982886,1.31412432326418,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultKidney_Endothelial cell (APC)","Adult","Urinary system","AdultKidney","Endothelial cell (APC)","Endothelial cell","CL:0000115","Kidney","UBERON:0002113",4.61710378744709e-05,0.0342541790366033,0.250184501845018,0.0493581644001713,1.30664099981963,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultArtery_Fibroblast","Adult","Cardiovascular system","AdultArtery","Fibroblast","Fibroblast","CL:0000057","Artery","UBERON:0001637",0.00066524625787095,0.0315780712993686,0.273062730627306,0.0496099201684554,1.30443147182346,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Thymus_mature nk t cell","Adult","Lymphatic system","TS_Thymus","mature nk t cell","Natural killer cell","CL:0000623","Thymus","UBERON:0002370",7.64630501515949e-06,0.0362303816733304,0.239852398523985,0.0499288445124833,1.30164848456895,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Small_Intestine_immature enterocyte","Adult","Digestive system","TS_Small_Intestine","immature enterocyte","Enterocyte","CL:0000584","Small intestine","UBERON:0002108",8.91804967135169e-27,0.0650911743471993,0.137269372693727,0.0510884729199781,1.29167707857314,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Eye_conjunctival epithelial cell","Adult","Sensory system","TS_Eye","conjunctival epithelial cell","Epithelial cell","CL:0000066","Eye","UBERON:0000970",2.31720967960557e-25,0.0676849403079036,0.138745387453875,0.0532280960370615,1.27385906821362,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Thymus_b cell","Adult","Lymphatic system","TS_Thymus","b cell","B cell","CL:0000236","Thymus","UBERON:0002370",4.25765508939435e-13,0.0498579456890944,0.189667896678967,0.0535335219895043,1.27137418328778,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_CerebellarHemisphere_Purk1","Adult","Nervous system","Lake_2017_CerebellarHemisphere","Purk1","Purkinje cell","CL:0000121","Cerebellar hemisphere","UBERON:0002245",9.35810765004496e-06,0.0401416160585195,0.241328413284133,0.0546067823142401,1.26275341336265,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Prostate_macrophage","Adult","Reproductive system","TS_Prostate","macrophage","Macrophage","CL:0000235","Prostate gland","UBERON:0002367",1.63679734938003e-15,0.0545514269513213,0.177859778597786,0.0546772157458515,1.26219360853361,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalPancreas_Fetal mesenchymal progenitor","Fetal","Digestive system","FetalPancreas","Fetal mesenchymal progenitor","Mesenchymal stem cell","CL:0000134","Pancreas","UBERON:0001264",0.0016413796819629,0.0348717423605805,0.281918819188192,0.0552719939195466,1.25749486810075,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Voigt_2019_retina_2_Fibroblasts","Adult","Sensory system","Voigt_2019_retina_2","Fibroblasts","Fibroblast","CL:0000057","Retina","UBERON:0000966",0.00133228244662419,0.036106869008535,0.278966789667897,0.0563858540055023,1.24882983746925,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultThyroid_Fibroblast","Adult","Endocrine system","AdultThyroid","Fibroblast","Fibroblast","CL:0000057","Thyroid gland","UBERON:0002046",0.0014985197080659,0.0368479449973076,0.27970479704797,0.0574587515952849,1.24064381414583,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Salivary_Gland_cd4-positive helper t cell","Adult","Digestive system","TS_Salivary_Gland","cd4-positive helper t cell","T cell","CL:0000084","Saliva-secreting gland","UBERON:0001044",3.67320099165136e-08,0.0482934519350188,0.214022140221402,0.057592852635918,1.23963140986468,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultGallbladder_Stromal cell","Adult","Digestive system","AdultGallbladder","Stromal cell","Stromal cell","CL:0000499","Gall bladder","UBERON:0002110",0.0096451905004748,0.0340483245952775,0.317343173431734,0.0597273139435441,1.22382701590297,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"VentoTormo_2018_decidua_decidual macrophage (dM1)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","decidual macrophage (dM1)","Macrophage","CL:0000235","Decidua","UBERON:0002450",1.23648813618582e-10,0.0560335789288667,0.200738007380074,0.0617244400436507,1.20954284124302,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_VisualCortex_In4b","Adult","Nervous system","Lake_2017_VisualCortex","In4b","Inhibitory neuron","CL:0008029","Visual cortex","UBERON:0000411",8.07372939336697e-05,0.0458231986391099,0.253505535055351,0.0633715348732924,1.19810577403416,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"NeonatalAdrenalGland_Endothelial cell","Neonatal","Endocrine system","NeonatalAdrenalGland","Endothelial cell","Endothelial cell","CL:0000115","Adrenal gland","UBERON:0002369",0.00692067203421595,0.0387006349692393,0.31070110701107,0.0651817673709222,1.18587386803422,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultCerebellum_Oligodendrocyte","Adult","Nervous system","AdultCerebellum","Oligodendrocyte","Oligodendrocyte","CL:0000128","Cerebellum","UBERON:0002037",0.00418723679514402,0.0404298122763755,0.299630996309963,0.0655779585398013,1.18324210716496,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Thymus_monocyte","Adult","Lymphatic system","TS_Thymus","monocyte","Monocyte","CL:0000576","Thymus","UBERON:0002370",8.26739205375086e-12,0.0629091172691464,0.19409594095941,0.0660029360750448,1.18043674486982,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Heart_Stromal cells","Fetal","Cardiovascular system","Fetal_HCA_Heart","Stromal cells","Stromal cell","CL:0000499","Heart","UBERON:0000948",0.00352203368280101,0.0418296224773905,0.294464944649447,0.0664736476129316,1.17735048950171,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Liver_Stellate cells","Fetal","Digestive system","Fetal_HCA_Liver","Stellate cells","Hepatic stellate cell","CL:0000632","Liver","UBERON:0002107",0.00266422243244435,0.0431882617901404,0.288560885608856,0.0671107009886428,1.17320822484174,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Skin_cd1c-positive myeloid dendritic cell","Adult","Integumentary system","TS_Skin","cd1c-positive myeloid dendritic cell","Myeloid cell","CL:0000763","Skin of body","UBERON:0002097",2.99050335451699e-07,0.0559100662640712,0.223616236162362,0.0672858433515912,1.17207629983268,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Skin_cd8-positive, alpha-beta memory t cell","Adult","Integumentary system","TS_Skin","cd8-positive, alpha-beta memory t cell","T cell","CL:0000084","Skin of body","UBERON:0002097",1.76056960496438e-08,0.060562376638033,0.209594095940959,0.0681218374630951,1.16671364624495,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"FetalRib_Endothelial cell","Fetal","Skeletal system","FetalRib","Endothelial cell","Endothelial cell","CL:0000115","Rib","UBERON:0002228",0.00569153160719762,0.0429000655722844,0.306273062730627,0.0700599690862642,1.15453005864933,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Skin_cd4-positive, alpha-beta memory t cell","Adult","Integumentary system","TS_Skin","cd4-positive, alpha-beta memory t cell","T cell","CL:0000084","Skin of body","UBERON:0002097",4.68592697644448e-07,0.0582979777834498,0.225830258302583,0.0701739344838623,1.15382417294065,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_VisualCortex_Ex3b","Adult","Nervous system","Lake_2017_VisualCortex","Ex3b","Excitatory neuron","CL:0008030","Visual cortex","UBERON:0000411",3.44448957602345e-07,0.0596566170961997,0.224354243542435,0.0711194264094076,1.14801175468455,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Mammary_luminal epithelial cell of mammary gland","Adult","Endocrine system","TS_Mammary","luminal epithelial cell of mammary gland","Epithelial cell","CL:0000066","Mammary gland","UBERON:0001911",2.22265321944445e-20,0.0829181689660084,0.163837638376384,0.0719845519354105,1.14276069424985,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Lake_2017_CerebellarHemisphere_Purk2","Adult","Nervous system","Lake_2017_CerebellarHemisphere","Purk2","Purkinje cell","CL:0000121","Cerebellar hemisphere","UBERON:0002245",0.00010015015176419,0.0536868382977532,0.255350553505535,0.0725163797273866,1.13956388554267,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultKidney_Smooth muscle cell","Adult","Urinary system","AdultKidney","Smooth muscle cell","Smooth muscle cell","CL:0000192","Kidney","UBERON:0002113",0.00299044421209745,0.0479640848288976,0.291512915129151,0.0736855644597091,1.13261758526917,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Bone_Marrow_nk cell","Adult","Lymphatic system","TS_Bone_Marrow","nk cell","Natural killer cell","CL:0000623","Bone marrow","UBERON:0002371",0.00020559859646028,0.0539750345156093,0.260516605166052,0.0740237040082881,1.13062918741014,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Bladder_t cell","Adult","Urinary system","TS_Bladder","t cell","T cell","CL:0000084","Bladder organ","UBERON:0018707",5.07880407063084e-09,0.0690024087323883,0.207380073800738,0.0750804910630084,1.1244728955438,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Lymph_Node_mast cell","Adult","Lymphatic system","TS_Lymph_Node","mast cell","Mast cell","CL:0000097","Lymph node","UBERON:0000029",5.53700127896743e-08,0.0679731365257596,0.216236162361624,0.0767252602845873,1.11506162958277,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Adrenal_Vascular endothelial cells","Fetal","Endocrine system","Fetal_HCA_Adrenal","Vascular endothelial cells","Endothelial cell","CL:0000115","Adrenal gland","UBERON:0002369",0.00114915083948947,0.0531516167503063,0.276752767527675,0.0767742369137746,1.11478449146951,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Lung_adventitial cell","Adult","Respiratory system","TS_Lung","adventitial cell","Adventitial cell","CL:0002503","Lung","UBERON:0002048",0.00325050548875684,0.0504343381248065,0.292250922509225,0.0768992012060001,1.1140781714291,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Lung_macrophage","Adult","Respiratory system","TS_Lung","macrophage","Macrophage","CL:0000235","Lung","UBERON:0002048",3.41785147650165e-24,0.104080005534295,0.14169741697417,0.0769345648948929,1.11387849803352,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Kidney_cd8-positive, alpha-beta t cell","Adult","Urinary system","TS_Kidney","cd8-positive, alpha-beta t cell","T cell","CL:0000084","Kidney","UBERON:0002113",9.75736023125183e-05,0.0580509524538589,0.254612546125461,0.0770721304143828,1.11310263615577,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Eye_microglial cell","Adult","Sensory system","TS_Eye","microglial cell","Microglial cell","CL:0000129","Eye","UBERON:0000970",3.29953296164484e-11,0.0750545293073651,0.197785977859779,0.0773426961646103,1.11158069250341,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Lung_intermediate monocyte","Adult","Respiratory system","TS_Lung","intermediate monocyte","Monocyte","CL:0000576","Lung","UBERON:0002048",2.33048344822894e-08,0.0715138329165624,0.211808118081181,0.0786130962817859,1.10450509811924,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Pancreas_nk cell","Adult","Digestive system","TS_Pancreas","nk cell","Natural killer cell","CL:0000623","Pancreas","UBERON:0001264",9.14349930055504e-13,0.0803244030053041,0.191143911439114,0.0794761247736349,1.09976331708382,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"van_Zyl_eye_2020_Fibroblast","Adult","Sensory system","van_Zyl_eye_2020","Fibroblast","Fibroblast","CL:0000057","Eye","UBERON:0000970",0.00547039118144993,0.0504755090130717,0.30479704797048,0.0796066708048643,1.09905053813727,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Liver_Erythroblasts","Fetal","Digestive system","Fetal_HCA_Liver","Erythroblasts","Erythroblast","CL:0000765","Liver","UBERON:0002107",0.00359442308920044,0.0522870280967382,0.29520295202952,0.0798173894425316,1.09790248062671,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"AdultUterus_Fibroblast","Adult","Reproductive system","AdultUterus","Fibroblast","Fibroblast","CL:0000057","Uterus","UBERON:0000995",0.00984912823542159,0.0488286734824657,0.318819188191882,0.0803683815636228,1.09491477728697,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"TS_Mammary_t cell","Adult","Endocrine system","TS_Mammary","t cell","T cell","CL:0000084","Mammary gland","UBERON:0001911",2.07422824860151e-05,0.0638560476992448,0.244280442804428,0.0804984952612163,1.09421223771733,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Lung_Vascular endothelial cells","Fetal","Respiratory system","Fetal_HCA_Lung","Vascular endothelial cells","Endothelial cell","CL:0000115","Lung","UBERON:0002048",0.00218393516029501,0.0563629460349879,0.284132841328413,0.0822228828577682,1.08500730027189,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
"Fetal_HCA_Cerebellum_10k_Purkinje neurons","Fetal","Nervous system","Fetal_HCA_Cerebellum_10k","Purkinje neurons","Neuron","CL:0000540","Cerebellum","UBERON:0002037",0.00024309176932959,0.0628267754926161,0.262730627306273,0.0842492675384082,1.0744338661885,NA,"JOB8022_YoungvOld_upregulated","young CD vs old CD","Upregulated"
