CJ,HMDB Name,Formula,RT,Detected.in,confirmation,HMDB ID,other ID,Classification
CJ0528,s-carboxymethyl-l-cysteine,C5H9NO4S,13.69,Both,Sigma,HMDB0029415,,Amino acids related and peptides
CJ0529,sebacic acid,C10H18O4,12,Both,Sigma,HMDB0000792,,FA
CJ0530,selenocystamine,C4H12N2Se2,2.85,Both,Sigma,,cas 2697-61-2,
CJ0531,l-serine,C3H7NO3,14.32,Both,Sigma,HMDB0000187,,Amino acids
CJ0532,serotonin,C10H12N2O,10.28,Both,Sigma,HMDB0000259,,Serotonins  
CJ0533,s-hexyl-glutathione isomer,C16H29N3O6S,,not detected in both,Sigma,,,
CJ0534,shikimic acid,C7H10O5,12.91,Both,Sigma,HMDB0003070,,Microbiota related
CJ0535,"(2e,4e)-2,4-hexadienoic acid",C6H8O2,2.82,Nega,Sigma,HMDB0029581,,FA
CJ0536,sorbitol,C6H14O6,12.44,Both,Sigma,HMDB0000247,,Carbohydrates and carbohydrate conjugates  
CJ0537,l-sorbose,C6H12O6,11.84,Both,Sigma,HMDB0001266,,Carbohydrates and carbohydrate conjugates  
CJ0538,spermidine,C7H19N3,13.97,Posi,Sigma,HMDB0001257,,Amino acids related and peptides
CJ0539,spermine,C10H26N4,6.95,Nega,Sigma,HMDB0001256,,Amino acids related and peptides
CJ0540,sphinganine,C18H39NO2,3.82,Both,Sigma,HMDB0000269,,
CJ0541,sm(d18:1/18:0),C41H83N2O6P,3.81,Posi,Sigma,HMDB0001348,,Lipids
CJ0542,squalene,C30H50,,not detected in both,Sigma,HMDB0000256,,
CJ0543,stachyose,C24H42O21,16.51,Both,Sigma,HMDB0003553,,Carbohydrates and carbohydrate conjugates  
CJ0544,suberic acid,C8H14O4,12.46,Both,Sigma,HMDB0000893,,FA
CJ0545,succinic acid,C4H6O4,13.95,Both,Sigma,HMDB0000254,,Glycolysis
CJ0546,succinic acid semialdehyde,C4H6O3,7.27,Nega,Sigma,HMDB0001259,,FA
CJ0547,sucrose,C12H22O11,14.42,Both,Sigma,HMDB0000258,,Carbohydrates and carbohydrate conjugates  
CJ0548,d-tagatose,C6H12O6,10.98,Nega,Sigma,HMDB0003418,,Carbohydrates and carbohydrate conjugates  
CJ0549,d-tartaric acid,C4H6O6,14.19,Nega,Sigma,HMDB0029878,,Carbohydrates and carbohydrate conjugates  
CJ0550,taurine,C2H7NO3S,10.55,Both,Sigma,HMDB0000251,,Amino acids related and peptides
CJ0551,lithocholyltaurine,C26H45NO5S,2.17,Both,Sigma,HMDB0000722,,Bile acids 
CJ0552,tetrahydrofolic acid,C19H23N7O6,14.24,Posi,Sigma,HMDB0001846,,"Nucleosides, nucleotides, and analogues  "
CJ0553,theobromine,C7H8N4O2,3.41,Both,Sigma,HMDB0002825,,"Nucleosides, nucleotides, and analogues  "
CJ0554,theophylline,C7H8N4O2,2.93,Both,Sigma,HMDB0001889,,"Nucleosides, nucleotides, and analogues  "
CJ0555,thiamine,C12H17N4OS,18.21,Posi,Sigma,HMDB0000235,,
CJ0556,thiamine monophosphate,C12H17N4O4PS,15.77,Both,Sigma,HMDB0002666,,
CJ0557,thiamine pyrophosphate,C12H18N4O7P2S,15.14,Both,Sigma,HMDB0001372,,
CJ0558,6-methylmercaptopurine,C6H6N4S,2.9,Both,Sigma,HMDB0060412,,
CJ0559,thiourea,CH4N2S,3.38,Posi,Sigma,HMDB0034155,,
CJ0560,d-threitol,C4H10O4,8.81,Both,Sigma,HMDB0004136,,Carbohydrates and carbohydrate conjugates  
CJ0561,l-threonine,C4H9NO3,13.93,Both,Sigma,HMDB0000167,,Amino acids
CJ0562,thymidine,C10H14N2O5,4.23,Both,Sigma,HMDB0000273,,"Nucleosides, nucleotides, and analogues  "
CJ0563,5-thymidylic acid,C10H15N2O8P,14.35,Both,Sigma,HMDB0001227,,"Nucleosides, nucleotides, and analogues  "
CJ0564,thymine,C5H6N2O2,3.62,Both,Sigma,HMDB0000262,,"Nucleosides, nucleotides, and analogues  "
CJ0565,thyrotropin releasing hormone,C16H22N6O4,10.22,Both,Sigma,HMDB0060080,,
CJ0566,thyroxine,C15H11I4NO4,3.86,Both,Sigma,HMDB0000248,,Amino acids related and peptides
CJ0567,"1,2-cyclohexanediol",C6H12O2,2.81,Nega,Sigma,HMDB0244061,,
CJ0568,4-hydroxyproline,C5H9NO3,13.88,Both,Sigma,HMDB0000725,,Amino acids related and peptides
CJ0569,trans-aconitic acid,C6H6O6,14.63,Nega,Sigma,HMDB0000958,,
CJ0570,cinnamaldehyde,C9H8O,3.79,Posi,Sigma,HMDB0003441,,
CJ0571,trans-cinnamic acid,C9H8O2,3.8,Nega,Sigma,HMDB0000930,,
CJ0572,trehalose,C12H22O11,14.8,Both,Sigma,HMDB0000975,,Carbohydrates and carbohydrate conjugates  
CJ0573,tricosanoic acid,C23H46O2,2.01,Nega,Sigma,HMDB0001160,,FA
CJ0574,trigonelline,C7H7NO2,11.52,Both,Sigma,HMDB0000875,,
CJ0575,trimethylamine,C3H9N,,not detected in both,Sigma,HMDB0000906,,Microbiota related
CJ0576,tryptamine,C10H12N2,8.76,Both,Sigma,HMDB0000303,,
CJ0577,d-tryptophan,C11H12N2O2,9.4,Both,Sigma,HMDB0013609,,Amino acids
CJ0578,tyramine,C8H11NO,10.01,Both,Sigma,HMDB0000306,,"Nucleosides, nucleotides, and analogues  "
CJ0579,l-tyrosine,C9H11NO3,11.5,both,Sigma,HMDB0000158,,Amino acids
CJ0580,uracil,C4H4N2O2,4.12,both,Sigma,HMDB0000300,,"Nucleosides, nucleotides, and analogues  "
CJ0581,uric acid,C5H4N4O3,11.76,Posi,Sigma,HMDB0000289,,"Nucleosides, nucleotides, and analogues  "
CJ0582,ureidopropionic acid,C4H8N2O3,9.79,Both,Sigma,HMDB0000026,,
CJ0583,uridine,C9H12N2O6,6.98,Both,Sigma,HMDB0000296,,"Nucleosides, nucleotides, and analogues  "
CJ0584,uridine 5'-diphosphate,C9H14N2O12P2,14.78,Nega,Sigma,HMDB0000295,,"Nucleosides, nucleotides, and analogues  "
CJ0585,uridine diphosphate glucose,C15H24N2O17P2,14.58,Both,Sigma,HMDB0000286,,"Nucleosides, nucleotides, and analogues  "
CJ0586,uridine diphosphate glucuronic acid,C15H22N2O18P2,14.83,Both,Sigma,HMDB0000935,,"Nucleosides, nucleotides, and analogues  "
CJ0587,uridine diphosphate-n-acetylgalactosamine,C17H27N3O17P2,14.42,Both,Sigma,HMDB0000304,,"Nucleosides, nucleotides, and analogues  "
CJ0588,uridine 5'-monophosphate,C9H13N2O9P,14.64,Both,Sigma,HMDB0000288,,"Nucleosides, nucleotides, and analogues  "
CJ0589,uridine triphosphate,C9H15N2O15P3,17.04,Nega,Sigma,HMDB0000285,,"Nucleosides, nucleotides, and analogues  "
CJ0590,urocanic acid,C6H6N2O2,9.31,Both,Sigma,HMDB0000301,,
CJ0591,ursodeoxycholic acid,C24H40O4,3.82,Both,Sigma,HMDB0000946,,Bile acids 
CJ0592,l-valine,C5H11NO2,11.84,both,Sigma,HMDB0000883,,Amino acids
CJ0593,vanillin,C8H8O3,2.59,Nega,Sigma,HMDB0012308,,
CJ0594,ergocalciferol,C28H44O,2.31,Posi,Sigma,HMDB0000900,,
CJ0595,xanthine,C5H4N4O2,8.98,Both,Sigma,HMDB0000292,,"Nucleosides, nucleotides, and analogues  "
CJ0596,xanthosine,C10H12N4O6,9.84,Both,Sigma,HMDB0000299,,"Nucleosides, nucleotides, and analogues  "
CJ0597,xanthylic acid,C10H13N4O9P,14.8,Both,Sigma,HMDB0001554,,"Nucleosides, nucleotides, and analogues  "
CJ0598,xanthurenic acid,C10H7NO4,3.74,Nega,Sigma,HMDB0000881,,Quinoline carboxylic acids  
CJ0599,xylitol,C5H12O5,10.52,Both,Sigma,HMDB0242149,,Carbohydrates and carbohydrate conjugates  
CJ0600,d-xylose,C5H10O5,9.78,Nega,Sigma,HMDB0000098,,Carbohydrates and carbohydrate conjugates  
CJ0601,uridine diphosphategalactose,C15H24N2O17P2,14.6,Nega,Sigma,HMDB0000302,,"Nucleosides, nucleotides, and analogues  "
CJ0602,uridine diphosphate-n-acetylglucosamine,C17H27N3O17P2,14.42,Both,Sigma,HMDB0000290,,"Nucleosides, nucleotides, and analogues  "
CJ0603,glycodehydrocholate,C26H37NO6,2.38,,Bile acids,,,Bile acids 
CJ0604,lithocholic acid glycine conjugate,C26H43NO4,,,Bile acids,HMDB0000698,,Bile acids 
CJ0605,sulfoglycolithocholate(2-),C26H43NO7S,2.71,,Bile acids,HMDB0062801,,Bile acids 
CJ0606,glycoursodeoxycholic acid,C26H43NO5,4.542,,Bile acids,HMDB0000708,,Bile acids 
CJ0607,deoxycholic acid glycine conjugate,C26H43NO5,2.85,Nega,Bile acids,HMDB0000631,,Bile acids 
CJ0608,hyocholic acid,C24H40O5,4.041,Nega,Bile acids,HMDB0000760,,Bile acids 
CJ0609,hyodeoxycholic acid,C24H40O4,2.86,Nega,Bile acids,HMDB0000733,,Bile acids 
CJ0610,taurochenodeoxycholate-3-sulfate,C26H45NO9S2,,,Bile acids,HMDB0002486,,bile acids 
CJ0611,taurocholic acid,C26H45NO7S,2.71,,Bile acids,HMDB0000036,,Bile acids 
CJ0612,taurodehydrocholic acid,C26H39NO7S,,,Bile acids,HMDB0258743,,bile acids 
CJ0613,taurodeoxycholic acid,C26H45NO6S,3.08,,Bile acids,HMDB0000896,,bile acids 
CJ0614,taurolithocholic acid 3-sulfate,C26H45NO8S2,,,Bile acids,HMDB0002580,,bile acids 
CJ0615,tauroursodeoxycholic acid,C26H45NO6S,,,Bile acids,HMDB0000874,,bile acids 
CJ0616,decanoylcarnitine,C17H33NO4,4.28,Posi,Carnitines,HMDB0000651,,carnitine
CJ0617,9-decenoylcarnitine,C17H31NO4,4.35,Posi,Carnitines,HMDB0013205,,carnitine
CJ0618,"2-trans,4-cis-decadienoylcarnitine",C17H29NO4,4.89,Posi,Carnitines,HMDB0013325,,carnitine
CJ0619,"(2e,5z,7e)-decatrienoylcarnitine",C17H27NO4,5.61,Posi,Carnitines,HMDB0240752,,carnitine
CJ0620,5-dodecenoylcarnitine,C19H35NO4,3.93,Posi,Carnitines,HMDB0241212,,carnitine
CJ0621,"(8z,10e)-dodeca-8,10-dienoylcarnitine",C19H33NO4,4,Posi,Carnitines,HMDB0241245,,carnitine
CJ0622,myristoylcarnitine,C21H41NO4,3.77,Posi,Carnitines,HMDB0254979,,carnitine
CJ0623,cis-5-tetradecenoylcarnitine,C21H39NO4,3.75,Posi,Carnitines,HMDB0002014,,carnitine
CJ0624,"(5z,8z)-tetradecadienoylcarnitine",C21H37NO4,3.84,Posi,Carnitines,HMDB0240756,,carnitine
CJ0625,9-hexadecenoylcarnitine,C23H43NO4,3.73,Posi,Carnitines,HMDB0013207,,carnitine
CJ0626,"(7z,10z)-hexadecadienoylcarnitine",C23H41NO4,3.74,Posi,Carnitines,HMDB0240757,,carnitine
CJ0627,heptadecanoyl carnitine,C24H47NO4,3.72,Posi,Carnitines,HMDB0006210,,carnitine
CJ0628,stearoylcarnitine,C25H49NO4,3.72,Posi,Carnitines,HMDB0000848,,carnitine
CJ0629,na,C25H47NO4,3.71,Posi,Carnitines,HMDB0013338,,carnitine
CJ0630,"(10z,12z)-octadeca-10,12-dienoylcarnitine",C25H45NO4,3.71,Posi,Carnitines,HMDB0240822,,carnitine
CJ0631,arachidyl carnitine,C27H53NO4,3.7,Posi,Carnitines,HMDB0006460,,carnitine
CJ0632,arachidonoylcarnitine,C31H53NO4,3.7,Posi,Carnitines,HMDB0006455,,carnitine
CJ0633,docosanoylcarnitine,C29H57NO4,3.69,Posi,Carnitines,HMDB0062468,,carnitine
CJ0634,"docosa-4,7,10,13,16-pentaenoyl carnitine",C29H47NO4,3.71,Posi,Carnitines,HMDB0006321,,carnitine
CJ0635,cervonyl carnitine,C29H45NO4,3.71,Posi,Carnitines,HMDB0006510,,carnitine
CJ0636,lignoceroylcarnitine,C31H61NO4,3.74,Posi,Carnitines,HMDB0240665,,carnitine
CJ0637,8-methylpentacosanoylcarnitine,C33H65NO4,2.51,Posi,Carnitines,HMDB0241013,,carnitine
CJ0638,octacosanoylcarnitine,C35H69NO4,2.5,Posi,Carnitines,HMDB0241644,,carnitine
CJ0639,propionylcarnitine,C10H19NO4,10.58,Posi,Carnitines,HMDB0000824,,carnitine
CJ0640,carnitine c30:0,C37H73NO4,2.49,Posi,Carnitines,,,carnitine
CJ0641,valerylcarnitine,C12H23NO4,8.79,Posi,Carnitines,HMDB0013128,,carnitine
CJ0642,tiglylcarnitine,C12H21NO4,9.23,Posi,Carnitines,HMDB0002366,,carnitine
CJ0643,3-methylpentanoylcarnitine,C13H25NO4,8.34,Posi,Carnitines,HMDB0241033,,carnitine
CJ0644,octanoylcarnitine,C15H29NO4,5.95,Posi,Carnitines,HMDB0000791,,carnitine
CJ0645,2-octenoylcarnitine,C15H27NO4,7.28,Posi,Carnitines,HMDB0013324,,carnitine
CJ0646,carnosic acid,C20H28O4,2.76,Nega,,HMDB0002358,,
CJ0647,3-hydroxybutyrylcarnitine,C11H21NO5,12.7,Posi,Carnitines,HMDB0013127,,carnitine
CJ0648,isobutyryl-l-carnitine,C11H21NO4,9.72,Posi,Carnitines,HMDB0000736,,carnitine
CJ0649,13-hode,C18H32O3,2.18,Nega,fatty acids,HMDB0004667,,FA
CJ0650,adrenic acid,C22H36O2,2.04,Nega,fatty acids,HMDB0002226,,FA
CJ0651,arachidonic acid,C20H32O2,2.05,Nega,fatty acids,HMDB0001043,,FA
CJ0652,behenic acid,C22H44O2,2.01,Nega,fatty acids,HMDB0000944,,FA
CJ0653,tetradecenoic acid,C14H26O2,2.17,Nega,fatty acids,HMDB0302697,,FA
CJ0654,goshuyic acid,C14H24O2,2.17,Nega,fatty acids,HMDB0000560,,FA
CJ0655,pentadecanoic acid,C15H30O2,2.12,Nega,fatty acids,HMDB0000826,,FA
CJ0656,10z-pentadecenoic acid,C15H28O2,2.12,Nega,fatty acids,HMDB0304816,,FA
CJ0657,pentadecadienoic acid,C15H26O2,2.16,Nega,fatty acids,HMDB0302695,,FA
CJ0658,16-hydroxyhexadecanoic acid,C16H32O3,2.33,Nega,fatty acids,HMDB0006294,,FA
CJ0659,palmitic acid alkyne,C16H28O2,2.13,Nega,fatty acids,HMDB0341371,,FA
CJ0660,10z-heptadecenoic acid,C17H32O2,2.08,Nega,fatty acids,HMDB0060038,,FA
CJ0661,"methyl 2e,4z-hexadecadienoate",C17H30O2,2.11,Nega,fatty acids,HMDB0031050,,FA
CJ0662,"octadeca-2,4,6,8-tetraenoic acid",C18H28O2,2.11,Nega,fatty acids,HMDB0255898,,
CJ0663,nonadecenoic acid,C19H38O2,2.04,Nega,fatty acids,HMDB0302287,,FA
CJ0664,10z-nonadecenoic acid,C19H36O2,2.06,Nega,fatty acids,HMDB0013622,,FA
CJ0665,c19:2,C19H34O2,2.1,Nega,fatty acids,,,FA
CJ0666,c19:3,C19H32O2,,,fatty acids,,,FA
CJ0667,c19:4,C19H30O2,2.11,Nega,fatty acids,,,FA
CJ0668,11z-eicosenoic acid,C20H38O2,2.04,Nega,fatty acids,HMDB0002231,,FA
CJ0669,dihomo-gamma-linolenic acid,C20H34O2,2.07,Nega,fatty acids,HMDB0002925,,FA
CJ0670,c20:7,C20H26O2,2.1,Nega,fatty acids,,,FA
CJ0671,heneicosanoic acid,C21H42O2,2.02,Nega,fatty acids,HMDB0002345,,FA
CJ0672,"6,8-heneicosanedione",C21H40O2,2.03,Nega,fatty acids,HMDB0035570,,FA
CJ0673,"(8z,11z)-henicosa-8,11-dienoic acid",C21H38O2,2.07,Nega,fatty acids,HMDB0340936,,
CJ0674,pregnanediol,C21H36O2,2.04,Nega,fatty acids,HMDB0004025,,
CJ0675,"(2e,5e,12z,15z)-1-hydroxy-2,5,12,15-heneicosatetraen-4-one",C21H34O2,2.12,Nega,fatty acids,HMDB0036740,,FA
CJ0676,pregnenolone,C21H32O2,2.07,Nega,fatty acids,HMDB0000253,,
CJ0677,c21:6,C21H30O2,2.07,Nega,fatty acids,,,FA
CJ0678,docosadienoate (22:2n6),C22H40O2,2.03,Nega,fatty acids,HMDB0061714,,FA
CJ0679,docosatrienoic acid,C22H38O2,2.03,Nega,fatty acids,HMDB0002823,,FA
CJ0680,(17z)-tricos-17-enoic acid,C23H44O2,2.01,Nega,fatty acids,HMDB0340945,,FA
CJ0681,c23:2,C23H42O2,2.04,Nega,fatty acids,,,FA
CJ0682,c23:3,C23H40O2,2.02,Nega,fatty acids,,,FA
CJ0683,rosterolone,C23H38O2,2.01,Nega,fatty acids,HMDB0256842,,
CJ0684,tetracosanoic acid,C24H48O2,2.01,Nega,fatty acids,HMDB0002003,,FA
CJ0685,"2-cyclohexen-1-one, 3-(15-hydroxypentadecyl)-2,4,4-trimethyl-",C24H44O2,2.01,Nega,fatty acids,HMDB0258756,,FA
CJ0686,c24:3,C24H42O2,2.02,Nega,fatty acids,,,FA
CJ0687,tetracosatetraenoic acid (24:4n-6),C24H40O2,2.02,Nega,fatty acids,HMDB0006246,,FA
CJ0688,tetracosapentenoic acid,C24H38O2,2.02,Nega,fatty acids,HMDB0258880,,FA
CJ0689,tetracosahexaenoic acid,C24H36O2,2.03,Nega,fatty acids,HMDB0002007,,FA
CJ0690,pentacosanoic acid,C25H50O2,2.2,Nega,fatty acids,HMDB0002361,,FA
CJ0691,"6,8-pentacosanedione",C25H48O2,2.2,Nega,fatty acids,HMDB0035557,,FA
CJ0692,erucoylacetone,C25H46O2,2.2,Nega,fatty acids,HMDB0035951,,FA
CJ0693,"5-nonadecyl-1,3-benzenediol",C25H44O2,2.2,Nega,fatty acids,HMDB0030956,,
CJ0694,hexacosanoic acid,C26H52O2,2.33,Nega,fatty acids,HMDB0002356,,FA
CJ0695,ximenic acid,C26H50O2,2.36,Nega,fatty acids,HMDB0035215,,FA
CJ0696,"(13z,16z)-hexacosa-13,16-dienoic acid",C26H48O2,2.32,Nega,fatty acids,HMDB0340950,,FA
CJ0697,c26:3,C26H46O2,2.33,Nega,fatty acids,,,FA
CJ0698,3-hydroxy-1-phenyl-1-eicosanone,C26H44O2,2.33,Nega,fatty acids,HMDB0036371,,FA
CJ0699,"1-phenyl-1,3-eicosanedione",C26H42O2,2.35,Nega,fatty acids,HMDB0032925,,
CJ0700,c26:6,C26H40O2,2.37,Nega,fatty acids,,,FA
CJ0701,eicosadienoic acid,C20H36O2,2.05,Nega,fatty acids,HMDB0005060,,FA
CJ0702,tridecanoic acid,C13H26O2,2.17,Nega,fatty acids,HMDB0000910,,FA
CJ0703,undecanoic acid,C11H22O2,2.25,Nega,fatty acids,HMDB0000947,,FA
CJ0704,9-decenoic acid,C10H18O2,2.38,Nega,fatty acids,HMDB0031003,,FA
CJ0705,9-oxoode,C18H30O3,2.19,-,fatty acids,HMDB0004669,,
CJ0706,cer(d18:1/14:0),C32H63NO3,2.29,Posi,Lipids,HMDB0011773,,Lipids
CJ0707,"n-[(4e,8e)-1,3-dihydroxyoctadeca-4,8-dien-2-yl]hexadecanamide",C34H65NO3,2.24,Posi,Lipids,HMDB0035480,,Lipids
CJ0708,cer(d18:1/18:0),C36H71NO3,2.26,Posi,Lipids,HMDB0004950,,Lipids
CJ0709,cer(d18:1/18:1(9z)),C36H69NO3,2.24,Posi,Lipids,HMDB0004948,,Lipids
CJ0710,cer(d18:1/20:0),C38H75NO3,2.26,Posi,Lipids,HMDB0004951,,Lipids
CJ0711,cer(d18:1/22:0),C40H79NO3,2.31,Posi,Lipids,HMDB0004952,,Lipids
CJ0712,cer(d18:1/22:1(13z)),C40H77NO3,2.26,Posi,Lipids,HMDB0011775,,Lipids
CJ0713,cer(d18:1/23:0),C41H81NO3,2.34,Posi,Lipids,HMDB0000950,,Lipids
CJ0714,cer(d18:0/24:1(15z)),C42H83NO3,2.6,Posi,Lipids,HMDB0011769,,Lipids
CJ0715,cer(d18:1/24:1(15z)),C42H81NO3,2.29,Posi,Lipids,HMDB0004953,,Lipids
CJ0716,cer(d18:0/16:0),C34H69NO3,2.24,Posi,Lipids,HMDB0011760,,Lipids
CJ0717,dg(16:0/18:1(9z)/0:0),C37H70O5,2.244,Posi,Lipids,HMDB0007102,,DG
CJ0718,"dg(16:0/18:2(9z,12z)/0:0)",C37H68O5,2.264,Posi,Lipids,HMDB0007103,,DG
CJ0719,"dg(16:0/18:3(6z,9z,12z)/0:0)",C37H66O5,2.256,Posi,Lipids,HMDB0007104,,DG
CJ0720,"dg(16:0/18:4(6z,9z,12z,15z)/0:0)",C37H64O5,2.256,Posi,Lipids,HMDB0007106,,DG
CJ0721,"dg(18:2(9z,12z)/18:1(11z)/0:0)",C39H70O5,2.298,Posi,Lipids,HMDB0007246,,DG
CJ0722,"dg(18:2(9z,12z)/18:2(9z,12z)/0:0)",C39H68O5,2.3,Posi,Lipids,HMDB0007248,,DG
CJ0723,"dg(18:2(9z,12z)/18:3(6z,9z,12z)/0:0)",C39H66O5,2.3,Posi,Lipids,HMDB0007249,,DG
CJ0724,dg(18:2n6/0:0/18:3n3),C40H68O5,2.28,Posi,Lipids,HMDB0056290,,DG
CJ0725,"dg(18:1(11z)/20:4(5z,8z,11z,14z)/0:0)",C41H70O5,2.28,Posi,Lipids,HMDB0007199,,DG
CJ0726,"dg(18:1(11z)/20:5(5z,8z,11z,14z,17z)/0:0)",C41H68O5,2.217,Posi,Lipids,HMDB0007201,,DG
CJ0727,"dg(18:3(6z,9z,12z)/20:5(5z,8z,11z,14z,17z)/0:0)",C41H64O5,2.176,Posi,Lipids,HMDB0007288,,DG
CJ0728,dg (39:5),C42H72O5,2.2,Posi,Lipids,,,DG
CJ0729,dg(18:2n6/0:0/20:4n6),C42H70O5,2.2,Posi,Lipids,HMDB0056286,,DG
CJ0730,"dg(18:0/22:6(4z,7z,10z,13z,16z,19z)/0:0)",C43H72O5,2.17,Posi,Lipids,HMDB0007179,,DG
CJ0731,"dg(18:2(9z,12z)/22:5(7z,10z,13z,16z,19z)/0:0)",C43H70O5,2.31,Posi,Lipids,HMDB0007265,,DG
CJ0732,"dg(18:2(9z,12z)/22:6(4z,7z,10z,13z,16z,19z)/0:0)",C43H68O5,2.3,Posi,Lipids,HMDB0007266,,DG
CJ0733,"dg(22:0/22:6(4z,7z,10z,13z,16z,19z)/0:0)",C47H80O5,2.15,Posi,Lipids,HMDB0007614,,DG
CJ0734,"dg(22:1(13z)/22:6(4z,7z,10z,13z,16z,19z)/0:0)",C47H78O5,2.15,Posi,Lipids,HMDB0007643,,DG
CJ0735,lysopc(p-16:0/0:0),C24H50NO6P,3.84,Posi,Lipids,HMDB0010407,,Lipids
CJ0736,lysopc(p-18:0/0:0),C26H54NO6P,3.96,Posi,Lipids,HMDB0013122,,Lipids
CJ0737,lysopc(p-18:1(9z)/0:0),C26H52NO6P,3.9,Posi,Lipids,HMDB0010408,,Lipids
CJ0738,lysopc(14:1(9z)/0:0),C22H44NO7P,4.194,,Lipids,HMDB0010380,,Lipids
CJ0739,lysopc(15:0/0:0),C23H48NO7P,3.89,Both,Lipids,HMDB0010381,,Lipids
CJ0740,lysopc(16:0/0:0),C24H50NO7P,3.989,Posi,Lipids,HMDB0010382,,Lipids
CJ0741,lysopc(16:1(9z)/0:0),C24H48NO7P,4.045,Posi,Lipids,HMDB0010383,,Lipids
CJ0742,lysopc(18:0/0:0),C26H54NO7P,3.842,Posi,Lipids,HMDB0010384,,Lipids
CJ0743,lysopc(18:1(9z)/0:0),C26H52NO7P,3.742,Posi,Lipids,HMDB0002815,,Lipids
CJ0744,"lysopc(18:2(9z,12z)/0:0)",C26H50NO7P,3.642,Posi,Lipids,HMDB0010386,,Lipids
CJ0745,"lysopc(18:3(6z,9z,12z)/0:0)",C26H48NO7P,3.554,Posi,Lipids,HMDB0010387,,Lipids
CJ0746,lysopc(20:0/0:0),C28H58NO7P,3.682,Posi,Lipids,HMDB0010390,,Lipids
CJ0747,lysopc(20:1(11z)/0:0),C28H56NO7P,3.74,Posi,Lipids,HMDB0010391,,Lipids
CJ0748,"lysopc(20:2(11z,14z)/0:0)",C28H54NO7P,3.78,Posi,Lipids,HMDB0010392,,Lipids
CJ0749,"lysopc(20:3(8z,11z,14z)/0:0)",C28H52NO7P,3.8,Posi,Lipids,HMDB0010394,,Lipids
CJ0750,"lysopc(20:4(5z,8z,11z,14z)/0:0)",C28H50NO7P,3.846,Posi,Lipids,HMDB0010395,,Lipids
CJ0751,"lysopc(20:5(5z,8z,11z,14z,17z)/0:0)",C28H48NO7P,3.84,Posi,Lipids,HMDB0010397,,Lipids
CJ0752,lysopc(22:0/0:0),C30H62NO7P,3.582,Posi,Lipids,HMDB0010398,,Lipids
CJ0753,lysopc(22:1(13z)/0:0),C30H60NO7P,3.695,Posi,Lipids,HMDB0010399,,Lipids
CJ0754,"lysopc(22:4(7z,10z,13z,16z)/0:0)",C30H54NO7P,3.75,Posi,Lipids,HMDB0010401,,Lipids
CJ0755,"lysopc(22:5(4z,7z,10z,13z,16z)/0:0)",C30H52NO7P,3.727,Posi,Lipids,HMDB0010402,,Lipids
CJ0756,"lysopc(22:6(4z,7z,10z,13z,16z,19z)/0:0)",C30H50NO7P,3.818,Posi,Lipids,HMDB0010404,,Lipids
CJ0757,lysopc(24:0/0:0),C32H66NO7P,3.5,Posi,Lipids,HMDB0010405,,Lipids
CJ0758,lysopc(24:1(15z)/0:0),C32H64NO7P,3.75,Posi,Lipids,HMDB0010406,,Lipids
CJ0759,lysope(0:0/16:0),C21H44NO6P,4.013,Posi,Lipids,HMDB0011473,,Lipids
CJ0760,lysope(0:0/16:1(9z)),C21H42NO7P,3.948,,Lipids,HMDB0011474,,Lipids
CJ0761,lysope(0:0/18:0),C23H48NO7P,3.9,,Lipids,HMDB0011129,,Lipids
CJ0762,lysope(0:0/18:1(11z)),C23H46NO7P,3.904,Both,Lipids,HMDB0011475,,Lipids
CJ0763,"lysope(0:0/18:2(9z,12z))",C23H44NO7P,3.899,Both,Lipids,HMDB0011477,,Lipids
CJ0764,"lysope(0:0/18:3(6z,9z,12z))",C23H42NO7P,3.899,,Lipids,HMDB0011478,,Lipids
CJ0765,lysope(0:0/20:0),C25H52NO7P,3.9,Posi,Lipids,HMDB0011481,,Lipids
CJ0766,lysope(20:1(11z)/0:0),C25H50NO7P,3.97,Posi,Lipids,HMDB0011512,,Lipids
CJ0767,"lysope(0:0/20:2(11z,14z))",C25H48NO7P,3.895,,Lipids,HMDB0011483,,Lipids
CJ0768,"lysope(20:4(5z,8z,11z,14z)/0:0)",C25H44NO7P,3.889,Both,Lipids,HMDB0011517,,Lipids
CJ0769,"lysope(0:0/20:5(5z,8z,11z,14z,17z))",C25H42NO7P,3.819,,Lipids,HMDB0011489,,Lipids
CJ0770,lysope(22:0/0:0),C27H56NO7P,3.793,Posi,Lipids,HMDB0011520,,Lipids
CJ0771,lysope(0:0/22:1(13z)),C27H54NO7P,3.845,Posi,Lipids,HMDB0011491,,Lipids
CJ0772,"lysope(0:0/22:4(7z,10z,13z,16z))",C27H48NO7P,3.845,,Lipids,HMDB0011493,,Lipids
CJ0773,"lysope(0:0/22:5(4z,7z,10z,13z,16z))",C27H46NO7P,3.845,Posi,Lipids,HMDB0011494,,Lipids
CJ0774,"lysope(0:0/22:6(4z,7z,10z,13z,16z,19z))",C27H44NO7P,3.845,Both,Lipids,HMDB0011496,,Lipids
CJ0775,lysope(0:0/24:0),C29H60NO7P,3.6,Posi,Lipids,HMDB0011497,,Lipids
CJ0776,1-stearoylglycerophosphoglycerol,C24H49O9P,2.42,Posi,Lipids,HMDB0061697,,Lipids
CJ0777,lysops(22:0) ,C28H56NO9P,3.91,,Lipids,,,Lipids
